t, ur1, ur2, ur3
11.220067, -5.720381, 0.101008, 3.875122
11.240067, -5.194925, -0.403187, 3.880848
11.260068, -4.680765, -0.395863, 3.878540
11.280068, -5.200939, 0.626942, 4.383068
11.300069, -4.701293, 0.618531, 4.889727
11.320069, -5.208063, -0.405495, 4.895031
11.340070, -4.692483, -2.447731, 5.409591
11.360070, -7.758445, -3.466197, 5.410922
11.380071, -8.272449, -4.483876, 2.852196
11.400071, -7.262195, -5.004028, 3.857346
11.420072, -8.289894, -5.523692, 5.376390
11.440072, -8.284856, -6.542779, 7.926738
11.460073, -7.763727, -7.554055, 7.420501
11.480073, -7.760443, -8.057895, 7.425539
11.500073, -7.773803, -8.579667, 5.886588
11.520074, -8.298172, -7.569346, 3.837682
11.540074, -7.794310, -8.087855, 4.345562
11.560075, -8.299149, -8.591851, 4.860321
11.580075, -7.263238, -9.598743, 5.893157
11.600076, -6.753983, -7.046641, 4.870862
11.620076, -7.788695, -7.057760, 4.360120
11.640077, -5.237269, -8.086325, 5.899216
11.660077, -5.232276, -7.058360, 4.375744
11.680078, -4.710726, -8.065619, 5.410412
11.700078, -5.730080, -7.037343, 2.352439
11.720078, -5.225263, -7.554943, 1.841053
11.740079, -5.236537, -8.080421, 1.832220
11.760079, -3.190938, -5.528019, 1.315641
11.780080, -1.652431, -5.008000, 2.333397
11.800080, -2.154895, -4.484053, 1.828847
11.820081, -3.174072, -4.992909, 1.833352
11.840081, -2.150945, -5.507047, 1.834928
11.860082, -1.634943, -6.529596, 3.885087
11.880082, -2.660777, -5.511374, 1.840631
11.900083, -2.152964, -4.490112, 1.839033
11.920083, -2.663929, -2.953080, 0.304221
11.940084, -2.668500, -1.427845, -0.211847
11.960084, -3.180463, -2.458539, -0.724365
11.980084, -1.635986, -1.940895, 0.816140
12.000085, -2.139870, -1.932883, -0.710805
12.020085, -2.149835, -3.470170, -0.202526
12.040086, -2.162463, -2.456520, 0.297808
12.060086, -2.669521, -1.942959, 0.805531
12.080087, -2.139094, -2.439919, 0.301381
