t_ur, ur1, ur2, ur3
0.000000, 0.343579, 5.155729, -2.525483
0.020000, 0.342987, 4.338384, -2.730373
0.040000, 0.343095, 0.046059, 0.745043
0.060000, 0.343646, 0.045106, 0.540588
0.080000, 0.139363, 0.454168, 0.540152
0.100000, 0.343328, 0.045389, 0.745425
0.120000, 0.342411, 0.250068, 0.949733
0.140000, 0.139225, 0.249417, 0.540539
0.160000, 0.342917, 0.453733, 0.949686
0.180000, 0.138998, 0.454568, 0.949323
0.200000, 0.138379, 0.249926, 0.336061
0.220000, 0.138860, 0.045379, 0.540582
0.240000, 0.343482, 0.045103, 0.744736
0.260000, 0.343376, 0.454266, 0.744527
0.280000, 0.343093, 0.045289, 0.335616
0.300000, 0.547031, 1.272182, 0.540372
0.320000, 0.138331, 0.658658, 0.949132
0.340000, 0.343163, 0.045615, 0.744685
0.360000, 0.139064, 0.045578, 0.336809
0.380000, -0.065408, 0.250582, 0.540381
0.400000, 0.343630, 0.454411, 0.540682
0.420000, 0.139250, 0.454762, 0.744970
0.440000, 0.139503, 0.658743, 0.131713
0.460000, 0.139019, 0.045217, 1.562331
0.480000, 0.139314, 0.454332, -5.387264
0.500000, 0.138744, 0.250289, 0.744512
0.520000, 0.343624, 0.249434, 0.744300
0.540000, 0.343215, 0.454777, 0.335932
0.560000, 0.343045, 0.249856, 0.949262
0.580000, 0.343325, 0.045203, 0.949372
0.600000, 0.547798, 0.454085, 0.336271
0.620000, 0.139223, 0.046064, 1.154157
0.640000, 0.343190, 0.454635, 0.540331
0.660000, 0.139361, 0.045112, 0.540773
0.680000, 0.139410, 0.250050, 0.131650
0.700000, 0.343785, 0.862962, 0.745042
0.720000, 0.547649, 0.045731, 0.949379
0.740000, 0.139320, 0.249498, 0.949694
0.760000, 0.138936, 0.453895, 0.336241
0.780000, 0.139299, 0.045824, 0.744839
0.800000, 0.343421, 0.454527, 0.540729
0.820000, 0.343369, 0.249426, 0.949435
0.840000, 0.343116, 0.045315, 0.745082
0.860000, 0.343512, 0.250073, 0.949235
0.880000, 0.343646, 0.250284, 0.745070
0.900000, -0.064973, 0.250122, 0.540937
0.920000, 0.139636, 0.453974, 0.540380
0.940000, 0.343302, 0.249778, 0.540570
0.960000, -0.065314, 0.659077, 0.539878
0.980000, 0.547918, 0.454439, 0.540679
1.000000, 0.343625, 0.045363, 1.153547
1.020000, 0.343493, 0.250189, 0.745292
1.040000, 0.547605, 0.658483, 0.745349
1.060000, 0.138949, 0.250053, 0.541179
1.080000, 0.343071, 0.045148, 0.745081
1.100000, 0.343380, -0.158762, 0.540999
1.120000, 0.547602, 0.249561, 0.540943
1.140000, 0.343438, 0.045575, 0.949123
1.159999, 0.138930, 0.045618, 1.358267
1.179999, 0.343149, 0.659016, 0.745425
1.199999, 0.751788, 0.045502, 1.153614
1.219999, 0.342961, 0.046401, 0.948978
1.239999, 0.343373, 0.454157, 0.949580
1.259999, 0.139182, 0.045451, 0.744483
1.279999, 0.343430, 0.250213, 0.540674
1.299999, 0.138794, 0.045675, 1.153129
1.319999, 0.138880, 0.454770, 0.744809
1.339999, 0.343418, 0.249565, 0.949647
1.359999, 0.343742, 0.249604, 0.949329
1.379999, 0.138797, 0.046244, 0.949559
1.399999, 0.343331, -0.158629, 1.357862
1.419999, 0.139619, 0.249914, 0.745318
1.439999, 0.138883, 0.045528, 0.540574
1.459999, 0.547554, 0.250395, 0.540513
1.479999, 0.139136, 0.045685, 0.540491
1.499999, 0.139232, 0.249912, 0.540834
1.519999, 0.342875, 0.046029, 0.745333
1.539999, -0.065404, 0.045946, 0.949625
1.559999, 0.138834, 0.454361, 5.445977
1.579999, 0.343898, 0.658806, 0.540299
1.599999, 0.343652, 0.249697, 0.131783
1.619999, 0.547797, 0.454455, 0.540382
1.639999, 0.956544, 0.045454, 0.336251
1.659999, 0.751722, 0.249951, 1.154125
1.679999, 0.343329, 0.249735, 1.153206
1.699999, 0.139092, -0.363118, 0.949466
1.719999, 0.343906, 0.250287, 0.540779
1.739999, 0.343095, 0.659136, 1.153914
1.759999, 0.138857, 0.659356, 0.744676
1.779999, 0.752056, -0.159091, 0.744506
1.799999, 0.547968, 0.249280, 0.744994
1.819999, 0.343485, 0.249993, 1.153161
1.839999, 0.343468, 0.045826, 0.744945
1.859999, 0.343488, 0.250044, 0.949214
1.879999, 0.343415, -0.158554, 0.540495
1.899999, 0.343493, 0.250120, -0.276938
1.919999, 0.343397, 0.250140, 0.744646
1.939999, 0.139522, 0.045507, 0.131618
1.959999, 0.139135, 0.250448, 0.745157
1.979999, 0.547618, 0.659124, 0.540289
1.999999, 0.343343, 0.249838, 0.540398
2.019999, 0.343283, 0.249882, 0.745058
2.039999, 0.343284, 0.249933, 0.336063
2.059999, 0.343373, 0.250068, 2.993381
2.079999, 0.342820, 0.045375, 0.335522
2.099999, 0.342912, 0.249721, 0.744890
2.119999, 0.343096, -0.158978, -0.072863
2.139999, 0.547889, 0.045773, 0.539809
2.159999, 0.138774, 0.250236, 0.949439
2.179999, 0.343077, 0.045732, 0.540513
2.199999, 0.139087, 0.249955, 0.949607
2.219999, 0.343498, 0.250140, 0.745617
2.239999, 0.342508, -0.158876, 0.948929
2.259999, 0.139594, 0.453763, 0.745060
2.279999, 0.548099, 0.045384, 0.744599
2.299999, 0.138702, 0.045455, 0.540620
2.319999, 0.547419, 0.454096, 0.540257
2.339998, 0.139111, 0.044713, 0.745100
2.359998, 0.343279, 0.454360, 0.540747
2.379998, 0.343118, -0.159161, 0.745050
2.399998, 0.139063, 0.453935, 0.949145
