t_g, g1, g2, g3
0.000000, -5.697884, -5.836273, -5.928749
0.020000, -5.839285, -5.807746, -6.126736
0.040000, -5.527099, -6.208847, -6.060993
0.060000, -5.414038, -5.774751, -5.999462
0.080000, -5.765068, -5.677048, -6.107994
0.100000, -5.599342, -5.675076, -6.134263
0.120000, -5.839358, -5.464530, -6.210994
0.140000, -5.120687, -5.262301, -6.107651
0.160000, -5.729445, -5.751234, -6.113101
0.180000, -5.591419, -5.749352, -6.629303
0.200000, -5.900718, -5.553460, -6.063390
0.220000, -5.574187, -6.317279, -6.132237
0.240000, -5.445087, -5.670997, -6.279660
0.260000, -5.551124, -5.672757, -6.127229
0.280000, -5.415700, -5.641771, -6.158412
0.300000, -5.534024, -6.066514, -6.448459
0.320000, -5.514452, -5.630288, -6.325792
0.340000, -5.920827, -5.950854, -6.535657
0.360000, -5.536167, -5.800200, -6.463739
0.380000, -9.810000, 0.000000, 0.000000
0.400000, -9.719825, -0.111774, -0.120548
0.420000, -9.645061, -0.220790, -0.237523
0.440000, -9.565412, -0.334930, -0.353963
0.460000, -9.489876, -0.444493, -0.470931
0.480000, -9.418505, -0.559913, -0.578745
0.500000, -9.347925, -0.664682, -0.682512
0.520000, -9.268653, -0.765388, -0.788985
0.540000, -9.191243, -0.869127, -0.899796
0.560000, -9.118206, -0.964870, -0.996460
0.580000, -9.047264, -1.058547, -1.100283
0.600000, -8.979949, -1.151564, -1.203755
0.620000, -8.908809, -1.240414, -1.300203
0.640000, -3.184588, 4.510332, 4.791918
0.660000, -3.114359, 4.415242, 4.696856
0.680000, -3.054150, 4.329087, 4.602046
0.700000, -2.992759, 4.246104, 4.515703
0.720000, -2.930105, 4.161060, 4.430321
0.740000, -2.868385, 4.084176, 4.342942
0.760000, -2.817345, 3.998935, 4.263930
0.780000, -2.758818, 3.918450, 4.179717
0.800000, -2.701692, 3.836710, 4.097404
0.820000, -2.649916, 3.749624, 4.014435
0.840000, -2.601706, 3.678224, 3.930962
0.860000, -2.543498, 3.607819, 3.850732
0.880000, -2.496765, 3.543280, 3.780482
0.900000, -2.453076, 3.469673, 3.707350
0.920000, -2.401392, 3.400771, 3.638463
0.940000, -2.355587, 3.333600, 3.573831
0.960000, -2.308513, 3.267866, 3.506635
0.980000, -2.265406, 3.208515, 3.437328
1.000000, -2.219609, 3.144078, 3.367635
1.020000, -2.169991, 3.089014, 3.301979
1.040000, -2.125141, 3.029392, 3.236701
1.060000, -2.082502, 2.968000, 3.177784
1.080000, -2.039587, 2.907130, 3.114059
1.100000, -1.995696, 2.845203, 3.050106
1.120000, -1.958115, 2.794231, 2.984006
1.140000, -1.921746, 2.739367, 2.923445
1.159999, -1.885611, 2.684440, 2.877119
1.179999, -1.845864, 2.628530, 2.820158
1.199999, -1.803580, 2.578166, 2.762869
1.219999, -1.770566, 2.530773, 2.705948
1.239999, -1.736112, 2.478554, 2.653781
1.259999, -1.696318, 2.428890, 2.602958
1.279999, -1.662398, 2.377784, 2.550609
1.299999, -1.628090, 2.327785, 2.493233
1.319999, -1.599635, 2.280382, 2.438108
1.339999, -1.570907, 2.231811, 2.387571
1.359999, -1.537590, 2.179907, 2.343832
1.379999, -1.507132, 2.130927, 2.296506
1.399999, -1.473880, 2.078602, 2.252779
1.419999, -1.449125, 2.029398, 2.207542
1.439999, -1.422614, 1.992534, 2.167197
1.459999, -1.394812, 1.953646, 2.125639
1.479999, -1.367502, 1.915439, 2.081787
1.499999, -1.336377, 1.879564, 2.045723
1.519999, -1.309564, 1.850054, 2.010680
1.539999, -1.284845, 1.816404, 1.966494
1.559999, -1.259446, 1.787503, 1.933803
1.579999, -1.241198, 1.751439, 1.896344
1.599999, -1.218289, 1.729576, 1.860317
1.619999, -1.193170, 1.696187, 1.825502
1.639999, -1.169039, 1.666949, 1.792832
1.659999, -1.145286, 1.636723, 1.762217
1.679999, -1.120385, 1.610063, 1.720804
1.699999, -1.090509, 1.575484, 1.688365
1.719999, -1.069808, 1.540687, 1.657623
1.739999, -1.044307, 1.509517, 1.621660
1.759999, -1.020676, 1.486822, 1.590819
1.779999, -1.003812, 1.457860, 1.553652
1.799999, -0.981117, 1.433447, 1.512360
1.819999, -0.960946, 1.402729, 1.475375
1.839999, -0.937862, 1.377143, 1.448824
1.859999, -0.923945, 1.349327, 1.420982
1.879999, -0.906216, 1.325064, 1.398368
1.899999, -0.892933, 1.295810, 1.374939
1.919999, -0.878747, 1.270432, 1.348011
1.939999, -0.857127, 1.244871, 1.324281
1.959999, -0.839271, 1.226404, 1.296255
1.979999, -0.817771, 1.200155, 1.270578
1.999999, -0.804486, 1.171247, 1.246453
2.019999, -0.788472, 1.148980, 1.224653
2.039999, -0.774568, 1.122768, 1.202096
2.059999, -0.758310, 1.107036, 1.177944
2.079999, -0.746398, 1.083090, 1.149125
2.099999, -0.730978, 1.060242, 1.128510
2.119999, -0.710672, 1.037867, 1.100193
2.139999, -0.697492, 1.020383, 1.075134
2.159999, -0.680050, 1.003145, 1.049672
2.179999, -0.671997, 0.982570, 1.033386
2.199999, -0.652743, 0.962110, 1.016081
2.219999, -0.637384, 0.944624, 0.998374
2.239999, -0.621369, 0.920879, 0.979353
2.259999, -0.607665, 0.894729, 0.959263
2.279999, -0.599451, 0.878842, 0.937528
2.299999, -0.590003, 0.866074, 0.920066
2.319999, -0.574089, 0.850819, 0.902035
2.339998, -0.565249, 0.834665, 0.888959
2.359998, -0.559143, 0.816062, 0.874702
