t_uk, uk1, uk2, uk3
0.000000, -0.001507, -0.000189, -0.001051
0.020000, -0.000710, -0.000550, -0.001568
0.040000, -0.000486, -0.001713, -0.001231
0.060000, -0.001384, -0.000704, -0.000816
0.080000, -0.001307, -0.000209, -0.001456
0.100000, -0.001548, -0.002108, -0.001551
0.120000, 0.000230, -0.000314, -0.002080
0.140000, -0.001258, -0.000609, -0.000836
0.160000, -0.002000, -0.001166, -0.001284
0.180000, -0.001334, -0.000919, -0.001002
0.200000, -0.001179, -0.000490, -0.001981
0.220000, -0.002019, -0.000811, -0.001184
0.240000, -0.001142, -0.001040, -0.001353
0.260000, -0.001145, -0.001249, -0.002132
0.280000, -0.001056, -0.000249, -0.001710
0.300000, -0.000603, -0.000401, -0.001412
0.320000, -0.001548, -0.001198, -0.001542
0.340000, -0.001258, -0.001374, -0.002098
0.360000, -0.000816, -0.000547, -0.000880
0.380000, -0.000895, -0.001609, -0.001921
0.400000, -0.001178, 0.000322, -0.002073
0.420000, -0.001913, -0.000132, -0.001389
0.440000, -0.001677, -0.001250, -0.000967
0.460000, -0.000868, -0.000741, -0.001220
0.480000, -0.002314, -0.000214, -0.000798
0.500000, -0.001870, -0.001029, -0.002214
0.520000, -0.000939, -0.000251, -0.001730
0.540000, -0.001168, -0.001053, -0.001104
0.560000, -0.001608, -0.001079, -0.001300
0.580000, -0.002058, -0.000326, -0.001621
0.600000, -0.000065, -0.000974, -0.001734
0.620000, -0.001830, -0.001172, -0.001308
0.640000, -0.001065, -0.001411, -0.001698
0.660000, -0.000965, -0.001477, -0.000536
0.680000, -0.002077, 0.000252, -0.001935
0.700000, -0.001401, -0.000111, -0.001880
0.720000, -0.002066, -0.000994, -0.002395
0.740000, -0.001489, -0.000556, -0.001610
0.760000, -0.001626, -0.000429, -0.001410
0.780000, -0.001040, -0.001231, -0.001529
0.800000, -0.001005, -0.001578, -0.001416
0.820000, -0.001677, -0.001078, -0.001775
0.840000, -0.000972, -0.000837, -0.001799
0.860000, -0.001578, 0.000253, -0.002038
0.880000, -0.000498, -0.001015, -0.001906
0.900000, -0.001882, -0.001218, -0.001686
0.920000, -0.001084, -0.001378, -0.001366
0.940000, -0.001863, 0.000061, -0.001079
0.960000, -0.000895, -0.000751, -0.001335
0.980000, -0.002343, -0.001236, -0.001372
1.000000, -0.001587, 0.000326, -0.001016
1.020000, -0.002645, -0.001090, -0.001778
1.040000, -0.000600, -0.000968, -0.001740
1.060000, -0.001225, -0.000764, -0.001790
1.080000, -0.001483, -0.000893, -0.000969
1.100000, -0.001626, 0.000621, -0.001257
1.120000, -0.001855, -0.001292, -0.000833
1.140000, -0.001603, -0.000637, -0.002114
1.159999, -0.000759, -0.000681, -0.001059
1.179999, -0.002091, -0.000924, -0.001062
1.199999, -0.001609, -0.001702, -0.001405
1.219999, -0.002684, -0.000415, -0.002261
1.239999, -0.001861, 0.000503, -0.000392
1.259999, -0.001460, -0.000269, 0.000148
1.279999, -0.001834, -0.000676, -0.001380
1.299999, -0.000966, -0.000509, -0.001880
1.319999, -0.002150, 0.000355, -0.002188
1.339999, -0.002525, -0.001498, -0.001599
1.359999, -0.002318, -0.001597, -0.001981
1.379999, -0.001102, -0.001869, -0.002737
1.399999, -0.002263, -0.001604, -0.001688
1.419999, -0.000574, -0.000201, -0.001052
1.439999, -0.001290, -0.001593, -0.001727
1.459999, -0.001030, -0.000496, -0.001502
1.479999, -0.001975, -0.000938, -0.001933
1.499999, -0.000946, -0.002138, -0.001017
1.519999, -0.002267, -0.001244, -0.000515
1.539999, -0.002380, -0.000770, -0.000831
1.559999, -0.000953, -0.000764, -0.002098
1.579999, -0.001190, -0.000481, -0.000642
1.599999, -0.001578, -0.000930, -0.002615
1.619999, -0.002046, -0.001719, -0.000994
1.639999, -0.001181, -0.001112, -0.002214
1.659999, -0.001392, -0.000741, -0.001187
1.679999, -0.002045, -0.000307, -0.001816
1.699999, -0.001109, -0.000978, -0.001876
1.719999, -0.001470, -0.001296, -0.001634
1.739999, -0.001589, -0.002131, -0.002015
1.759999, -0.001598, -0.000983, -0.002040
1.779999, -0.001195, 0.000460, -0.001873
1.799999, -0.000894, -0.001180, -0.000957
1.819999, -0.001437, 0.000491, -0.001876
1.839999, -0.001905, -0.001814, -0.002053
1.859999, -0.001647, -0.001667, -0.001266
1.879999, -0.002121, -0.001109, -0.000887
1.899999, -0.001571, -0.001336, 0.000048
1.919999, -0.001681, -0.000345, -0.001012
1.939999, -0.000934, -0.001544, -0.001591
1.959999, -0.002359, -0.000451, -0.002269
1.979999, -0.002918, -0.000988, -0.001951
1.999999, -0.000635, 0.000208, -0.002242
2.019999, -0.001363, -0.000720, -0.001298
2.039999, -0.001287, 0.000182, -0.001499
2.059999, -0.001456, -0.000847, -0.001857
2.079999, -0.001581, -0.001317, -0.001595
2.099999, -0.001657, -0.001058, -0.000571
2.119999, -0.001258, -0.000724, -0.001373
2.139999, -0.002850, -0.001027, -0.001223
2.159999, -0.001426, -0.001011, -0.001478
