t_g, g1, g2, g3
0.000000, -9.715630, 0.123324, -0.147212
0.020000, -9.866357, 0.010140, -0.071079
0.040000, -9.427987, 0.294924, 0.254143
0.060000, -10.028401, -0.105635, 0.040889
0.080000, -9.757713, -0.109642, 0.033990
0.100000, -9.798168, -0.043610, 0.260703
0.120000, -9.488646, 0.201749, -0.032872
0.140000, -9.685823, -0.128100, 0.187152
0.160000, -9.651576, 0.183566, -0.030138
0.180000, -9.708702, 0.223842, -0.021626
0.200000, -9.784775, -0.145411, -0.345933
0.220000, -9.584027, 0.111587, 0.338550
0.240000, -9.437030, -0.287947, 0.219000
0.260000, -9.686247, -0.335836, 0.186130
0.280000, -9.411858, -0.121526, 0.099378
0.300000, -9.784873, -0.076129, 0.282558
0.320000, -9.355998, 0.247494, -0.143841
0.340000, -9.885379, 0.289094, 0.068695
0.360000, -9.522305, 0.074868, 0.051302
0.380000, -9.520388, -0.098584, 0.168051
0.400000, -9.287414, -0.195113, 0.092663
0.420000, -9.694479, -0.337058, 0.054007
0.440000, -9.869296, 0.151073, 0.031233
0.460000, -9.890593, -0.061863, 0.041974
0.480000, -9.727921, 0.091690, 0.008361
0.500000, -9.592481, 0.110656, 0.249257
0.520000, -9.700315, 0.007462, 0.354920
0.540000, -9.606327, -0.085293, 0.278976
0.560000, -9.868307, -0.208900, 0.155780
0.580000, -9.713854, -0.201771, 0.067157
0.600000, -9.403361, -0.001321, -0.183820
0.620000, -9.671267, 0.131203, -0.254265
0.640000, -9.550274, -0.090113, 0.011343
0.660000, -9.799308, -0.161801, 0.395838
0.680000, -9.813714, 0.129974, 0.051171
0.700000, -9.728849, -0.449131, 0.273214
0.720000, -9.866179, 0.020971, -0.058518
0.740000, -9.570318, -0.131874, 0.208651
0.760000, -9.631495, -0.312359, -0.117886
0.780000, -9.854630, 0.187156, -0.200772
0.800000, -9.569626, -0.286854, 0.361731
0.820000, -9.592415, -0.428190, 0.040932
0.840000, -9.582878, 0.349896, 0.300345
0.860000, -9.747640, -0.173120, -0.065277
0.880000, -9.653945, -0.046466, 0.089626
0.900000, -9.557673, -0.174239, 0.240377
0.920000, -9.674497, 0.123528, 0.098902
0.940000, -9.804959, -0.161671, -0.026939
0.960000, -9.614263, 0.074962, 0.040020
0.980000, -9.729061, -0.035463, 0.039118
1.000000, -9.671262, 0.287123, 0.281999
1.020000, -9.388164, -0.247097, 0.273521
1.040000, -9.618675, -0.378008, 0.109642
1.060000, -9.482717, 0.099162, 0.328360
1.080000, -9.747880, -0.374920, -0.153610
1.100000, -10.204118, -0.073383, 0.068889
1.120000, -9.477743, 0.085884, -0.002909
1.140000, -9.755585, -0.214319, 0.144584
1.159999, -9.931970, -0.194660, 0.095235
1.179999, -9.619881, 0.287564, 0.319158
1.199999, -9.672256, -0.076209, 0.107155
1.219999, -9.841082, -0.079945, -0.167334
1.239999, -9.721168, -0.208667, 0.143142
1.259999, -9.877645, -0.326414, -0.251855
1.279999, -9.906265, -0.384929, -0.157204
1.299999, -9.678170, -0.093490, 0.064985
1.319999, -9.926239, -0.304488, 0.205895
1.339999, -9.846874, -0.487638, 0.130486
1.359999, -9.930567, -0.252239, -0.135253
1.379999, -9.666590, 0.108129, 0.029503
1.399999, -9.548777, -0.106715, 0.212332
