t, x1_compfilter, x1_phiobs, x1_fullobs
7.079994, 0.017327, -0.003246, -0.001476
7.099994, 0.018142, -0.001552, -0.002081
7.119994, 0.018665, -0.001965, -0.001574
7.139994, 0.019386, -0.000700, -0.002099
7.159994, 0.019796, -0.000767, -0.002076
7.179994, 0.020633, -0.000617, -0.001625
7.199994, 0.020979, -0.000594, -0.000824
7.219994, 0.021563, -0.000246, -0.000231
7.239994, 0.022091, 0.000085, 0.000344
7.259994, 0.022550, 0.000188, 0.000703
7.279994, 0.023020, 0.000209, 0.001338
7.299994, 0.023457, 0.001086, 0.001562
7.319994, 0.023575, 0.001769, 0.001590
7.339994, 0.023885, 0.002093, 0.001584
7.359994, 0.024111, 0.002127, 0.001665
7.379994, 0.024168, 0.002290, 0.001780
7.399994, 0.024618, 0.002987, 0.001794
7.419994, 0.024820, 0.003562, 0.002189
7.439994, 0.024914, 0.004094, 0.002497
7.459994, 0.024917, 0.004529, 0.002398
7.479994, 0.024513, 0.004989, 0.002225
7.499994, 0.024517, 0.004799, 0.002535
7.519994, 0.024484, 0.005334, 0.002401
7.539994, 0.023961, 0.005622, 0.001927
7.559994, 0.023497, 0.005550, 0.001409
7.579994, 0.023175, 0.004020, 0.002447
7.599994, 0.022697, 0.003976, 0.002996
7.619994, 0.022252, 0.004511, 0.002722
7.639994, 0.021793, 0.004713, 0.001989
7.659994, 0.021299, 0.003896, 0.002082
7.679994, 0.021152, 0.003841, 0.001671
7.699994, 0.020596, 0.003203, 0.001475
7.719994, 0.020097, 0.003041, 0.000895
7.739994, 0.019400, 0.002705, 0.000138
7.759994, 0.018212, 0.001600, -0.000021
7.779994, 0.017454, 0.000996, -0.000337
7.799994, 0.017061, 0.000782, -0.001182
7.819993, 0.016286, -0.000291, -0.001403
7.839993, 0.015532, -0.000013, -0.002736
7.859993, 0.014504, -0.000640, -0.004004
7.879993, 0.013795, -0.001357, -0.004959
7.899993, 0.013464, -0.002213, -0.005577
7.919993, 0.013081, -0.003047, -0.006008
7.939993, 0.012550, -0.003431, -0.006405
7.959993, 0.012261, -0.003464, -0.007104
7.979993, 0.012139, -0.003869, -0.007466
7.999993, 0.012111, -0.004347, -0.007356
8.019994, 0.012296, -0.004394, -0.007259
8.039994, 0.012312, -0.004005, -0.007466
8.059995, 0.012553, -0.004101, -0.007448
8.079995, 0.012713, -0.004262, -0.007046
8.099996, 0.012885, -0.003523, -0.007389
8.119996, 0.012982, -0.003502, -0.007310
8.139997, 0.013363, -0.003230, -0.007205
8.159997, 0.013677, -0.003198, -0.007216
8.179997, 0.013738, -0.003512, -0.006774
8.199998, 0.014115, -0.003515, -0.006135
8.219998, 0.014307, -0.003864, -0.005085
8.239999, 0.014861, -0.003714, -0.004074
8.259999, 0.015286, -0.002683, -0.003841
8.280000, 0.015705, -0.002351, -0.003559
8.300000, 0.016050, -0.002230, -0.003399
8.320001, 0.016340, -0.002234, -0.003530
8.340001, 0.016312, -0.002520, -0.003703
8.360002, 0.016443, -0.002883, -0.003800
8.380002, 0.016575, -0.003103, -0.003630
8.400002, 0.016859, -0.003268, -0.003197
8.420003, 0.017435, -0.003177, -0.002898
8.440003, 0.017961, -0.003337, -0.002696
8.460004, 0.018622, -0.003835, -0.001591
8.480004, 0.018924, -0.003196, -0.000878
8.500005, 0.019514, -0.003159, 0.000549
8.520005, 0.020317, -0.001089, 0.000145
8.540006, 0.021019, -0.000816, 0.000451
8.560006, 0.021461, 0.000080, 0.000327
8.580007, 0.022283, 0.000691, -0.000061
8.600007, 0.022597, 0.001012, -0.000570
8.620008, 0.022858, 0.000866, -0.000406
8.640008, 0.023179, 0.001716, -0.000817
8.660008, 0.023635, 0.001246, -0.000504
8.680009, 0.024057, 0.001625, -0.000572
8.700009, 0.024492, 0.001431, -0.000368
8.720010, 0.024609, 0.001247, 0.000110
8.740010, 0.025063, 0.001728, 0.000321
8.760011, 0.025371, 0.002143, 0.000353
8.780011, 0.025771, 0.002471, 0.000535
8.800012, 0.026148, 0.003253, 0.000590
8.820012, 0.026575, 0.003284, 0.001805
8.840013, 0.026624, 0.004068, 0.002773
8.860013, 0.026880, 0.004600, 0.003247
8.880013, 0.027261, 0.005350, 0.003377
8.900014, 0.027054, 0.005660, 0.003365
8.920014, 0.026828, 0.005229, 0.004022
8.940015, 0.026389, 0.005301, 0.004571
8.960015, 0.026280, 0.006030, 0.004042
8.980016, 0.025926, 0.005077, 0.004510
9.000016, 0.025618, 0.005200, 0.004583
9.020017, 0.025134, 0.005389, 0.003912
9.040017, 0.024579, 0.004340, 0.004160
9.060018, 0.023860, 0.004069, 0.004230
9.080018, 0.023034, 0.004594, 0.003025
9.100019, 0.022276, 0.003548, 0.002688
9.120019, 0.021327, 0.003119, 0.002249
9.140019, 0.020630, 0.002384, 0.001888
9.160020, 0.019946, 0.002134, 0.001027
9.180020, 0.019110, 0.001552, 0.000015
9.200021, 0.017976, -0.001486, 0.001704
9.220021, 0.017377, -0.000222, 0.000576
9.240022, 0.016861, -0.000902, -0.000514
9.260022, 0.016379, -0.001238, -0.001684
9.280023, 0.015321, -0.001549, -0.003049
9.300023, 0.014410, -0.002619, -0.003815
9.320024, 0.013804, -0.002454, -0.005477
9.340024, 0.012842, -0.003464, -0.006545
9.360024, 0.012338, -0.004216, -0.007281
9.380025, 0.011840, -0.004923, -0.007817
9.400025, 0.011572, -0.005131, -0.008328
9.420026, 0.011497, -0.005284, -0.008656
9.440026, 0.011392, -0.005726, -0.008409
9.460027, 0.011522, -0.005212, -0.008754
9.480027, 0.011724, -0.005188, -0.008893
9.500028, 0.012081, -0.004914, -0.008999
9.520028, 0.012345, -0.004654, -0.008901
9.540029, 0.012529, -0.004478, -0.008737
9.560029, 0.013177, -0.004504, -0.008178
9.580029, 0.013481, -0.004828, -0.007428
9.600030, 0.013710, -0.004958, -0.006764
9.620030, 0.014232, -0.004215, -0.007024
9.640031, 0.014661, -0.004306, -0.006857
9.660031, 0.014901, -0.004439, -0.006563
9.680032, 0.015013, -0.004684, -0.006354
9.700032, 0.015403, -0.004980, -0.006146
9.720033, 0.015943, -0.005827, -0.004789
9.740033, 0.016848, -0.005937, -0.003102
9.760034, 0.017645, -0.005406, -0.001590
9.780034, 0.018898, -0.004513, -0.000320
9.800035, 0.019891, -0.002633, -0.000376
9.820035, 0.020832, -0.001043, -0.001386
9.840035, 0.021559, -0.001256, -0.001133
9.860036, 0.022418, -0.000512, -0.001029
9.880036, 0.022720, -0.000183, -0.000994
9.900037, 0.023382, 0.000425, -0.001048
9.920037, 0.023787, 0.000352, -0.000670
9.940038, 0.024107, 0.001017, -0.000793
9.960038, 0.024379, 0.001102, -0.000570
9.980039, 0.024660, 0.000601, 0.000547
10.000039, 0.025128, 0.000594, 0.001689
10.020040, 0.025894, 0.001133, 0.002682
10.040040, 0.026656, 0.001737, 0.003374
10.060040, 0.026981, 0.002180, 0.003787
10.080041, 0.027447, 0.002652, 0.004177
10.100041, 0.027893, 0.003734, 0.003937
10.120042, 0.028298, 0.005005, 0.003116
10.140042, 0.028293, 0.005263, 0.002676
10.160043, 0.028330, 0.005832, 0.001706
10.180043, 0.028581, 0.005752, 0.001184
10.200044, 0.028122, 0.005294, 0.001196
10.220044, 0.027739, 0.004907, 0.001653
10.240045, 0.027642, 0.004348, 0.002681
10.260045, 0.027395, 0.004793, 0.003168
10.280046, 0.026746, 0.004866, 0.003471
10.300046, 0.026596, 0.005429, 0.003113
10.320046, 0.026224, 0.005405, 0.002694
10.340047, 0.025693, 0.005279, 0.002228
10.360047, 0.024732, 0.005282, 0.001447
10.380048, 0.023923, 0.004421, 0.001345
10.400048, 0.023260, 0.003962, 0.001085
10.420049, 0.022869, 0.003206, 0.001080
10.440049, 0.022498, 0.002998, 0.000752
10.460050, 0.022122, 0.001946, 0.001011
10.480050, 0.021809, 0.001687, 0.000949
10.500051, 0.021606, 0.001113, 0.000862
10.520051, 0.021262, 0.000752, 0.000653
10.540051, 0.020665, 0.000302, 0.000287
10.560052, 0.020304, -0.000050, -0.000357
10.580052, 0.019740, -0.000378, -0.001184
10.600053, 0.019026, -0.000501, -0.002480
10.620053, 0.018209, -0.001620, -0.003108
10.640054, 0.017357, -0.001722, -0.004447
10.660054, 0.016769, -0.002461, -0.005575
10.680055, 0.016194, -0.003221, -0.006449
10.700055, 0.015787, -0.003996, -0.006995
10.720056, 0.015478, -0.003956, -0.007889
10.740056, 0.015107, -0.004564, -0.008425
10.760056, 0.015020, -0.005295, -0.008238
10.780057, 0.014933, -0.004896, -0.008571
10.800057, 0.014782, -0.004998, -0.008674
10.820058, 0.014851, -0.005091, -0.008425
10.840058, 0.015463, -0.004470, -0.008637
10.860059, 0.015775, -0.004344, -0.008750
10.880059, 0.016076, -0.004285, -0.008375
10.900060, 0.016478, -0.004252, -0.007821
10.920060, 0.016667, -0.003392, -0.007789
10.940061, 0.017164, -0.003940, -0.006419
10.960061, 0.017710, -0.003487, -0.005104
10.980062, 0.018234, -0.002385, -0.004715
11.000062, 0.018696, -0.001791, -0.004498
11.020062, 0.018886, -0.001731, -0.004090
11.040063, 0.018858, -0.001304, -0.004326
11.060063, 0.019004, -0.001805, -0.004407
11.080064, 0.018813, -0.002296, -0.004576
11.100064, 0.018895, -0.002762, -0.004820
11.120065, 0.019186, -0.002911, -0.005062
11.140065, 0.019499, -0.003599, -0.004255
11.160066, 0.019855, -0.003836, -0.003440
11.180066, 0.020441, -0.004272, -0.002078
11.200067, 0.021418, -0.002746, -0.002191
11.220067, 0.022355, -0.002238, -0.002240
11.240067, 0.022835, -0.001707, -0.002358
11.260068, 0.023044, -0.001241, -0.002544
11.280068, 0.023629, -0.000910, -0.002613
11.300069, 0.024229, -0.000690, -0.002383
11.320069, 0.024882, -0.000598, -0.001719
11.340070, 0.025493, -0.000250, -0.001227
11.360070, 0.026110, 0.000148, -0.000893
11.380071, 0.026421, 0.000369, -0.000392
11.400071, 0.027345, 0.001142, -0.000143
11.420072, 0.027836, 0.001223, 0.000517
11.440072, 0.028342, 0.002167, 0.000650
11.460073, 0.028585, 0.001981, 0.001179
11.480073, 0.028912, 0.002402, 0.001347
11.500073, 0.029073, 0.002094, 0.002200
11.520074, 0.029443, 0.002564, 0.002756
11.540074, 0.029631, 0.002990, 0.002945
11.560075, 0.029918, 0.003124, 0.003260
11.580075, 0.030114, 0.003781, 0.003298
11.600076, 0.030299, 0.004741, 0.002940
11.620076, 0.030870, 0.004932, 0.002789
11.640077, 0.030907, 0.005263, 0.002730
11.660077, 0.030916, 0.005515, 0.002743
11.680078, 0.030748, 0.006139, 0.002341
11.700078, 0.030573, 0.005851, 0.002383
11.720078, 0.030380, 0.004913, 0.003252
11.740079, 0.030031, 0.005526, 0.003188
11.760079, 0.029508, 0.004983, 0.003589
11.780080, 0.029000, 0.004923, 0.003769
11.800080, 0.028529, 0.005013, 0.003633
11.820081, 0.028137, 0.004299, 0.004096
11.840081, 0.027255, 0.004074, 0.004310
11.860082, 0.026552, 0.004467, 0.003770
11.880082, 0.025870, 0.003773, 0.003676
11.900083, 0.024962, 0.003631, 0.003248
11.920083, 0.024040, 0.003535, 0.002386
11.940084, 0.023083, 0.002601, 0.002065
11.960084, 0.022324, 0.002381, 0.001179
11.980084, 0.021436, 0.002011, 0.000008
12.000085, 0.020499, 0.001350, -0.001080
12.020085, 0.019704, 0.000711, -0.002194
12.040086, 0.019271, 0.000024, -0.003478
12.060086, 0.018383, -0.001213, -0.004186
12.080087, 0.017353, -0.001930, -0.005078
