t_uk, uk1, uk2, uk3
0.000000, -0.002095, -0.001428, -0.001674
0.020000, -0.001188, -0.000148, -0.000724
0.040000, -0.001692, -0.001187, -0.001731
0.060000, -0.002561, -0.001154, -0.000677
0.080000, -0.001425, -0.001169, -0.001813
0.100000, -0.001288, -0.000971, -0.001069
0.120000, -0.001608, -0.000830, -0.001511
0.140000, -0.000822, -0.000853, -0.000984
0.160000, -0.001833, 0.000329, -0.000980
0.180000, -0.002224, -0.000845, -0.000636
0.200000, -0.001834, 0.000566, -0.000909
0.220000, -0.001546, -0.000369, -0.001359
0.240000, -0.000510, -0.001067, -0.001702
0.260000, -0.002174, -0.001608, -0.001182
0.280000, -0.001394, -0.001197, -0.000221
0.300000, -0.001718, -0.000215, -0.001264
0.320000, -0.000664, -0.000769, -0.001640
0.340000, -0.001410, -0.001052, -0.002085
0.360000, -0.001348, -0.000263, 0.000328
0.380000, -0.001222, -0.000067, -0.001034
0.400000, -0.001447, -0.000892, -0.000287
0.420000, -0.001750, -0.000614, -0.001175
0.440000, -0.000510, -0.000281, -0.001441
0.460000, -0.002093, -0.001443, -0.001120
0.480000, -0.000602, -0.001236, -0.000752
0.500000, -0.001401, -0.000633, -0.001064
0.520000, -0.000798, -0.000513, -0.001062
0.540000, -0.002475, -0.001590, 0.000537
0.560000, -0.001622, -0.000800, -0.002383
0.580000, -0.001004, 0.000304, -0.001539
0.600000, -0.001762, -0.000603, -0.000898
0.620000, -0.001660, 0.000380, -0.001600
0.640000, -0.000570, -0.000099, -0.000646
0.660000, -0.001176, -0.001270, -0.000654
0.680000, -0.001028, -0.000478, -0.001250
0.700000, -0.001724, -0.001008, -0.001755
0.720000, -0.000792, -0.001531, -0.001415
0.740000, -0.002430, -0.000899, -0.000946
0.760000, -0.001474, -0.000388, -0.002052
0.780000, -0.001138, -0.000330, -0.000297
0.800000, -0.001795, -0.000724, -0.001260
0.820000, -0.001645, -0.001126, -0.000913
0.840000, -0.001480, -0.000561, -0.000400
0.860000, -0.000722, -0.000370, -0.001114
0.880000, -0.002581, -0.000148, -0.001505
0.900000, -0.001849, -0.001042, -0.000207
0.920000, -0.001039, -0.001301, -0.000989
0.940000, -0.001172, -0.000464, -0.001374
0.960000, -0.001696, -0.001673, -0.001555
0.980000, -0.001946, 0.000035, -0.001156
1.000000, -0.001824, -0.000366, -0.001018
1.020000, -0.001585, -0.001029, -0.001750
1.040000, -0.002041, -0.001431, -0.001511
1.060000, -0.001397, -0.001260, -0.001993
1.080000, -0.001388, 0.000212, -0.000471
1.100000, -0.001673, -0.001495, -0.000075
1.120000, -0.000491, -0.000718, -0.000042
1.140000, -0.000735, -0.000022, -0.001399
