t_ur, ur1, ur2, ur3
8.320001, -0.244853, 0.935912, -0.116399
8.340001, -0.226169, 0.510453, -0.555462
8.360002, -0.191557, 1.107382, -0.198390
8.380002, 0.055220, 0.673293, 0.153712
8.400002, -0.335508, 0.636277, -0.482718
8.420003, -0.157554, 0.598439, -0.065500
8.440003, -0.003517, 0.563460, -0.247638
8.460004, -0.259929, 0.729024, -0.216807
8.480004, -0.521197, 0.484376, 0.035269
8.500005, -0.384539, 0.857825, -0.114808
8.520005, -0.042967, 0.220015, 0.147285
8.540006, -0.293702, 0.601946, 0.200887
8.560006, -0.532447, 0.788423, 0.246145
8.580007, -0.734230, 0.583442, -0.337953
8.600007, -0.289030, 0.391381, -0.122789
8.620008, -0.436574, 0.613679, 0.284431
8.640008, -0.195652, 0.412445, 0.308532
8.660008, -0.384147, 0.617677, 0.351197
8.680009, 0.047548, 0.612798, -0.012189
8.700009, -0.125872, 0.401778, 0.229108
8.720010, 0.114945, 0.192456, 0.668848
8.740010, 0.143139, 7.135195, 0.087254
8.760011, 0.166972, 0.583570, 0.118467
8.780011, 0.194410, -0.863709, 0.347224
8.800012, 0.009013, 0.148165, 0.366788
8.820012, -0.181333, 0.755425, 0.374113
8.840013, 0.039331, 0.547529, 0.778024
8.860013, -0.151269, 0.334398, 0.157136
8.880013, -0.144980, 1.137385, 0.557636
8.900014, 0.032577, 0.713883, 0.569631
8.920014, 0.195408, 0.286936, 0.396806
8.940015, -0.460711, 0.664141, 0.235214
8.960015, -0.284631, 0.415133, 0.275210
8.980016, -0.093740, 0.159349, 0.711015
9.000016, -0.105143, 0.298807, 0.752667
9.020017, 0.071376, -0.367415, 0.602723
9.040017, -0.378693, 0.217011, 0.856308
9.060018, -0.410621, -0.411710, 0.898254
9.080018, -0.218641, 0.199675, 0.512570
9.100019, -0.209992, 0.008475, 0.716448
9.120019, -0.186986, 0.233047, 0.906801
9.140019, -0.168654, 0.052009, 0.071926
9.160020, -0.153112, -0.130605, 0.485250
9.180020, -0.129291, -0.124303, 0.702141
9.200021, -0.303059, -0.131984, 0.724595
9.220021, 0.133749, 0.281585, 0.729600
9.240022, 0.161422, 0.086167, 0.722121
9.260022, -0.022258, 0.097926, 0.506768
9.280023, 0.193385, 0.517806, 0.702533
9.300023, -0.013893, 0.521995, 0.912602
9.320024, -0.024383, 0.324033, 0.709804
9.340024, -0.030486, 0.120575, 1.117613
9.360024, -0.034171, 0.123345, 0.699150
9.380025, -0.245170, -0.078170, 0.692633
9.400025, -0.052019, 0.115803, 0.903528
9.420026, -0.484674, 0.310031, 0.929815
9.440026, -0.100838, 0.100300, 0.549130
9.460027, -0.517058, 0.295522, 0.780333
9.480027, -0.108692, 0.494013, 1.004326
9.500028, -0.108182, 0.298547, 0.604399
9.520028, -0.516166, 0.512481, 0.610231
9.540029, -0.318176, -0.098711, 1.029287
9.560029, -0.320139, -0.298277, 1.025019
9.580029, -0.515077, -0.086465, 1.016995
9.600030, -0.104047, -0.081701, 0.599545
9.620030, -0.101386, 0.537353, 1.409409
9.640031, -0.308527, 0.136867, 0.583966
9.660031, -0.110474, -0.069575, 0.990914
9.680032, -0.311089, 0.539100, 0.571441
9.700032, -0.314634, -1.100095, 0.765202
9.720033, -0.110549, 0.123476, 0.343976
9.740033, -0.313003, 0.117786, 0.738339
9.760034, -0.104898, 0.106937, 0.934251
9.780034, -0.102497, 0.294124, 0.728661
9.800035, -0.302330, -0.132398, 1.344386
9.820035, -0.090958, 0.256666, 0.536471
9.840035, -0.072122, 0.235867, 0.749440
9.860036, -0.054800, 0.216569, 0.764927
9.880036, -0.044816, 0.207460, 0.572946
9.900037, -0.025769, 0.195733, 0.982706
9.920037, 0.199763, 0.172545, 0.779946
9.940038, -0.001203, -0.062963, 0.998540
