t_ur, ur1, ur2, ur3
0.000000, 349.083801, 344.868622, 408.931763
0.020000, 349.084595, 345.481445, 409.135651
0.040000, -0.268186, -0.364506, 1.153585
0.060000, -0.269084, -0.159121, 0.745186
0.080000, -0.064722, -0.363002, 0.948953
0.100000, 0.139351, -0.160525, 1.153264
0.120000, -0.267470, -0.158731, 0.743923
0.140000, -0.268958, -0.159026, 1.153979
0.160000, -0.065415, 0.044824, 1.357908
0.180000, -0.064749, 0.045071, 1.153814
0.200000, -0.268879, 0.249907, 0.948428
0.220000, -0.474034, 0.249585, 0.744818
0.240000, -0.268842, -0.363833, 0.949056
0.260000, -0.064560, -0.364041, 1.152684
0.280000, -0.268756, -0.158666, 0.539885
0.300000, 0.140296, 0.249996, 0.948997
0.320000, -0.473563, 0.044792, 0.744461
0.340000, -0.268959, 0.044616, 0.539498
0.360000, 0.140084, -0.158964, 0.336339
0.380000, -0.064311, 0.044381, 0.539674
0.400000, -0.268878, -0.158094, 0.539523
0.420000, 0.138986, 0.045858, 1.562210
0.440000, -0.269377, -0.159667, 0.949442
0.460000, -0.268568, -0.363534, 0.744782
0.480000, -0.065730, -0.158630, 1.154018
0.500000, -0.065285, -0.159445, 0.130598
0.520000, -0.268639, 0.045738, 0.948679
0.540000, -0.268868, 0.044937, 1.153711
0.560000, -0.269308, 0.044911, 1.357892
0.580000, 0.138841, 0.250070, 1.357571
0.600000, -0.267765, -0.159391, 1.357458
0.620000, -0.269530, 0.044818, 0.949101
0.640000, -0.064480, 0.248985, 0.948711
0.660000, -0.472980, -0.364270, 1.154280
0.680000, -0.269777, -0.362541, 0.948474
0.700000, -0.269101, -0.158528, 0.948528
0.720000, -0.065481, 0.249403, 0.948014
0.740000, -0.269189, 0.045434, 1.153205
0.760000, -0.065042, -0.158846, 0.948999
0.780000, -0.473055, 0.044759, 0.744473
0.800000, -0.064421, -0.159994, 1.357776
0.820000, -0.065092, -0.363871, 0.948634
0.840000, -0.064387, 0.249560, 0.335420
0.860000, -0.064994, -0.158164, 1.152778
0.880000, -0.063913, 0.453789, 0.948503
0.900000, -0.269582, -0.159635, 0.744316
0.920000, -0.268784, 0.044612, 0.949043
0.940000, -0.473879, 0.046051, 1.358113
0.960000, -0.268595, 0.045239, 0.949074
0.980000, 0.138556, -0.159652, 1.153444
1.000000, -0.269287, 0.046316, 0.744987
1.020000, -0.270345, -0.159506, 1.153037
1.040000, -0.064016, -0.159385, 0.744262
1.060000, -0.064640, 0.454039, 0.948619
1.080000, 0.343701, 0.045097, 1.153847
1.100000, -0.065041, 0.251018, 1.357935
1.120000, -0.269555, 0.044698, 1.767172
1.140000, -0.065019, 0.454166, 1.152701
1.159999, -0.268459, 0.249715, 0.949350
1.179999, -0.065506, 0.453880, 0.744940
1.199999, -0.065025, -0.160118, 1.562194
1.219999, -0.270384, 0.249982, 0.948148
1.239999, -0.269561, 0.455307, 0.950017
1.259999, -0.473475, 0.250128, 0.746150
1.279999, -0.269534, -0.159093, 1.357812
1.299999, -0.472981, 0.045481, 1.357312
1.319999, -0.065566, 0.455159, 0.948221
1.339999, -0.474540, -1.590701, 1.153217
1.359999, 0.138582, 0.248800, 1.152834
1.379999, -0.268802, 0.248528, 0.947672
1.399999, -0.269963, 0.248793, 1.357504
1.419999, -0.268274, -0.158618, 0.540544
1.439999, -0.473306, 0.248803, 0.539868
1.459999, -0.268730, -0.567696, 1.153313
1.479999, -0.269676, 0.249458, 0.948476
1.499999, -0.064361, 0.043852, 1.971395
1.519999, -0.065682, -0.159661, 1.154300
1.539999, -0.065796, -0.363563, 0.949578
1.559999, -0.268653, 0.249633, 1.152717
1.579999, -0.268890, 0.045509, 1.358550
1.599999, -0.269278, 0.045060, 1.152200
1.619999, 0.138854, -0.160136, 0.949415
1.639999, -0.268881, 0.044878, 1.152602
1.659999, -0.269092, -0.363534, 0.949222
1.679999, -0.065461, -0.158724, 1.357376
1.699999, -0.473125, 0.045012, 1.357316
1.719999, -0.064886, 0.044694, 1.153182
1.739999, -0.269289, 0.043859, 0.539580
1.759999, -0.065013, -0.159400, -1.504421
1.779999, -0.064611, 0.046450, 1.152942
1.799999, -0.064309, -0.568380, 0.949452
1.819999, -0.269137, -0.157926, 0.948533
1.839999, 0.138995, 0.044176, 0.743949
1.859999, -0.269347, 0.248730, 0.949143
1.879999, -0.269822, 0.044881, 0.949522
1.899999, -0.473586, 0.044653, 0.541644
1.919999, -0.269381, 0.045645, 0.949397
1.939999, -0.064349, -0.364337, 0.744411
1.959999, -0.065774, -0.158868, 1.561330
1.979999, 0.137981, 1.271412, 1.152864
1.999999, -0.064051, -0.158208, 0.948167
2.019999, -0.269063, 0.045270, 1.153518
2.039999, -0.064703, -0.158235, 0.948910
2.059999, -0.064871, 0.249550, 0.948552
2.079999, -0.269281, -0.568517, 0.744408
2.099999, -0.065072, 0.044932, 1.358621
2.119999, -0.064673, 0.045266, 1.357818
2.139999, 0.138050, 0.044963, 0.744779
2.159999, -0.064841, 0.249386, 1.562121
2.179999, -0.270125, -0.159642, 0.744355
2.199999, -0.064421, 0.045242, 0.949085
2.219999, -0.063817, 0.249045, 1.356695
2.239999, -0.065549, 0.044559, 0.743970
2.259999, -0.064060, -0.160285, 0.744265
2.279999, -0.267659, -0.363292, 1.152529
2.299999, -0.064240, 0.249156, 0.949282
2.319999, -0.269328, 0.045409, 1.765753
2.339998, -0.474047, -0.363865, 0.948238
2.359998, -0.473320, 0.044794, 0.539889
2.379998, -0.064798, 0.044381, 1.154109
2.399998, -0.474364, 0.044952, -0.073582
2.419998, -0.065062, -0.159579, 0.540009
2.439998, -0.268663, 0.045344, 0.744494
2.459998, 0.139536, -0.158619, 0.949694
2.479998, -0.473396, 0.045129, 1.562631
2.499998, -0.474385, -0.364426, 0.948276
2.519998, -0.268577, 0.454130, 1.153318
