t_tm, tm1, tm2, tm3
0.000000, 0.038942, -1.698841, 1.012692
0.020000, 0.074383, -1.742456, 1.017489
0.040000, -0.205932, -2.027750, 1.364167
0.060000, -0.175125, -2.104746, 1.392185
0.080000, -0.169994, -2.046488, 1.353476
0.100000, -0.141501, -2.099488, 1.368277
0.120000, -0.241814, -1.983941, 1.359523
0.140000, -0.135721, -2.060167, 1.340724
0.160000, -0.241089, -2.017916, 1.379809
0.180000, -0.249002, -2.032387, 1.393511
0.200000, -0.234537, -1.979401, 1.352272
0.220000, -0.155394, -2.072267, 1.360219
0.240000, -0.091188, -2.011132, 1.283385
0.260000, -0.092267, -2.056007, 1.311433
0.280000, -0.148133, -1.986351, 1.303321
0.300000, -0.130247, -2.099804, 1.361542
0.320000, -0.269999, -1.936102, 1.347682
0.340000, -0.249259, -2.088033, 1.427626
0.360000, -0.200404, -2.004407, 1.346519
0.380000, -0.141842, -2.022771, 1.321672
0.400000, -0.131553, -1.957368, 1.275426
0.420000, -0.117243, -2.032062, 1.312197
0.440000, -0.227307, -2.074778, 1.406023
0.460000, -0.181138, -2.077091, 1.379010
0.480000, -0.216522, -2.039220, 1.377685
0.500000, -0.172193, -2.057287, 1.361420
0.520000, -0.132603, -2.097542, 1.361612
0.540000, -0.125572, -2.061809, 1.335478
0.560000, -0.128365, -2.090734, 1.354848
0.580000, -0.143434, -2.041309, 1.333964
0.600000, -0.225962, -1.933452, 1.318954
0.620000, -0.272938, -1.978733, 1.375505
0.640000, -0.173722, -1.999294, 1.326972
0.660000, -0.091573, -2.123175, 1.351994
0.680000, -0.218275, -2.066044, 1.395133
0.700000, -0.053320, -2.078884, 1.301416
0.720000, -0.216833, -2.054117, 1.386967
0.740000, -0.128473, -2.039814, 1.323841
0.760000, -0.153694, -1.987212, 1.307269
0.780000, -0.278172, -2.028572, 1.409140
0.800000, -0.066877, -2.065866, 1.301818
0.820000, -0.098670, -2.006993, 1.285465
0.840000, -0.212051, -2.069643, 1.393498
0.860000, -0.175229, -2.023994, 1.342972
