t, x2_estimate, x2_phiobs, x2_fullobs
7.899993, 0.164319, 0.039820, 0.040442
7.919993, 0.173974, 0.063235, 0.038931
7.939993, 0.120177, 0.033094, -0.000659
7.959993, 0.036841, -0.012538, -0.031645
7.979993, -0.060987, -0.081193, -0.062403
7.999993, -0.141793, -0.114203, -0.170097
8.019994, -0.174839, -0.140698, -0.159163
8.039994, -0.187689, -0.162189, -0.156515
8.059995, -0.182917, -0.160864, -0.129329
8.079995, -0.164852, -0.141165, -0.105767
8.099996, -0.138331, -0.118816, -0.057996
8.119996, -0.112498, -0.098389, -0.019914
8.139997, -0.083514, -0.070946, 0.009134
8.159997, -0.060921, -0.052439, 0.048926
8.179997, -0.041590, -0.025303, 0.042514
8.199998, -0.017133, 0.017616, 0.048634
8.219998, 0.000355, 0.034405, 0.076291
8.239999, 0.008988, 0.039059, 0.075719
8.259999, 0.018953, 0.047324, 0.071395
8.280000, 0.024346, 0.033762, 0.094617
8.300000, 0.022371, 0.016080, 0.080498
8.320001, 0.020041, 0.014256, 0.068970
8.340001, 0.012073, 0.009911, 0.069753
8.360002, 0.003218, 0.005907, 0.056202
8.380002, 0.001731, 0.005627, 0.052214
8.400002, 0.014071, 0.019650, 0.043558
8.420003, 0.034533, 0.040171, 0.051916
8.440003, 0.042456, 0.039960, 0.074339
8.460004, 0.030538, 0.024949, 0.073458
8.480004, 0.013383, 0.007531, 0.066406
8.500005, 0.008789, 0.001499, 0.057309
8.520005, 0.015779, -0.004437, 0.074332
8.540006, 0.021638, -0.001717, 0.071755
8.560006, 0.023081, 0.014181, 0.066595
8.580007, 0.013471, 0.014173, 0.076601
8.600007, 0.002574, 0.001650, 0.064095
8.620008, 0.008722, 0.003359, 0.054920
8.640008, 0.026388, 0.020563, 0.055073
8.660008, 0.029340, 0.026436, 0.070255
8.680009, 0.016623, 0.020440, 0.056020
8.700009, 0.000644, 0.000169, 0.057562
8.720010, -0.005127, -0.013879, 0.037769
8.740010, 0.006192, -0.007062, 0.035716
8.760011, 0.011163, -0.003075, 0.053392
8.780011, 0.000355, -0.005208, 0.048650
8.800012, -0.007790, -0.003308, 0.034901
8.820012, -0.001221, 0.004729, 0.026358
8.840013, 0.015913, 0.011157, 0.038418
8.860013, 0.027498, 0.028067, 0.031751
8.880013, 0.023569, 0.033471, 0.043752
8.900014, 0.009277, 0.019546, 0.032848
8.920014, 0.003950, 0.001616, 0.028290
8.940015, 0.007590, -0.009591, 0.027407
8.960015, 0.008101, -0.008204, 0.023808
8.980016, -0.001620, -0.005488, 0.018921
9.000016, -0.012384, -0.008213, 0.014569
9.020017, -0.010897, -0.014340, 0.013333
9.040017, 0.000244, -0.013464, 0.015884
9.060018, 0.007035, -0.003595, 0.017573
9.080018, -0.001309, -0.005167, 0.028565
9.100019, -0.016201, -0.016507, 0.015652
9.120019, -0.020063, -0.027934, 0.015423
9.140019, -0.012251, -0.029165, 0.011664
9.160020, -0.006081, -0.019512, 0.013710
9.180020, -0.012339, -0.017263, 0.018813
9.200021, -0.023924, -0.023453, 0.014011
9.220021, -0.023769, -0.030171, 0.013013
9.240022, -0.010520, -0.023501, 0.011896
9.260022, 0.001820, -0.010089, 0.023936
9.280023, -0.002685, -0.009528, 0.033759
9.300023, -0.017044, -0.020104, 0.029033
9.320024, -0.022437, -0.028660, 0.020852
9.340024, -0.012828, -0.028684, 0.023459
9.360024, -0.001709, -0.015929, 0.026306
9.380025, -0.000422, -0.000637, 0.026217
9.400025, -0.008234, -0.001675, 0.031302
9.420026, -0.015913, -0.015780, 0.029447
9.440026, -0.007745, -0.017884, 0.019167
9.460027, 0.004705, -0.006422, 0.026654
9.480027, 0.005326, 0.002362, 0.029724
9.500028, -0.007302, -0.006358, 0.034848
9.520028, -0.017843, -0.022409, 0.026931
9.540029, -0.011518, -0.025249, 0.023739
9.560029, 0.003085, -0.016765, 0.036726
9.580029, 0.003595, -0.004642, 0.040294
9.600030, -0.007124, -0.005007, 0.042269
9.620030, -0.013871, -0.010640, 0.028593
9.640031, -0.007657, -0.011055, 0.023880
9.660031, 0.010253, 0.006219, 0.017480
9.680032, 0.018975, 0.030643, 0.022206
9.700032, 0.009144, 0.024454, 0.034992
9.720033, -0.000599, 0.003798, 0.021727
9.740033, 0.000910, -0.007888, 0.017995
9.760034, 0.002153, -0.014989, 0.014805
9.780034, -0.005748, -0.015349, 0.013137
9.800035, -0.019086, -0.019900, 0.010058
9.820035, -0.024546, -0.025938, 0.003090
9.840035, -0.014581, -0.025740, 0.006294
9.860036, 0.001309, -0.011247, 0.006781
9.880036, 0.008766, 0.017971, 0.002606
9.900037, 0.003240, 0.017069, 0.023211
9.920037, -0.005571, -0.004300, 0.020045
9.940038, -0.003240, -0.015322, 0.015336
9.960038, 0.002841, -0.015906, 0.019594
9.980039, -0.000666, -0.007654, 0.011959
10.000039, -0.011585, -0.011065, 0.018342
10.020040, -0.020573, -0.023542, 0.012174
10.040040, -0.013516, -0.025151, 0.009862
10.060040, -0.000311, -0.016109, 0.018600
10.080041, 0.000244, -0.006754, 0.023449
10.100041, -0.011962, -0.009049, 0.023220
10.120042, -0.016689, -0.014937, 0.013290
10.140042, -0.006259, -0.013329, 0.015734
10.160043, 0.006059, -0.007547, 0.023988
10.180043, 0.005726, 0.003088, 0.021687
10.200044, -0.005193, 0.001128, 0.025772
10.220044, -0.012428, -0.014683, 0.024385
10.240045, -0.004505, -0.020548, 0.023188
10.260045, 0.007257, -0.010469, 0.030148
10.280046, 0.009188, 0.008829, 0.025595
10.300046, 0.002885, 0.014929, 0.031929
10.320046, 0.001531, 0.005318, 0.030142
10.340047, 0.010742, 0.000916, 0.032085
10.360047, 0.016401, 0.001808, 0.039521
10.380048, 0.007923, -0.000715, 0.040513
10.400048, -0.011341, -0.011443, 0.034223
