t, x1_compfilter, x1_phiobs, x1_fullobs
15.820172, 0.014402, 0.002242, 0.006817
15.840173, 0.014539, 0.002595, 0.006530
15.860173, 0.014773, 0.002972, 0.006574
15.880174, 0.015060, 0.002544, 0.007494
15.900174, 0.014469, 0.002297, 0.008062
15.920175, 0.013902, 0.001787, 0.008614
15.940175, 0.013467, 0.002520, 0.007404
15.960176, 0.013255, 0.002045, 0.007520
15.980176, 0.012718, 0.001829, 0.007242
16.000175, 0.012613, 0.001693, 0.006984
16.020176, 0.012397, 0.001721, 0.006819
16.040176, 0.012370, 0.001807, 0.007180
16.060177, 0.012139, 0.002384, 0.006957
16.080177, 0.012596, 0.002909, 0.006910
16.100178, 0.012327, 0.003061, 0.007084
16.120178, 0.011764, 0.002574, 0.007594
16.140179, 0.011500, 0.002468, 0.007699
16.160179, 0.011462, 0.002709, 0.007349
16.180180, 0.011040, 0.002672, 0.007272
16.200180, 0.011123, 0.002723, 0.006972
16.220181, 0.011577, 0.003071, 0.006611
16.240181, 0.012081, 0.002664, 0.007131
16.260181, 0.012313, 0.002366, 0.007573
16.280182, 0.011916, 0.002283, 0.007754
16.300182, 0.011994, 0.002641, 0.007345
16.320183, 0.011898, 0.003331, 0.006389
16.340183, 0.012123, 0.002881, 0.006597
16.360184, 0.011490, 0.002450, 0.006505
16.380184, 0.010914, 0.002093, 0.006256
16.400185, 0.010508, 0.001425, 0.006376
16.420185, 0.009979, 0.000915, 0.006371
16.440186, 0.009299, 0.000591, 0.006130
16.460186, 0.008701, 0.000640, 0.005703
16.480186, 0.008474, 0.000493, 0.005491
16.500187, 0.008446, 0.000488, 0.005201
16.520187, 0.008198, 0.000495, 0.005051
16.540188, 0.008119, 0.000632, 0.004812
16.560188, 0.007852, 0.000649, 0.004785
16.580189, 0.007875, 0.000820, 0.004792
16.600189, 0.008107, 0.000285, 0.005714
16.620190, 0.007988, 0.000207, 0.006109
16.640190, 0.007817, 0.000585, 0.006045
16.660191, 0.007659, 0.000827, 0.005933
16.680191, 0.007421, 0.001058, 0.005709
16.700191, 0.007040, 0.001374, 0.005295
16.720192, 0.006891, 0.001435, 0.005083
16.740192, 0.006938, 0.001252, 0.005245
16.760193, 0.007083, 0.001413, 0.005011
16.780193, 0.007222, 0.000826, 0.005497
16.800194, 0.007566, 0.000881, 0.005243
16.820194, 0.007551, 0.000524, 0.005502
16.840195, 0.007330, 0.000008, 0.005766
16.860195, 0.007256, -0.000096, 0.005494
16.880196, 0.007010, 0.000009, 0.005069
16.900196, 0.006515, 0.000312, 0.004279
16.920197, 0.006209, -0.000349, 0.004549
16.940197, 0.005986, -0.000926, 0.004845
16.960197, 0.005443, -0.000538, 0.004157
16.980198, 0.005254, -0.000749, 0.004204
17.000198, 0.005379, -0.000839, 0.004289
17.020199, 0.005247, -0.001118, 0.004439
17.040199, 0.005228, -0.001011, 0.004388
17.060200, 0.005364, -0.000910, 0.004253
17.080200, 0.005559, -0.000782, 0.004091
17.100201, 0.005543, -0.000703, 0.003890
17.120201, 0.005518, -0.000563, 0.003454
17.140202, 0.005367, -0.000476, 0.003013
17.160202, 0.005139, -0.001102, 0.003389
17.180202, 0.005245, -0.001857, 0.003804
17.200203, 0.004927, -0.001997, 0.003803
17.220203, 0.004535, -0.002176, 0.003765
17.240204, 0.004280, -0.002017, 0.003274
17.260204, 0.004107, -0.002025, 0.003037
17.280205, 0.003702, -0.002420, 0.003186
17.300205, 0.003689, -0.002526, 0.002941
17.320206, 0.003544, -0.002539, 0.002763
17.340206, 0.003171, -0.002901, 0.002961
17.360207, 0.003385, -0.003048, 0.002930
17.380207, 0.003366, -0.003150, 0.002862
17.400208, 0.003428, -0.002968, 0.002511
17.420208, 0.003363, -0.003183, 0.002560
17.440208, 0.003282, -0.003173, 0.002248
17.460209, 0.003099, -0.003444, 0.002299
17.480209, 0.002956, -0.003240, 0.001871
17.500210, 0.002748, -0.003141, 0.001565
17.520210, 0.002916, -0.003653, 0.002059
17.540211, 0.002940, -0.004010, 0.002477
17.560211, 0.003024, -0.003949, 0.002418
17.580212, 0.003019, -0.003811, 0.002352
17.600212, 0.003093, -0.003581, 0.002169
17.620213, 0.002873, -0.003662, 0.002175
17.640213, 0.002746, -0.003735, 0.002197
17.660213, 0.002522, -0.003853, 0.002401
17.680214, 0.002298, -0.002749, 0.001153
17.700214, 0.002256, -0.002996, 0.001676
17.720215, 0.002525, -0.002742, 0.001437
17.740215, 0.003096, -0.002512, 0.001612
17.760216, 0.003531, -0.002330, 0.001670
17.780216, 0.003832, -0.002033, 0.001592
17.800217, 0.003798, -0.002487, 0.002266
17.820217, 0.003704, -0.002240, 0.001979
17.840218, 0.003900, -0.002464, 0.002469
17.860218, 0.003827, -0.002780, 0.002881
17.880219, 0.003647, -0.002607, 0.002764
17.900219, 0.003519, -0.002643, 0.002922
17.920219, 0.003190, -0.002592, 0.002811
17.940220, 0.003152, -0.002333, 0.002596
17.960220, 0.003506, -0.002438, 0.002805
17.980221, 0.003581, -0.002621, 0.002966
18.000221, 0.003400, -0.002730, 0.003052
18.020222, 0.003150, -0.002632, 0.002874
18.040222, 0.003164, -0.002354, 0.002546
18.060223, 0.003017, -0.002360, 0.002455
18.080223, 0.003060, -0.002682, 0.002744
18.100224, 0.003000, -0.002844, 0.002981
18.120224, 0.003098, -0.002683, 0.002773
18.140224, 0.003011, -0.002667, 0.002744
18.160225, 0.002823, -0.002475, 0.002614
18.180225, 0.002912, -0.002365, 0.002522
18.200226, 0.002937, -0.002308, 0.002465
18.220226, 0.003052, -0.002596, 0.002731
18.240227, 0.003261, -0.002356, 0.002446
18.260227, 0.003446, -0.002402, 0.002541
18.280228, 0.003658, -0.002405, 0.002393
18.300228, 0.003784, -0.002634, 0.002537
18.320229, 0.003759, -0.002617, 0.002413
18.340229, 0.003447, -0.002501, 0.002018
18.360229, 0.003100, -0.002432, 0.001642
18.380230, 0.002934, -0.002497, 0.001549
18.400230, 0.002915, -0.002443, 0.001379
18.420231, 0.002741, -0.002534, 0.001494
18.440231, 0.002643, -0.002673, 0.001607
18.460232, 0.002875, -0.002595, 0.001554
18.480232, 0.002737, -0.002729, 0.001899
18.500233, 0.002747, -0.002722, 0.002003
18.520233, 0.002848, -0.002594, 0.002082
18.540234, 0.002894, -0.002282, 0.002022
18.560234, 0.002978, -0.002213, 0.002146
18.580235, 0.002909, -0.002018, 0.001856
18.600235, 0.002998, -0.001749, 0.001700
18.620235, 0.003169, -0.001846, 0.001954
18.640236, 0.003375, -0.001831, 0.001963
18.660236, 0.003498, -0.001600, 0.001786
18.680237, 0.003843, -0.001710, 0.001923
18.700237, 0.003750, -0.001784, 0.001959
18.720238, 0.003808, -0.001651, 0.001733
18.740238, 0.003760, -0.002354, 0.002382
18.760239, 0.003715, -0.002649, 0.002575
18.780239, 0.003344, -0.002667, 0.002570
18.800240, 0.003111, -0.002834, 0.002560
18.820240, 0.002660, -0.002791, 0.002548
18.840240, 0.002284, -0.002808, 0.002511
18.860241, 0.002140, -0.002912, 0.002445
18.880241, 0.002118, -0.002996, 0.002444
18.900242, 0.002168, -0.002757, 0.002250
18.920242, 0.002388, -0.002751, 0.002364
18.940243, 0.002423, -0.002931, 0.002650
18.960243, 0.002484, -0.003048, 0.002810
18.980244, 0.002550, -0.002871, 0.002476
19.000244, 0.002317, -0.003077, 0.002654
19.020245, 0.002121, -0.002969, 0.002442
19.040245, 0.001884, -0.002880, 0.002239
19.060246, 0.001859, -0.002962, 0.002275
19.080246, 0.001786, -0.002844, 0.002230
19.100246, 0.001911, -0.002806, 0.002235
19.120247, 0.001974, -0.002831, 0.002253
19.140247, 0.001973, -0.002667, 0.002159
19.160248, 0.002158, -0.002702, 0.002254
19.180248, 0.002098, -0.002492, 0.002218
19.200249, 0.002146, -0.002548, 0.002296
19.220249, 0.001994, -0.002830, 0.002390
19.240250, 0.001833, -0.002835, 0.002254
19.260250, 0.001993, -0.002641, 0.002236
19.280251, 0.001973, -0.002656, 0.002436
19.300251, 0.001956, -0.002695, 0.002589
19.320251, 0.001991, -0.002585, 0.002486
19.340252, 0.002126, -0.002418, 0.002189
19.360252, 0.002054, -0.002370, 0.002193
19.380253, 0.002165, -0.002353, 0.002250
19.400253, 0.002152, -0.002510, 0.002407
19.420254, 0.002095, -0.002041, 0.001857
19.440254, 0.002153, -0.002043, 0.001953
19.460255, 0.002109, -0.002347, 0.002383
19.480255, 0.002012, -0.002468, 0.002452
19.500256, 0.001821, -0.002369, 0.002465
19.520256, 0.001859, -0.002043, 0.002117
19.540257, 0.002001, -0.001802, 0.001909
19.560257, 0.001967, -0.001679, 0.002094
19.580257, 0.002036, -0.001719, 0.002239
19.600258, 0.001867, -0.001774, 0.002255
19.620258, 0.001725, -0.001853, 0.002159
19.640259, 0.001811, -0.001733, 0.002141
19.660259, 0.002073, -0.001739, 0.002359
19.680260, 0.002391, -0.001736, 0.002781
19.700260, 0.002472, -0.001630, 0.002857
19.720261, 0.002528, -0.001935, 0.003456
19.740261, 0.002484, -0.002447, 0.003974
19.760262, 0.002306, -0.002480, 0.003973
19.780262, 0.002038, -0.002441, 0.003988
19.800262, 0.001795, -0.002359, 0.003458
19.820263, 0.001556, -0.002667, 0.003049
19.840263, 0.001511, -0.003157, 0.002897
19.860264, 0.001267, -0.003349, 0.002502
19.880264, 0.001307, -0.003716, 0.002855
19.900265, 0.001520, -0.003436, 0.002782
19.920265, 0.001694, -0.002943, 0.002645
19.940266, 0.001796, -0.002881, 0.002625
19.960266, 0.001795, -0.002607, 0.002209
19.980267, 0.001751, -0.002852, 0.002515
20.000267, 0.001785, -0.002665, 0.002421
20.020267, 0.001708, -0.002426, 0.002295
20.040268, 0.001607, -0.002444, 0.002044
20.060268, 0.001601, -0.002985, 0.001968
20.080269, 0.001502, -0.003499, 0.001787
20.100269, 0.001180, -0.003748, 0.001231
20.120270, 0.000645, -0.004233, 0.000926
20.140270, 0.000470, -0.004872, 0.000878
20.160271, 0.000060, -0.005228, 0.000775
20.180271, -0.000110, -0.005637, 0.000759
20.200272, 0.000005, -0.005640, 0.000598
20.220272, 0.000039, -0.005814, 0.000839
20.240273, 0.000341, -0.006428, 0.002096
20.260273, 0.000620, -0.006673, 0.003352
20.280273, 0.000543, -0.006370, 0.004060
20.300274, 0.000544, -0.006315, 0.004641
20.320274, 0.000418, -0.006111, 0.004889
20.340275, 0.000109, -0.005856, 0.004983
20.360275, 0.000017, -0.005506, 0.004875
20.380276, -0.000099, -0.005329, 0.005255
20.400276, -0.000171, -0.004131, 0.004371
20.420277, -0.000262, -0.003594, 0.003890
20.440277, -0.000124, -0.003670, 0.003520
20.460278, -0.000231, -0.003681, 0.003188
20.480278, 0.000017, -0.003915, 0.003424
20.500278, 0.000400, -0.004094, 0.003656
20.520279, 0.000408, -0.003969, 0.003453
20.540279, 0.000490, -0.003628, 0.003375
20.560280, 0.000303, -0.003814, 0.003542
20.580280, 0.000468, -0.003693, 0.003269
20.600281, 0.000791, -0.003134, 0.003055
20.620281, 0.000922, -0.003074, 0.003298
20.640282, 0.001056, -0.003160, 0.003422
20.660282, 0.000950, -0.002976, 0.003278
20.680283, 0.000819, -0.003213, 0.003321
20.700283, 0.000405, -0.003498, 0.002957
20.720284, 0.000249, -0.003677, 0.002637
20.740284, 0.000224, -0.003529, 0.002424
20.760284, 0.000519, -0.003680, 0.002793
20.780285, 0.000679, -0.003710, 0.002998
20.800285, 0.000648, -0.003364, 0.003095
20.820286, 0.000771, -0.003184, 0.003316
20.840286, 0.000690, -0.003046, 0.003171
20.860287, 0.000660, -0.002780, 0.003071
20.880287, 0.000851, -0.002626, 0.003227
20.900288, 0.000712, -0.002737, 0.003240
20.920288, 0.000917, -0.002940, 0.003341
20.940289, 0.000929, -0.002750, 0.003306
20.960289, 0.001189, -0.002560, 0.003073
20.980289, 0.001054, -0.003023, 0.003239
21.000290, 0.001099, -0.003369, 0.003051
21.020290, 0.001068, -0.002978, 0.002459
21.040291, 0.001019, -0.002839, 0.002479
21.060291, 0.001171, -0.002834, 0.002778
21.080292, 0.000993, -0.002552, 0.002651
21.100292, 0.001059, -0.002414, 0.002426
21.120293, 0.001191, -0.002259, 0.002245
21.140293, 0.001086, -0.002114, 0.002173
21.160294, 0.001033, -0.001971, 0.002178
21.180294, 0.001432, -0.002100, 0.002495
21.200294, 0.001401, -0.001916, 0.002351
21.220295, 0.001397, -0.002299, 0.002328
21.240295, 0.001136, -0.002575, 0.001956
21.260296, 0.000967, -0.002724, 0.001414
21.280296, 0.000776, -0.002927, 0.001027
21.300297, 0.000578, -0.003343, 0.001207
21.320297, 0.000512, -0.003680, 0.001431
21.340298, 0.000707, -0.003596, 0.001319
21.360298, 0.000788, -0.003689, 0.001415
21.380299, 0.001091, -0.003910, 0.001459
21.400299, 0.001089, -0.004954, 0.002592
21.420300, 0.001198, -0.005448, 0.003175
21.440300, 0.001267, -0.005331, 0.003524
21.460300, 0.001002, -0.004530, 0.003289
21.480301, 0.000881, -0.003721, 0.003414
21.500301, 0.000950, -0.003058, 0.003820
21.520302, 0.001048, -0.002306, 0.004237
21.540302, 0.001071, -0.001609, 0.004746
21.560303, 0.001163, -0.000061, 0.004141
21.580303, 0.001408, 0.000586, 0.004482
21.600304, 0.001520, 0.003032, 0.002366
21.620304, 0.001841, 0.002600, 0.003374
21.640305, 0.002050, 0.002241, 0.003946
21.660305, 0.002327, 0.002522, 0.004005
21.680305, 0.002440, 0.003147, 0.003871
21.700306, 0.002469, 0.003550, 0.003697
21.720306, 0.002288, 0.003991, 0.002927
21.740307, 0.002166, 0.003935, 0.002399
21.760307, 0.001976, 0.004001, 0.001954
21.780308, 0.002112, 0.004203, 0.001418
21.800308, 0.001962, 0.003964, 0.000980
21.820309, 0.001996, 0.003048, 0.001291
21.840309, 0.001661, 0.002633, 0.001201
21.860310, 0.001503, 0.002387, 0.000879
21.880310, 0.001168, 0.002275, 0.000697
21.900311, 0.001103, 0.002157, 0.000458
21.920311, 0.001122, 0.002266, 0.000310
21.940311, 0.000905, 0.002270, 0.000140
21.960312, 0.000725, 0.002080, 0.000058
21.980312, 0.000565, 0.001954, -0.000352
22.000313, 0.000435, 0.001867, -0.000520
22.020313, 0.000324, 0.001902, -0.000586
22.040314, 0.000428, 0.002008, -0.000832
22.060314, 0.000724, 0.001991, -0.000877
22.080315, 0.000571, 0.002208, -0.001271
22.100315, 0.000562, 0.002230, -0.001463
22.120316, 0.000619, 0.002353, -0.002068
22.140316, 0.000444, 0.001995, -0.001888
22.160316, 0.000557, 0.001953, -0.002117
22.180317, 0.000579, 0.002138, -0.002510
22.200317, 0.000396, 0.001906, -0.002553
22.220318, 0.000369, 0.002043, -0.002910
22.240318, 0.000326, 0.002262, -0.003134
22.260319, 0.000276, 0.002124, -0.003186
22.280319, 0.000281, 0.001661, -0.002989
22.300320, 0.000056, 0.001699, -0.003187
22.320320, -0.000108, 0.001936, -0.003502
22.340321, -0.000093, 0.001935, -0.003329
22.360321, 0.000001, 0.002016, -0.003321
22.380322, -0.000003, 0.002254, -0.003449
22.400322, 0.000224, 0.002168, -0.003439
22.420322, 0.000065, 0.002090, -0.003457
22.440323, 0.000114, 0.002165, -0.003429
22.460323, 0.000146, 0.001956, -0.003130
22.480324, 0.000113, 0.002273, -0.003417
22.500324, -0.000278, 0.002514, -0.003672
22.520325, -0.000268, 0.002610, -0.003861
22.540325, -0.000023, 0.002617, -0.003745
22.560326, 0.000202, 0.002341, -0.003271
22.580326, 0.000331, 0.002195, -0.002939
22.600327, 0.000354, 0.002245, -0.003007
22.620327, 0.000400, 0.002468, -0.003117
22.640327, 0.000235, 0.002650, -0.003242
22.660328, 0.000128, 0.003322, -0.004211
22.680328, 0.000150, 0.003065, -0.004122
22.700329, 0.000185, 0.002923, -0.004131
22.720329, 0.000375, 0.003020, -0.004033
22.740330, 0.000467, 0.002979, -0.003811
22.760330, 0.000609, 0.003172, -0.004079
22.780331, 0.000568, 0.003052, -0.004070
22.800331, 0.000276, 0.003003, -0.004100
22.820332, 0.000178, 0.002754, -0.003864
22.840332, 0.000070, 0.003081, -0.004195
22.860332, 0.000187, 0.002643, -0.003685
22.880333, 0.000052, 0.002293, -0.003353
22.900333, 0.000117, 0.002510, -0.003454
22.920334, 0.000041, 0.002577, -0.003433
22.940334, 0.000033, 0.002862, -0.003539
22.960335, -0.000090, 0.002566, -0.003216
22.980335, -0.000321, 0.002617, -0.003377
23.000336, -0.000307, 0.002643, -0.003379
23.020336, -0.000244, 0.002882, -0.003500
23.040337, -0.000308, 0.002936, -0.003629
23.060337, -0.000291, 0.002815, -0.003583
23.080338, -0.000256, 0.002681, -0.003381
23.100338, -0.000459, 0.002994, -0.003769
23.120338, -0.000933, 0.002933, -0.003812
23.140339, -0.000823, 0.002663, -0.003516
23.160339, -0.000835, 0.003038, -0.003709
23.180340, -0.000483, 0.003292, -0.003830
23.200340, -0.000304, 0.003245, -0.003756
23.220341, 0.000196, 0.003310, -0.003877
23.240341, 0.000419, 0.003198, -0.003672
23.260342, 0.000389, 0.003046, -0.003680
23.280342, 0.000186, 0.002623, -0.003421
23.300343, 0.000241, 0.002174, -0.003123
23.320343, 0.000128, 0.002064, -0.003297
23.340343, -0.000243, 0.002180, -0.003738
23.360344, -0.000533, 0.002076, -0.003989
23.380344, -0.000910, 0.001951, -0.004189
23.400345, -0.000924, 0.001628, -0.004211
23.420345, -0.001270, 0.001664, -0.004526
23.440346, -0.001467, 0.001430, -0.004618
23.460346, -0.001410, 0.001115, -0.004488
23.480347, -0.001453, 0.001149, -0.004672
23.500347, -0.001554, 0.000879, -0.004474
23.520348, -0.001529, 0.000965, -0.004617
23.540348, -0.001509, 0.000744, -0.004426
23.560349, -0.001620, 0.000736, -0.004431
23.580349, -0.001544, 0.000678, -0.004492
23.600349, -0.001388, 0.000719, -0.004502
23.620350, -0.001336, 0.000476, -0.004398
23.640350, -0.001289, 0.000422, -0.004515
23.660351, -0.001248, 0.001100, -0.005392
23.680351, -0.001306, 0.000630, -0.005089
23.700352, -0.001338, 0.000783, -0.005657
23.720352, -0.001640, 0.000461, -0.005404
23.740353, -0.001766, 0.000047, -0.005038
23.760353, -0.001863, 0.000623, -0.005742
23.780354, -0.001854, 0.000220, -0.005273
23.800354, -0.001706, 0.000511, -0.005610
23.820354, -0.001596, 0.000968, -0.006100
23.840355, -0.001627, 0.000896, -0.006023
23.860355, -0.001352, 0.001156, -0.006330
23.880356, -0.001061, 0.001388, -0.006446
23.900356, -0.000861, 0.001163, -0.006162
23.920357, -0.000936, 0.000947, -0.005984
23.940357, -0.000992, 0.001042, -0.006054
23.960358, -0.001113, 0.001063, -0.005964
23.980358, -0.001169, 0.001148, -0.006073
24.000359, -0.001020, 0.001100, -0.005942
24.020359, -0.001076, 0.001190, -0.005918
24.040359, -0.001056, 0.001021, -0.005498
24.060360, -0.001061, 0.000962, -0.005375
24.080360, -0.001185, 0.001092, -0.005469
24.100361, -0.000877, 0.001366, -0.005638
24.120361, -0.000501, 0.001227, -0.005373
24.140362, -0.000327, 0.001033, -0.005146
24.160362, -0.000238, 0.001020, -0.005196
24.180363, -0.000229, 0.000755, -0.005016
24.200363, -0.000370, 0.000479, -0.004800
24.220364, -0.000664, 0.000653, -0.005246
24.240364, -0.000696, 0.000666, -0.005451
24.260365, -0.000695, 0.000361, -0.005211
24.280365, -0.000739, 0.000236, -0.005129
24.300365, -0.000905, 0.000444, -0.005587
24.320366, -0.001081, 0.000150, -0.005430
24.340366, -0.001182, 0.000378, -0.005661
24.360367, -0.001248, 0.000234, -0.005443
24.380367, -0.001292, 0.000134, -0.005409
24.400368, -0.001357, 0.000928, -0.006231
24.420368, -0.001269, 0.000869, -0.006054
24.440369, -0.001192, 0.000889, -0.006091
24.460369, -0.001191, 0.000787, -0.005843
24.480370, -0.001046, 0.001035, -0.005865
24.500370, -0.000970, 0.001143, -0.005629
24.520370, -0.000881, 0.001299, -0.005565
24.540371, -0.000614, 0.000753, -0.004706
24.560371, -0.000587, 0.000967, -0.004708
24.580372, -0.000429, 0.001165, -0.004548
24.600372, 0.000032, 0.001516, -0.004530
24.620373, 0.000159, 0.001634, -0.004328
24.640373, 0.000178, 0.001931, -0.004756
24.660374, 0.000504, 0.001864, -0.004825
24.680374, 0.000480, 0.001756, -0.004665
24.700375, 0.000421, 0.001797, -0.004737
24.720375, 0.000668, 0.002035, -0.005000
24.740376, 0.000715, 0.001957, -0.005125
24.760376, 0.000852, 0.001567, -0.004938
24.780376, 0.000658, 0.001568, -0.005172
24.800377, 0.000791, 0.001521, -0.005218
24.820377, 0.000598, 0.001670, -0.005632
24.840378, 0.000428, 0.001749, -0.005933
24.860378, 0.000355, 0.001630, -0.005944
24.880379, 0.000230, 0.001325, -0.005777
24.900379, 0.000474, 0.001111, -0.005650
24.920380, 0.000565, 0.001198, -0.005675
24.940380, 0.000452, 0.001251, -0.005671
24.960381, 0.000513, 0.001017, -0.005355
24.980381, 0.000347, 0.001144, -0.005471
25.000381, 0.000215, 0.001090, -0.005686
25.020382, 0.000118, 0.001065, -0.005825
25.040382, 0.000316, 0.001097, -0.005802
25.060383, 0.000590, 0.001084, -0.005691
25.080383, 0.000617, 0.000826, -0.005463
25.100384, 0.000559, 0.000785, -0.005500
25.120384, 0.000336, 0.000567, -0.005489
25.140385, 0.000228, 0.000619, -0.005652
25.160385, -0.000141, 0.000800, -0.005897
25.180386, -0.000277, 0.000387, -0.005579
25.200386, 0.000062, 0.000427, -0.005549
25.220387, 0.000231, 0.000378, -0.005266
25.240387, 0.000010, 0.000167, -0.004849
25.260387, -0.000015, 0.000200, -0.004963
25.280388, -0.000168, 0.000355, -0.005061
25.300388, -0.000152, 0.000366, -0.005119
25.320389, -0.000075, 0.000226, -0.004925
25.340389, 0.000023, 0.000305, -0.004834
25.360390, -0.000135, 0.000390, -0.004711
25.380390, -0.000088, 0.000724, -0.004914
25.400391, -0.000180, 0.000719, -0.004937
25.420391, -0.000221, 0.000476, -0.005017
25.440392, -0.000412, 0.000210, -0.004859
25.460392, -0.000731, -0.000017, -0.004698
25.480392, -0.000582, -0.000045, -0.004246
25.500393, -0.000398, 0.000201, -0.003937
25.520393, -0.000272, 0.000221, -0.003755
25.540394, -0.000187, 0.000217, -0.003416
25.560394, -0.000013, 0.000572, -0.003443
25.580395, 0.000066, 0.000571, -0.003391
25.600395, 0.000021, 0.000438, -0.003214
25.620396, 0.000089, 0.000545, -0.003246
25.640396, -0.000239, 0.000591, -0.003556
25.660397, -0.000045, 0.000186, -0.003569
25.680397, 0.000047, 0.000243, -0.003588
25.700397, -0.000078, 0.000273, -0.003511
25.720398, -0.000345, 0.000291, -0.003661
25.740398, -0.000429, 0.000700, -0.004263
25.760399, -0.000281, 0.001187, -0.004483
