t, a_x, a_y, a_z, w_x, w_y, w_z
0.000000, 555.000000, -16460.000000, 2988.000000, -256.000000, 207.000000, 3.000000
0.020000, 521.000000, -16433.000000, 2962.000000, -246.000000, 198.000000, 0.000000
0.040000, 522.000000, -16425.000000, 2966.000000, -248.000000, 198.000000, -2.000000
0.060000, 515.000000, -16421.000000, 2934.000000, -260.000000, 203.000000, -2.000000
0.080000, 512.000000, -16425.000000, 2970.000000, -262.000000, 208.000000, -13.000000
0.100000, 531.000000, -16452.000000, 2924.000000, -248.000000, 202.000000, -7.000000
0.120000, 518.000000, -16448.000000, 2949.000000, -256.000000, 204.000000, 4.000000
0.140000, 539.000000, -16440.000000, 2951.000000, -253.000000, 212.000000, 2.000000
0.160000, 523.000000, -16460.000000, 2921.000000, -254.000000, 204.000000, -5.000000
0.180000, 514.000000, -16456.000000, 2950.000000, -257.000000, 201.000000, 4.000000
0.200000, 513.000000, -16440.000000, 2934.000000, -257.000000, 203.000000, 4.000000
0.220000, 521.000000, -16434.000000, 2968.000000, -249.000000, 202.000000, 2.000000
0.240000, 519.000000, -16433.000000, 2965.000000, -258.000000, 205.000000, -9.000000
0.260000, 517.000000, -16443.000000, 2964.000000, -252.000000, 201.000000, -4.000000
0.280000, 518.000000, -16423.000000, 2971.000000, -251.000000, 202.000000, 3.000000
0.300000, 515.000000, -16427.000000, 2975.000000, -253.000000, 198.000000, -3.000000
0.320000, 526.000000, -16455.000000, 2973.000000, -247.000000, 198.000000, -1.000000
0.340000, 524.000000, -16457.000000, 2952.000000, -259.000000, 204.000000, -3.000000
0.360000, 531.000000, -16459.000000, 2982.000000, -251.000000, 207.000000, -3.000000
0.380000, 508.000000, -16469.000000, 2981.000000, -257.000000, 200.000000, 0.000000
0.400000, 536.000000, -16442.000000, 2965.000000, -257.000000, 208.000000, 5.000000
0.420000, 501.000000, -16441.000000, 2993.000000, -253.000000, 202.000000, -4.000000
0.440000, 548.000000, -16441.000000, 2975.000000, -253.000000, 205.000000, 3.000000
0.460000, 509.000000, -16427.000000, 2976.000000, -247.000000, 194.000000, -2.000000
0.480000, 526.000000, -16436.000000, 2984.000000, -252.000000, 194.000000, -2.000000
0.500000, 513.000000, -16470.000000, 2971.000000, -243.000000, 198.000000, -1.000000
0.520000, 516.000000, -16443.000000, 2993.000000, -256.000000, 197.000000, -1.000000
0.540000, 523.000000, -16456.000000, 2982.000000, -248.000000, 196.000000, -3.000000
0.560000, 530.000000, -16442.000000, 2953.000000, -250.000000, 200.000000, -13.000000
0.580000, 525.000000, -16432.000000, 2993.000000, -254.000000, 200.000000, 3.000000
0.600000, 526.000000, -16427.000000, 2986.000000, -254.000000, 194.000000, 2.000000
0.620000, 528.000000, -16441.000000, 2961.000000, -260.000000, 205.000000, -4.000000
0.640000, 521.000000, -16406.000000, 2944.000000, -250.000000, 192.000000, 6.000000
0.660000, 530.000000, -16438.000000, 2961.000000, -255.000000, 209.000000, 5.000000
0.680000, 511.000000, -16458.000000, 2972.000000, -258.000000, 202.000000, -9.000000
0.700000, 536.000000, -16439.000000, 3001.000000, -253.000000, 209.000000, 5.000000
0.720000, 516.000000, -16440.000000, 2940.000000, -254.000000, 203.000000, 1.000000
0.740000, 524.000000, -16463.000000, 2983.000000, -254.000000, 203.000000, -13.000000
0.760000, 527.000000, -16448.000000, 2973.000000, -258.000000, 206.000000, 0.000000
0.780000, 510.000000, -16452.000000, 3001.000000, -257.000000, 201.000000, 11.000000
0.800000, 519.000000, -16454.000000, 2963.000000, -257.000000, 201.000000, 7.000000
0.820000, 527.000000, -16446.000000, 2965.000000, -250.000000, 195.000000, -7.000000
0.840000, 544.000000, -16444.000000, 2970.000000, -249.000000, 207.000000, -3.000000
0.860000, 523.000000, -16440.000000, 2959.000000, -262.000000, 202.000000, -9.000000
0.880000, 528.000000, -16481.000000, 2942.000000, -259.000000, 197.000000, -2.000000
0.900000, 514.000000, -16448.000000, 3011.000000, -261.000000, 207.000000, 0.000000
0.920000, 512.000000, -16447.000000, 2974.000000, -248.000000, 197.000000, -10.000000
0.940000, 541.000000, -16420.000000, 2963.000000, -253.000000, 196.000000, 2.000000
0.960000, 533.000000, -16416.000000, 2989.000000, -251.000000, 202.000000, -2.000000
0.980000, 526.000000, -16442.000000, 2966.000000, -258.000000, 203.000000, -6.000000
1.000000, 541.000000, -16432.000000, 2962.000000, -248.000000, 187.000000, 1.000000
1.020000, 550.000000, -16432.000000, 2966.000000, -247.000000, 195.000000, -13.000000
1.040000, 511.000000, -16426.000000, 2977.000000, -252.000000, 204.000000, -5.000000
1.060000, 524.000000, -16432.000000, 3001.000000, -253.000000, 201.000000, -7.000000
1.080000, 530.000000, -16466.000000, 2988.000000, -249.000000, 200.000000, -2.000000
1.100000, 520.000000, -16456.000000, 3010.000000, -256.000000, 196.000000, -9.000000
1.120000, 520.000000, -16440.000000, 2973.000000, -253.000000, 209.000000, -12.000000
1.140000, 518.000000, -16434.000000, 2960.000000, -250.000000, 202.000000, -3.000000
1.159999, 532.000000, -16423.000000, 2981.000000, -246.000000, 207.000000, -7.000000
1.179999, 508.000000, -16418.000000, 2965.000000, -253.000000, 199.000000, 4.000000
1.199999, 510.000000, -16442.000000, 3009.000000, -257.000000, 200.000000, -10.000000
1.219999, 508.000000, -16433.000000, 2975.000000, -263.000000, 199.000000, -4.000000
1.239999, 514.000000, -16435.000000, 2971.000000, -254.000000, 200.000000, 7.000000
1.259999, 515.000000, -16452.000000, 2976.000000, -252.000000, 202.000000, -2.000000
1.279999, 524.000000, -16438.000000, 2970.000000, -256.000000, 206.000000, 2.000000
1.299999, 515.000000, -16439.000000, 2985.000000, -250.000000, 203.000000, -2.000000
