t_ur, ur1, ur2, ur3
0.000000, -0.064753, 0.657862, 1.971182
0.020000, 0.139642, 0.659310, 0.745138
0.040000, -1.903928, 0.046286, 0.949197
0.060000, -2.107359, 0.250482, 0.539565
0.080000, -2.517264, 0.045470, 1.767187
0.100000, -2.106469, 0.453045, 0.540060
0.120000, -2.516062, -0.158983, 1.152438
0.140000, -1.085778, -0.158442, 0.539422
0.160000, -1.086681, 0.045420, 1.153717
0.180000, -1.086561, 0.658207, 0.949574
0.200000, -1.086297, 0.454181, 0.744476
0.220000, -1.290134, 0.658536, 0.131473
0.240000, -0.881194, 0.454683, 0.744152
0.260000, -1.087275, 0.248872, 0.335254
0.280000, -1.085429, 0.250443, 0.131099
0.300000, -0.677179, -0.363498, 0.948353
0.320000, -1.086381, 0.454475, 1.153581
0.340000, -1.087469, 0.248314, 0.744189
0.360000, -1.086852, 0.249951, 0.948841
0.380000, -0.881597, 0.454217, 0.743830
0.400000, -1.086485, 0.249698, 0.744433
0.420000, -1.086271, 0.044509, 1.153962
0.440000, -1.086896, -0.159279, 1.357597
0.460000, -0.064116, 0.046676, 0.744910
0.480000, -1.087710, 0.250558, 0.745049
0.500000, -0.882832, 0.250098, 0.950158
0.520000, -1.495347, 0.249605, 0.335370
0.540000, -0.677551, 0.046033, 0.949165
0.560000, 0.139872, 0.249449, 1.153867
0.580000, 0.343088, 0.045391, 0.744552
0.600000, 0.139196, 0.250375, 0.744246
0.620000, 0.138717, 0.455145, 0.743849
0.640000, -0.065585, 0.249150, 0.539049
0.660000, -0.065321, 0.454399, 0.744711
0.680000, -0.064811, 0.453051, 0.745747
0.700000, -0.065052, 0.249971, 1.152721
0.720000, -0.064981, 0.249115, 0.540194
0.740000, 0.343771, 0.045609, 0.745034
0.760000, 0.342721, 0.454937, 0.336543
0.780000, -0.064197, 0.658836, 0.948931
0.800000, 0.343110, 0.045359, 1.152831
0.820000, 0.139545, 0.658667, 1.152597
0.840000, -0.065611, 0.454159, 0.745008
0.860000, 0.343118, 0.046081, 0.743931
0.880000, -0.065066, 0.453949, 0.947884
0.900000, -0.269536, 0.249672, 0.539557
0.920000, -0.473119, 0.453509, 0.948921
0.940000, -0.065814, -0.158864, 1.357733
0.960000, -0.065077, 0.248315, 1.152798
0.980000, 0.138814, 0.250186, 0.744240
