t_g, g1, g2, g3
0.000000, -5.419972, -5.578990, -6.116495
0.020000, -5.827826, -5.774784, -6.256445
0.040000, -5.725355, -5.827190, -6.322321
0.060000, -5.555109, -5.735802, -6.298999
0.080000, -5.686280, -5.956206, -6.379475
0.100000, -5.676042, -5.973441, -6.246284
0.120000, -5.549931, -5.590074, -6.182577
0.140000, -5.966168, -6.005378, -6.081764
0.160000, -5.321536, -6.048301, -6.006772
0.180000, -5.779057, -5.467871, -6.252958
0.200000, -5.687728, -6.050992, -6.113916
0.220000, -5.571896, -6.080124, -6.082453
0.240000, -5.949228, -5.887938, -6.235407
0.260000, -5.457591, -5.915490, -5.922066
0.280000, -5.565799, -5.836347, -6.318992
0.300000, -5.371742, -5.753453, -6.495854
0.320000, -5.233654, -5.607968, -6.289908
0.340000, -5.717316, -5.771459, -6.225185
0.360000, -5.779624, -5.683519, -6.393288
0.380000, -5.489865, -5.733241, -6.764168
0.400000, -6.161766, -5.830108, -6.063688
0.420000, -5.615148, -5.722708, -6.163513
0.440000, -5.849252, -5.802200, -6.199009
0.460000, -5.504512, -6.044896, -6.080379
0.480000, -5.591619, -5.741436, -6.122997
0.500000, -5.851073, -5.775245, -6.160346
0.520000, -5.853237, -5.824447, -6.026168
0.540000, -6.066429, -6.069732, -6.261890
0.560000, -5.539835, -5.932230, -6.155723
0.580000, -5.535599, -5.773402, -6.015915
0.600000, -5.778615, -5.433490, -6.025954
0.620000, -5.731710, -5.949143, -5.839336
0.640000, -6.000926, -5.980597, -6.341413
0.660000, -5.998190, -5.734585, -6.233313
0.680000, -5.852163, -5.954053, -6.610975
0.700000, -5.492653, -5.485182, -5.887203
0.720000, -5.785434, -5.580096, -6.473930
0.740000, -5.864297, -5.661900, -5.748796
0.760000, -5.849801, -6.013173, -6.213855
0.780000, -5.615063, -5.924119, -6.180486
0.800000, -5.736752, -5.957054, -6.053219
0.820000, -5.795249, -5.769209, -5.869506
0.840000, -5.536831, -5.798601, -5.977411
0.860000, -5.592912, -6.013256, -5.853857
0.880000, -5.666055, -5.872082, -6.218625
0.900000, -6.146540, -6.093534, -6.166565
0.920000, -5.897673, -5.709950, -6.052621
0.940000, -5.584350, -5.895287, -5.959297
0.960000, -5.926570, -5.872472, -6.035022
0.980000, -5.612809, -5.642149, -6.450547
1.000000, -5.933915, -5.846498, -6.152471
1.020000, -5.637972, -5.990479, -6.424642
1.040000, -5.676720, -5.806295, -6.401788
1.060000, -6.247137, -6.109347, -6.155771
1.080000, -5.819102, -6.011836, -5.959266
1.100000, -5.556130, -6.065504, -5.955951
1.120000, -5.637506, -5.811398, -6.039141
1.140000, 0.197421, 0.006715, -0.287790
1.159999, -0.063307, -0.055039, -0.898288
1.179999, 0.041374, 0.074771, -0.446698
1.199999, -0.117478, -0.132234, -0.604142
1.219999, 0.337724, -0.222761, -0.293901
1.239999, -0.155707, -0.235641, -0.739485
1.259999, -0.300706, -0.205956, -0.669409
1.279999, -0.245070, -0.218368, -0.381880
1.299999, 0.035607, -0.083889, -0.234140
1.319999, -0.293493, -0.180715, -0.570758
1.339999, -0.400258, 0.041412, -0.447878
1.359999, -0.002345, -0.213910, -0.781289
1.379999, 0.142574, -0.356073, -0.713404
1.399999, -0.127928, 0.042579, -0.490440
1.419999, 0.082141, -0.344572, -0.465999
1.439999, 0.161271, -0.408381, -0.189606
1.459999, -0.300984, -0.357243, -0.508461
1.479999, 0.187738, -0.192143, -0.745232
1.499999, 0.320334, -0.321569, -0.882082
1.519999, 0.166868, 0.041628, -0.581826
1.539999, -0.036703, -0.279584, -0.884376
1.559999, -0.043558, -0.216067, -0.726246
1.579999, -0.186710, 0.009658, -0.497435
1.599999, -0.095004, -0.124601, -0.350057
1.619999, -4.146201, 5.663800, 5.663800
1.639999, -4.063064, 5.544511, 5.541849
1.659999, -3.990376, 5.431460, 5.420111
1.679999, -3.915642, 5.323458, 5.304834
1.699999, -3.838871, 5.215446, 5.184848
1.719999, -3.764877, 5.107775, 5.071495
1.739999, -3.683237, 5.007097, 4.957002
1.759999, -3.614711, 4.904316, 4.855667
1.779999, -3.541481, 4.803884, 4.750794
1.799999, -3.471638, 4.710895, 4.644422
1.819999, -3.402466, 4.608565, 4.541329
1.839999, -3.333290, 4.512671, 4.441562
1.859999, -3.271953, 4.424603, 4.344928
1.879999, -3.203995, 4.332473, 4.241076
1.899999, -3.138875, 4.246451, 4.146960
1.919999, -3.077602, 4.161773, 4.047984
1.939999, -3.016417, 4.080424, 3.956201
1.959999, -2.955139, 3.998520, 3.869712
1.979999, -2.892551, 3.916484, 3.780475
1.999999, -2.838760, 3.842671, 3.695990
2.019999, -2.781844, 3.765930, 3.610715
2.039999, -2.732745, 3.688404, 3.525120
2.059999, -2.680274, 3.606218, 3.445747
2.079999, -2.635678, 3.524457, 3.366627
2.099999, -2.591659, 3.451107, 3.291155
2.119999, -2.538700, 3.375345, 3.211553
2.139999, -2.487326, 3.299333, 3.139195
2.159999, -2.436327, 3.224567, 3.065342
2.179999, -2.388260, 3.159216, 2.997755
2.199999, -2.347145, 3.102193, 2.932820
2.219999, -2.305701, 3.037792, 2.854980
2.239999, -2.258908, 2.972015, 2.792184
2.259999, -2.213481, 2.905623, 2.728169
2.279999, -2.165052, 2.849413, 2.662890
2.299999, -2.130558, 2.788180, 2.594347
2.319999, -2.084572, 2.730664, 2.530412
2.339998, -2.038207, 2.671175, 2.470181
2.359998, -1.997049, 2.612449, 2.403161
2.379998, -1.958072, 2.553753, 2.345221
2.399998, -1.923201, 2.500247, 2.288621
2.419998, -1.886117, 2.442911, 2.232783
2.439998, -1.854457, 2.392597, 2.175546
2.459998, -1.818141, 2.336889, 2.122201
2.479998, -1.780521, 2.284872, 2.073107
2.499998, -1.743915, 2.237474, 2.023888
2.519998, -1.713393, 2.190978, 1.965852
2.539998, -1.682520, 2.144842, 1.915215
2.559998, -1.650281, 2.098232, 1.864253
2.579998, -1.615384, 2.052910, 1.821072
2.599998, -1.587284, 2.008466, 1.778302
2.619998, -1.552595, 1.960541, 1.735987
2.639998, -1.523165, 1.917096, 1.689882
2.659998, -1.490871, 1.877903, 1.644692
2.679998, -1.460514, 1.837728, 1.607797
2.699998, -1.430438, 1.797501, 1.561906
2.719998, -1.401555, 1.763495, 1.523811
2.739998, -1.363522, 1.727104, 1.481195
2.759998, -1.334688, 1.688911, 1.438513
2.779998, -1.307446, 1.647982, 1.393911
2.799998, -1.283549, 1.622214, 1.354733
2.819998, -1.257680, 1.581460, 1.315166
2.839998, -1.230549, 1.541800, 1.280726
2.859998, -1.201252, 1.512785, 1.239889
2.879998, -1.173787, 1.479477, 1.198840
2.899998, -1.145233, 1.443701, 1.163607
2.919998, -1.124634, 1.404897, 1.130574
2.939998, -1.111732, 1.375008, 1.102415
2.959998, -1.087020, 1.343531, 1.060831
2.979998, -1.060125, 1.318301, 1.035614
2.999998, -1.040390, 1.291766, 1.005591
3.019998, -1.023752, 1.260114, 0.969270
3.039998, -1.002980, 1.232889, 0.940453
3.059998, -0.975848, 1.200387, 0.904476
3.079998, -0.958759, 1.174509, 0.874657
3.099998, -0.943629, 1.145722, 0.846641
3.119998, -0.918779, 1.119090, 0.818895
3.139998, -0.899796, 1.089771, 0.790384
3.159998, -0.884017, 1.065639, 0.768680
3.179998, -0.867083, 1.048174, 0.744170
3.199998, -0.850208, 1.019099, 0.723217
3.219998, -0.839639, 0.989139, 0.698747
3.239998, -0.822339, 0.961247, 0.674976
3.259998, -0.810855, 0.940078, 0.646469
3.279998, -0.795673, 0.917250, 0.624338
3.299998, -0.782407, 0.893564, 0.599967
3.319998, -0.767249, 0.870752, 0.575558
3.339998, -0.754004, 0.849093, 0.553744
3.359998, -0.739144, 0.828694, 0.533430
3.379997, -0.723450, 0.810282, 0.508198
3.399997, -0.708493, 0.792230, 0.487032
3.419997, -0.692677, 0.767404, 0.468888
3.439997, -0.679757, 0.755316, 0.447494
3.459997, -0.665287, 0.744385, 0.427306
3.479997, -0.652465, 0.725964, 0.407612
3.499997, -0.640526, 0.708045, 0.387785
3.519997, -0.631358, 0.687836, 0.368186
3.539997, -0.619472, 0.662458, 0.360505
3.559997, -0.609111, 0.642854, 0.339002
3.579997, -0.593758, 0.636163, 0.320348
3.599997, -0.581342, 0.617442, 0.303217
3.619997, -0.570064, 0.600714, 0.287715
3.639997, -0.560274, 0.581790, 0.269299
3.659997, -0.551939, 0.568909, 0.253158
3.679997, -0.538738, 0.550712, 0.235424
3.699997, -0.526823, 0.541129, 0.221101
3.719997, -0.514059, 0.524528, 0.206448
3.739997, -0.504433, 0.502481, 0.189700
3.759997, -0.499548, 0.482294, 0.175281
3.779997, -0.492846, 0.466698, 0.160994
3.799997, -0.482106, 0.455252, 0.148734
3.819997, -0.473505, 0.442688, 0.134782
3.839997, -0.465225, 0.426204, 0.117838
3.859997, -0.460617, 0.409839, 0.109957
3.879997, -0.453118, 0.399922, 0.104839
3.899997, -0.450105, 0.389602, 0.086346
3.919997, -0.439929, 0.381601, 0.074877
3.939997, -0.434071, 0.364332, 0.063076
3.959997, -0.426662, 0.351488, 0.043561
3.979997, -0.418950, 0.342643, 0.034862
3.999997, -0.410889, 0.335105, 0.021585
4.019997, -0.404290, 0.327180, 0.007906
4.039997, -0.395476, 0.319242, 0.000209
4.059997, -0.390839, 0.309629, -0.009920
4.079997, -0.381133, 0.303710, -0.019814
4.099997, -0.368857, 0.293690, -0.029390
4.119997, -0.365590, 0.290381, -0.042446
4.139997, -0.361065, 0.284015, -0.052759
4.159997, -0.351493, 0.270555, -0.060629
4.179997, -0.347232, 0.262043, -0.076169
4.199997, -0.337837, 0.249336, -0.083228
4.219997, -0.330288, 0.239440, -0.094707
4.239997, -0.330781, 0.227154, -0.102820
4.259997, -0.324177, 0.214776, -0.115865
4.279997, -0.315172, 0.209080, -0.117947
4.299997, -0.309361, 0.203747, -0.128640
4.319997, -0.303242, 0.192703, -0.128778
4.339997, -0.300946, 0.186194, -0.144102
4.359997, -0.292568, 0.175869, -0.152251
4.379997, -0.288927, 0.171577, -0.157817
4.399997, -0.284130, 0.168439, -0.160300
4.419997, -0.285032, 0.169840, -0.165145
4.439997, -0.282732, 0.162488, -0.171248
4.459997, -0.277629, 0.154264, -0.178631
4.479997, -0.267658, 0.144031, -0.182891
4.499997, -0.259247, 0.135635, -0.183004
4.519997, -0.254981, 0.128220, -0.187619
4.539997, -0.245873, 0.126301, -0.188411
4.559997, -0.246904, 0.119779, -0.196703
4.579997, -0.236001, 0.110755, -0.202292
4.599997, -0.232764, 0.100614, -0.206494
4.619997, -0.230123, 0.095292, -0.205910
4.639997, -0.219740, 0.085239, -0.207072
4.659997, -0.215156, 0.081073, -0.210502
4.679996, -0.204616, 0.075353, -0.215680
4.699996, -0.197686, 0.067774, -0.222738
4.719996, -0.190330, 0.059751, -0.229440
4.739996, -0.180034, 0.051273, -0.233520
4.759996, -0.178546, 0.051923, -0.236804
4.779996, -0.173997, 0.056397, -0.242241
4.799996, -0.173398, 0.054712, -0.245356
4.819996, -0.169068, 0.055389, -0.253820
4.839996, -0.173173, 0.054581, -0.252714
4.859996, -0.175332, 0.045371, -0.259700
4.879996, -0.171031, 0.034879, -0.262296
4.899996, -0.171040, 0.033095, -0.271845
4.919996, -0.168571, 0.026978, -0.273346
4.939996, -0.167442, 0.023392, -0.282653
4.959996, -0.169765, 0.020838, -0.287149
4.979996, -0.173645, 0.020661, -0.293536
4.999996, -0.170680, 0.018506, -0.294997
5.019996, -0.169149, 0.015055, -0.302496
5.039996, -0.169379, 0.014749, -0.303905
5.059996, -0.168238, 0.011199, -0.307096
5.079996, -0.167261, 0.013449, -0.309457
5.099996, -0.168274, 0.006963, -0.309994
5.119996, -0.166387, 0.002562, -0.313899
5.139996, -0.157820, -0.002648, -0.312541
5.159996, -0.148849, -0.000750, -0.314935
5.179996, -0.154860, -0.003779, -0.315836
5.199996, -0.155128, -0.008728, -0.320305
5.219996, -0.149371, -0.015138, -0.325550
5.239996, -0.140944, -0.012593, -0.327430
5.259996, -0.141292, -0.011255, -0.332619
5.279996, -0.139506, -0.018792, -0.334992
5.299996, -0.141039, -0.016445, -0.336281
5.319996, -0.135471, -0.020991, -0.340367
5.339996, -0.136488, -0.022974, -0.340470
5.359996, -0.133975, -0.039151, -0.342861
5.379996, -0.132824, -0.041817, -0.340224
5.399996, -0.126461, -0.046752, -0.346357
5.419996, -0.126034, -0.051141, -0.352087
5.439996, -0.119289, -0.051063, -0.350743
5.459996, -0.117622, -0.056153, -0.352344
5.479996, -0.120803, -0.062937, -0.355959
5.499996, -0.116011, -0.068469, -0.351478
5.519996, -0.112595, -0.063372, -0.350996
5.539996, -0.113726, -0.066674, -0.357221
5.559996, -0.112138, -0.068722, -0.357879
5.579996, -0.111014, -0.068871, -0.364539
5.599996, -0.106691, -0.078115, -0.368986
5.619996, -0.104059, -0.080393, -0.361747
5.639996, -0.105952, -0.080866, -0.358315
5.659996, -0.102482, -0.088543, -0.367409
5.679996, -0.103026, -0.091743, -0.366973
5.699996, -0.085980, -0.092505, -0.369413
5.719995, -0.083158, -0.098288, -0.374660
5.739995, -0.077644, -0.096482, -0.379973
5.759995, -0.077825, -0.095370, -0.376521
5.779995, -0.082382, -0.097058, -0.380856
5.799995, -0.077240, -0.098172, -0.384048
5.819995, -0.072824, -0.099142, -0.389186
5.839995, -0.069678, -0.095078, -0.392373
5.859995, -0.069822, -0.100897, -0.395935
5.879995, -0.068482, -0.095841, -0.397042
5.899995, -0.067612, -0.099631, -0.394962
5.919995, -0.067610, -0.104817, -0.395589
5.939995, -0.063821, -0.108005, -0.400486
5.959995, -0.058471, -0.102484, -0.403393
5.979995, -0.057165, -0.098519, -0.404760
5.999995, -0.058468, -0.094789, -0.401894
6.019995, -0.060670, -0.096423, -0.412353
6.039995, -0.058064, -0.088349, -0.417704
6.059995, -0.053638, -0.091725, -0.424174
6.079995, -0.054082, -0.093023, -0.418433
6.099995, -0.054932, -0.094438, -0.428087
6.119995, -0.055132, -0.094560, -0.427922
6.139995, -0.059271, -0.097313, -0.426806
6.159995, -0.058974, -0.089709, -0.425623
6.179995, -0.051185, -0.091786, -0.426656
6.199995, -0.046266, -0.090039, -0.428905
6.219995, -0.043876, -0.103311, -0.434944
6.239995, -0.041283, -0.101516, -0.439510
6.259995, -0.040470, -0.109490, -0.445482
6.279995, -0.043628, -0.108711, -0.448431
6.299995, -0.047386, -0.110949, -0.450049
