t, tm1, tm2, tm3
5.479996, -0.041685, -0.040790, 0.003736
5.499996, 0.019401, 0.026780, -0.009121
5.519996, 0.060202, 0.057442, -0.005819
5.539996, 0.018545, -0.023692, -0.005344
5.559996, -0.033412, -0.065847, -0.011596
5.579996, -0.045569, -0.057387, 0.020182
5.599996, 0.015170, 0.028737, 0.015702
5.619996, 0.024904, 0.027250, 0.004805
5.639996, -0.012764, -0.034908, 0.006953
5.659996, -0.025606, -0.078158, 0.019968
5.679996, -0.004139, -0.058865, 0.025823
5.699996, 0.032815, 0.018625, -0.009360
5.719995, 0.024673, 0.016621, 0.016416
5.739995, -0.008873, -0.030469, -0.007647
5.759995, -0.027016, -0.051149, -0.016934
5.779995, -0.003020, -0.008295, -0.017517
5.799995, 0.037729, 0.015652, 0.008506
5.819995, 0.044907, 0.005398, -0.001682
5.839995, -0.009095, -0.042800, -0.009073
5.859995, -0.039172, -0.069661, 0.002506
5.879995, -0.001563, 0.016222, 0.001849
5.899995, 0.056005, 0.025934, 0.001795
5.919995, 0.043385, -0.003978, -0.009071
5.939995, -0.005051, -0.060887, -0.009036
5.959995, -0.037179, -0.060307, -0.008923
5.979995, 0.008639, 0.022003, 0.019434
5.999995, 0.067272, 0.069158, -0.033016
6.019995, 0.035091, -0.000112, -0.032996
6.039995, -0.004974, -0.029672, -0.045051
6.059995, -0.007623, -0.027101, -0.023421
6.079995, 0.027075, 0.030625, -0.031462
6.099995, 0.043230, 0.054123, -0.017440
6.119995, 0.017179, 0.020182, -0.013974
6.139995, -0.017567, -0.022676, -0.000080
6.159995, -0.021836, -0.030803, -0.002061
6.179995, 0.008063, 0.010172, 0.001199
6.199995, 0.043874, 0.016985, 0.001274
6.219995, 0.034337, 0.004503, -0.007530
6.239995, -0.005571, -0.023852, 0.009354
6.259995, -0.022971, -0.019211, 0.009667
6.279995, 0.003933, 0.002690, 0.007444
6.299995, 0.029116, 0.011215, 0.002107
6.319995, 0.023821, 0.011059, 0.000549
6.339995, 0.009163, 0.000823, -0.013452
6.359995, -0.003813, -0.002070, -0.007434
6.379995, 0.015302, 0.007365, -0.017994
6.399995, 0.033626, 0.027865, -0.027941
6.419995, 0.033707, 0.027209, -0.030976
6.439995, 0.016474, 0.008573, -0.025099
6.459995, 0.001309, 0.004129, -0.019203
6.479995, 0.000942, 0.009261, -0.005606
6.499995, 0.011153, 0.008112, 0.007192
6.519995, 0.008808, 0.004036, 0.007056
6.539995, 0.003645, -0.000850, -0.000631
6.559995, -0.006463, -0.012611, 0.015004
6.579995, -0.003859, 0.002026, 0.015666
6.599995, 0.007445, -0.002258, 0.017342
6.619995, 0.008994, -0.005959, 0.018000
6.639995, 0.009184, -0.002348, 0.010068
6.659995, -0.000251, -0.009960, 0.001502
6.679995, 0.008038, -0.002313, -0.003237
6.699995, 0.018996, 0.002463, 0.000120
6.719995, 0.006306, 0.003391, 0.003014
6.739995, -0.002427, -0.009989, 0.003927
6.759995, 0.000609, -0.004240, -0.002965
6.779994, 0.009824, 0.000915, 0.007876
6.799994, 0.015614, 0.007089, 0.003103
6.819994, 0.002922, -0.006244, 0.003822
6.839994, -0.002861, -0.016060, 0.002801
6.859994, 0.004164, -0.000024, 0.007618
6.879994, 0.011458, 0.006996, -0.004318
6.899994, 0.008754, 0.001308, -0.003640
6.919994, 0.002469, -0.002151, 0.000032
6.939994, 0.003810, -0.008242, -0.002510
6.959994, 0.004394, -0.005436, 0.002561
6.979994, 0.003634, 0.002496, -0.000944
6.999994, 0.003911, 0.003009, -0.005755
7.019994, -0.005629, -0.000264, 0.004802
7.039994, -0.003330, -0.000575, 0.002355
7.059994, 0.001173, -0.009943, 0.003711
7.079994, 0.010107, -0.001980, 0.000362
7.099994, 0.004141, -0.004054, 0.005673
7.119994, -0.002940, -0.008056, 0.005687
7.139994, -0.008639, -0.003917, -0.000313
7.159994, -0.006183, 0.002407, 0.007579
7.179994, 0.003019, -0.000826, 0.001719
7.199994, 0.005196, -0.008873, 0.006507
7.219994, -0.000556, -0.012207, 0.002206
7.239994, -0.004806, -0.005946, 0.003431
7.259994, -0.004301, 0.001948, 0.002254
7.279994, -0.005773, -0.006163, 0.008911
7.299994, -0.001986, -0.010640, 0.003921
7.319994, -0.000772, -0.010114, 0.002090
7.339994, 0.003376, 0.002321, 0.000101
7.359994, 0.002005, -0.004578, 0.006215
7.379994, 0.001948, -0.007922, -0.007002
7.399994, -0.004033, -0.005701, -0.008340
7.419994, -0.000563, 0.004338, -0.005810
7.439994, 0.002241, -0.000757, 0.004506
7.459994, 0.001188, -0.001245, -0.001646
7.479994, -0.005941, -0.015862, 0.002299
7.499994, -0.010280, -0.007709, 0.003396
7.519994, 0.001198, -0.001439, 0.016113
7.539994, 0.002332, -0.006340, 0.016074
7.559994, -0.008252, -0.014694, 0.006538
7.579994, -0.010967, -0.003185, -0.004492
7.599994, -0.003374, 0.016228, -0.015498
7.619994, 0.010646, 0.015689, -0.018719
7.639994, 0.010049, 0.004881, -0.008279
7.659994, 0.000854, -0.012171, -0.009016
7.679994, -0.001892, -0.012887, -0.003169
7.699994, 0.002681, -0.001923, 0.007108
7.719994, 0.004797, -0.000250, 0.012372
7.739994, -0.005323, -0.004776, 0.012509
7.759994, -0.016873, -0.021675, 0.019777
7.779994, -0.008631, -0.026427, 0.025256
7.799994, 0.000208, -0.005768, 0.010372
7.819993, 0.009744, 0.002285, 0.007650
7.839993, 0.002909, 0.000451, 0.004252
7.859993, -0.012176, -0.014378, -0.000273
7.879993, -0.008210, -0.017142, 0.002414
7.899993, 0.007979, -0.012416, 0.011787
7.919993, 0.009214, 0.000884, 0.004415
7.939993, -0.002917, -0.008900, 0.003147
7.959993, -0.000961, -0.014593, -0.003626
7.979993, -0.005233, -0.007166, 0.007329
7.999993, -0.001110, 0.001205, 0.002730
8.019994, 0.005160, -0.003181, -0.002834
8.039994, 0.002346, -0.007032, -0.007112
8.059995, -0.000900, -0.004902, -0.004300
8.079995, -0.004177, -0.010473, 0.008872
8.099996, 0.001629, -0.006773, 0.010061
8.119996, 0.000232, -0.002174, 0.000422
8.139997, -0.002415, -0.011293, 0.006116
8.159997, -0.001094, -0.014724, 0.004287
8.179997, 0.000104, -0.010231, 0.011139
8.199998, -0.002901, -0.001136, 0.002371
8.219998, 0.000844, 0.002607, -0.002445
8.239999, -0.002900, -0.010253, 0.001659
8.259999, -0.001434, -0.014149, 0.001522
8.280000, 0.002316, -0.006721, 0.008358
8.300000, 0.004062, 0.007094, 0.002268
8.320001, -0.002020, 0.004077, 0.002009
8.340001, -0.008678, -0.011694, -0.000946
8.360002, -0.002876, -0.014767, -0.000097
8.380002, 0.003022, 0.000472, 0.003333
8.400002, 0.007745, 0.012108, 0.004148
8.420003, -0.002310, 0.002242, -0.004222
8.440003, -0.009316, -0.011290, -0.003304
8.460004, -0.008047, -0.011748, -0.000667
8.480004, 0.007382, 0.005249, 0.003741
8.500005, 0.009404, 0.008610, -0.000345
8.520005, -0.002467, 0.001255, 0.005945
8.540006, -0.010944, -0.017975, -0.003268
8.560006, -0.000915, -0.010246, 0.004913
8.580007, 0.001916, 0.002599, 0.009167
8.600007, 0.007488, 0.008761, -0.000831
8.620008, -0.001644, -0.003765, -0.001757
8.640008, 0.002621, -0.005216, -0.008036
8.660008, 0.005630, 0.006721, -0.009771
8.680009, 0.003679, 0.013779, -0.008958
8.700009, 0.001813, 0.009761, -0.002844
8.720010, -0.008430, 0.003048, -0.004381
8.740010, -0.007687, -0.003852, 0.000775
8.760011, 0.006247, -0.002596, 0.008451
8.780011, 0.001305, 0.017516, -0.008077
8.800012, -0.000800, 0.018193, -0.006976
8.820012, -0.006360, 0.008043, -0.009321
8.840013, -0.000086, 0.006709, -0.011456
8.860013, 0.001251, 0.008457, -0.007090
8.880013, 0.008397, 0.014804, -0.007208
8.900014, 0.004840, 0.014304, -0.010352
8.920014, -0.003363, 0.008329, -0.009317
8.940015, -0.006562, 0.010164, -0.003185
8.960015, -0.000237, 0.006174, 0.002972
8.980016, 0.002625, 0.004182, 0.008570
9.000016, -0.002064, -0.002640, 0.005579
9.020017, 0.002111, -0.003208, 0.005652
9.040017, 0.003797, 0.007234, 0.010711
9.060018, 0.004097, 0.006804, 0.004626
9.080018, -0.004513, 0.000016, 0.002740
9.100019, -0.009635, -0.002469, -0.000245
9.120019, -0.001819, 0.002229, 0.007875
9.140019, 0.007684, 0.008979, 0.006894
9.160020, 0.003354, 0.002497, 0.003357
9.180020, -0.004420, -0.008229, 0.005085
9.200021, -0.008315, -0.011142, 0.006150
9.220021, 0.003748, 0.003335, 0.007667
9.240022, 0.006930, 0.011272, 0.002678
9.260022, -0.003699, -0.001357, -0.000237
9.280023, -0.008012, -0.014074, 0.000143
9.300023, 0.003890, -0.007368, 0.002321
9.320024, 0.004831, 0.008411, 0.006037
9.340024, 0.001202, 0.005366, 0.002768
9.360024, -0.009632, -0.011246, -0.003902
9.380025, -0.002874, -0.008704, 0.002215
9.400025, 0.001602, 0.000921, 0.005134
9.420026, 0.000755, 0.002277, 0.004369
9.440026, -0.008735, -0.006585, -0.001392
9.460027, -0.007102, -0.011640, 0.010222
9.480027, -0.004704, -0.007183, 0.005278
9.500028, -0.001346, -0.004336, 0.008357
9.520028, -0.004258, -0.006326, 0.013150
9.540029, -0.010461, -0.010398, 0.008830
9.560029, -0.013559, -0.014902, 0.011793
9.580029, -0.009176, -0.006125, 0.013509
9.600030, -0.001439, -0.002583, 0.008276
9.620030, 0.002248, -0.009836, 0.008670
9.640031, -0.003726, -0.017299, 0.000547
9.660031, -0.010883, -0.010900, -0.002253
9.680032, -0.002296, 0.003552, 0.003446
9.700032, 0.000987, 0.000779, 0.001413
9.720033, -0.003655, -0.011595, 0.004681
9.740033, -0.011870, -0.018679, 0.007567
9.760034, -0.009187, -0.018476, 0.010209
9.780034, 0.000081, -0.005328, 0.007725
9.800035, -0.002059, -0.004430, 0.004893
9.820035, -0.011938, -0.008710, 0.008742
9.840035, -0.008820, -0.014322, 0.003244
9.860036, -0.001160, -0.008581, 0.002716
9.880036, -0.002106, 0.002617, 0.000956
9.900037, -0.005656, -0.004635, 0.000898
9.920037, -0.008079, -0.012692, -0.001108
9.940038, -0.003357, -0.011867, -0.000413
9.960038, 0.006330, -0.007857, 0.003549
9.980039, 0.005808, -0.003869, 0.001293
10.000039, -0.008027, 0.000040, -0.005422
10.020040, -0.013858, -0.009564, 0.007504
10.040040, -0.000686, -0.006610, 0.007842
10.060040, -0.001514, -0.011793, 0.002199
10.080041, -0.003993, -0.009670, 0.004769
10.100041, 0.006043, -0.004985, 0.013733
10.120042, -0.003423, 0.000190, -0.002662
10.140042, -0.009668, -0.002086, -0.006905
10.160043, -0.003180, 0.000394, -0.008878
10.180043, 0.008759, 0.007902, -0.005939
10.200044, 0.007624, 0.007444, -0.008808
10.220044, -0.001256, -0.000116, -0.008199
10.240045, -0.000868, -0.005197, -0.013628
10.260045, 0.006527, 0.007562, -0.009105
10.280046, 0.005225, 0.023514, -0.018363
10.300046, -0.001167, 0.010002, -0.012872
10.320046, 0.000550, 0.002530, -0.002175
10.340047, 0.001254, -0.000858, 0.003478
10.360047, -0.002894, 0.004364, 0.000110
10.380048, 0.000295, 0.012941, 0.007123
10.400048, -0.005346, 0.002175, 0.005929
10.420049, -0.007386, -0.004585, 0.003944
10.440049, 0.000715, -0.004653, 0.000445
10.460050, 0.009789, 0.009907, 0.002605
10.480050, 0.007877, 0.014401, 0.001144
10.500051, -0.003642, 0.003164, -0.000167
10.520051, -0.010216, -0.003513, -0.002394
10.540051, -0.005403, 0.001932, -0.003589
10.560052, 0.012768, 0.021094, -0.009906
10.580052, 0.014402, 0.015087, -0.009425
10.600053, 0.005968, -0.000344, 0.002716
10.620053, -0.007631, -0.005960, 0.006883
10.640054, -0.012417, 0.001659, 0.003657
10.660054, -0.000498, 0.012381, -0.003997
10.680055, 0.009228, 0.012875, -0.002645
10.700055, 0.003380, -0.002564, -0.002655
10.720056, -0.000665, -0.010630, 0.003434
10.740056, -0.002131, -0.008549, 0.007702
10.760056, -0.004018, 0.002692, 0.003329
10.780057, -0.000019, 0.011130, 0.009468
10.800057, -0.000332, 0.008302, 0.009179
10.820058, -0.004059, -0.004673, 0.012882
10.840058, -0.013706, 0.000469, 0.005384
10.860059, -0.009003, 0.008515, 0.002124
10.880059, 0.001292, 0.010914, 0.001281
10.900060, 0.007419, 0.004794, 0.002493
10.920060, 0.000005, -0.002100, 0.005616
10.940061, -0.004099, 0.000194, 0.004732
10.960061, -0.004179, 0.006120, 0.004843
10.980062, -0.004868, 0.008636, 0.006741
11.000062, -0.009463, -0.000144, 0.007146
11.020062, -0.009681, -0.011237, 0.007361
11.040063, -0.004269, -0.003269, 0.006466
11.060063, -0.000235, 0.005082, 0.005051
11.080064, -0.000658, 0.012423, 0.005987
11.100064, -0.006300, 0.001462, 0.008284
11.120065, -0.014770, -0.007148, 0.006296
11.140065, -0.012632, -0.011799, 0.007470
11.160066, -0.001889, 0.003713, 0.005317
11.180066, -0.002499, 0.004063, -0.001664
11.200067, -0.014434, -0.008060, 0.008153
11.220067, -0.013871, -0.014761, 0.011101
11.240067, -0.001693, -0.015367, 0.010500
11.260068, 0.003348, -0.006886, 0.003921
11.280068, -0.004122, -0.001779, 0.000203
11.300069, -0.010784, -0.007261, -0.000267
11.320069, -0.006685, -0.012288, 0.003937
11.340070, -0.000918, -0.016652, 0.006288
11.360070, -0.004013, -0.012527, 0.012887
11.380071, -0.004019, -0.005444, 0.016826
11.400071, -0.008547, -0.009077, 0.010586
11.420072, -0.011165, -0.013487, 0.007632
11.440072, -0.007592, -0.015014, 0.003176
11.460073, 0.002931, -0.007296, 0.000221
11.480073, 0.006462, -0.000394, -0.001913
11.500073, 0.002585, -0.002340, -0.001237
11.520074, -0.003660, -0.004535, 0.000710
11.540074, -0.006341, -0.010158, 0.000178
11.560075, -0.002637, -0.004896, -0.000971
11.580075, 0.006756, 0.002203, -0.004225
11.600076, 0.008803, 0.008533, -0.012743
11.620076, -0.000197, 0.002399, -0.007066
11.640077, -0.000552, -0.009683, -0.007317
11.660077, 0.001882, -0.003229, -0.006262
11.680078, 0.005249, 0.002076, -0.004698
11.700078, 0.004932, 0.011162, 0.000878
11.720078, 0.000935, 0.006135, 0.004152
11.740079, -0.006583, -0.005967, 0.008773
11.760079, -0.004315, -0.005368, 0.000343
11.780080, -0.001178, 0.000601, -0.007438
11.800080, -0.000203, 0.008726, -0.005074
11.820081, -0.001180, 0.008188, 0.000114
11.840081, 0.001898, 0.005773, -0.001388
11.860082, 0.004551, -0.000082, -0.001538
11.880082, 0.001408, 0.000983, 0.002575
11.900083, -0.001730, 0.003358, -0.000497
11.920083, -0.003764, 0.011215, -0.001038
11.940084, -0.006493, 0.010688, -0.004098
11.960084, -0.005766, 0.001635, 0.001691
11.980084, 0.002206, 0.003684, -0.005261
12.000085, 0.007329, 0.011057, -0.003550
12.020085, -0.000255, 0.005938, 0.001061
12.040086, -0.010525, 0.003109, -0.000776
12.060086, -0.010855, 0.003678, -0.000851
12.080087, 0.003631, 0.011369, -0.003281
12.100087, 0.009621, 0.016295, -0.002297
