t_ur, ur1, ur2, ur3
0.000000, -0.065260, 0.045701, 0.742916
0.020000, 0.138804, 0.045798, 0.948603
0.040000, -0.064506, 0.861971, 1.561515
0.060000, -0.065388, 1.067277, 0.744010
0.080000, -0.065007, 1.271357, 1.153597
0.100000, 0.140071, 0.862981, 1.153387
0.120000, 0.138459, 1.271486, 0.540311
0.140000, 0.138806, 1.271811, 0.949241
0.160000, 0.344266, 1.271946, 0.744296
0.180000, -0.063922, 1.067117, 0.540499
0.200000, 0.138580, 1.271526, 0.948886
0.220000, 0.139679, 0.454548, 0.744236
0.240000, 0.344200, 0.046328, 0.949163
0.260000, -0.065033, 0.453289, 0.744153
0.280000, 0.140051, 0.045843, 0.539523
0.300000, 0.752343, 3.520386, 1.152660
0.320000, -0.065752, -0.159113, 0.948192
0.340000, -0.268737, 0.045624, 0.743719
0.360000, -0.064280, 0.046049, 0.540917
0.380000, -0.065602, 0.248791, 0.949301
0.400000, 0.138736, 0.249006, 1.560860
0.420000, -0.064449, -0.158999, 1.357452
0.440000, 0.139525, 0.045329, 0.948255
0.460000, -0.064905, 0.046027, 0.950352
0.480000, -0.269634, -0.158607, 0.743111
0.500000, -0.064577, -0.158964, 0.948996
0.520000, 0.139268, 0.045232, 1.153361
0.540000, -0.064440, -0.363313, 0.948430
0.560000, -0.065279, 0.045101, 0.743589
0.580000, -0.268969, 0.044556, 0.335768
0.600000, -0.064772, 0.045097, 0.744505
0.620000, 0.140026, 0.249595, 1.153671
0.640000, -0.066180, 0.045411, 1.358501
0.660000, -0.065549, 0.454051, 0.539890
0.680000, -0.065190, 0.248882, 1.358793
0.700000, 0.139148, 0.044980, 0.948018
0.720000, -0.473250, 0.044542, 0.948755
0.740000, 0.548482, 0.249565, 0.948820
0.760000, 0.343403, 0.045314, 0.948952
0.780000, -0.065382, 0.045219, 0.540757
0.800000, -0.065114, 0.454165, 0.539485
0.820000, -0.064749, 0.044672, 1.152970
0.840000, -0.066297, 1.476057, 0.540150
0.860000, -0.064947, 0.454006, 1.359658
