t_g, g1, g2, g3
2.759998, -5.502322, -5.817576, -6.272154
2.779998, -5.572590, -5.757035, -5.706629
2.799998, -5.840104, -5.947286, -5.982234
2.819998, -5.804957, -5.704677, -5.913980
2.839998, -6.004158, -6.020282, -6.093566
2.859998, -5.764470, -5.874752, -6.161957
2.879998, -5.532475, -6.027156, -6.075776
2.899998, -5.410793, -5.597602, -6.090542
2.919998, -5.762779, -5.715667, -6.200065
2.939998, -5.653726, -5.973224, -6.080194
2.959998, -5.512624, -5.253565, -5.927536
2.979998, -5.932359, -6.051306, -5.982784
2.999998, -5.514871, -6.046540, -6.233818
3.019998, -5.592321, -6.074162, -6.280123
3.039998, -5.482924, -5.678073, -6.085736
3.059998, -5.531172, -6.105628, -5.922862
3.079998, -5.625040, -5.659401, -5.999801
3.099998, 0.496176, -0.108307, -0.041030
3.119998, 0.393205, -0.279394, -0.307240
3.139998, 0.666912, -0.246934, -0.423404
3.159998, -0.039658, 0.052969, -0.116517
3.179998, 0.179539, -0.074420, -0.497813
3.199998, 0.182963, -0.552682, -0.494899
3.219998, 0.314598, 0.122883, -0.199606
3.239998, 0.238564, 0.267310, -0.038313
3.259998, 0.079997, -0.351869, -0.260515
3.279998, -0.194647, -0.128686, -0.112696
3.299998, 0.272749, 0.028486, -0.162706
3.319998, 0.089868, -0.237453, -0.134170
3.339998, 0.256827, -0.096135, -0.427392
3.359998, 0.036210, -0.125123, 0.198780
3.379997, -0.048613, -0.087299, -0.180237
3.399997, 0.184248, -0.162882, -0.041623
3.419997, 0.723199, 0.182899, -0.065749
3.439997, 0.371616, 0.189754, -0.017056
3.459997, 0.466576, -0.268958, -0.235985
3.479997, 0.494461, -0.255239, -0.458022
3.499997, 0.309342, -0.199435, 0.249644
3.519997, 0.163696, -0.219412, -0.347457
3.539997, 0.411685, -0.329774, -0.260677
3.559997, -0.067992, -0.482734, -0.062720
3.579997, 0.560371, -0.546351, -0.089989
3.599997, 0.354620, -0.440424, -0.642685
3.619997, 0.537073, -0.162875, -0.455065
3.639997, 0.280763, -0.092693, -0.134028
3.659997, 0.262634, -0.465173, -0.237080
3.679997, 0.369170, -0.064763, -0.023421
3.699997, 0.592954, -0.194502, -0.057198
3.719997, 0.534073, 0.002409, 0.074231
3.739997, -0.009785, -0.246782, -0.399781
3.759997, 0.136426, -0.239150, -0.175268
3.779997, 0.500257, 0.031172, -0.278403
3.799997, 0.674002, -0.168885, -0.009612
3.819997, 0.325668, 0.048962, -0.260903
3.839997, 0.190870, 0.008612, -0.339480
3.859997, 0.690824, -0.026892, -0.168407
3.879997, 0.055809, 0.132524, -0.544840
3.899997, 0.243438, 0.029683, -0.245754
3.919997, -0.029082, -0.468730, -0.019204
3.939997, 0.240574, -0.519657, -0.001344
3.959997, 0.176337, -0.129251, -0.321340
3.979997, 0.043244, -0.238550, -0.101903
3.999997, -0.003818, -0.179920, -0.058649
4.019997, -0.054370, -0.192433, -0.274475
4.039997, -0.002928, -0.052252, 0.121535
4.059997, 0.160626, 0.061842, -0.197344
4.079997, 0.174017, -0.065588, -0.470752
4.099997, 0.047338, -0.320923, -0.063710
4.119997, 2.191545, -0.942680, -0.095598
4.139997, -1.527809, 0.776898, -2.599367
4.159997, 1.520109, 2.862561, -0.010420
4.179997, -0.350056, -2.004606, -0.440201
4.199997, 1.191941, -0.258524, -0.271164
4.219997, 0.145987, 0.611421, -0.249978
4.239997, 0.130476, -0.231819, 0.279260
4.259997, 0.622473, -0.520733, -0.093692
4.279997, 0.038346, -0.423092, 0.161539
4.299997, 0.379114, -0.752753, -0.207471
4.319997, 0.982514, -0.081012, -0.467777
4.339997, 0.481423, 0.008705, -0.088535
4.359997, -0.079248, -0.058958, -0.099295
4.379997, -0.045580, -0.695480, -0.480686
4.399997, 0.414444, -0.251077, -0.376795
4.419997, 0.599316, 0.241693, 0.160144
4.439997, -0.022346, 0.142042, -0.203044
4.459997, -0.114621, -0.334354, -0.214204
