t_g, g1, g2, g3
0.000000, -9.085089, -0.105731, -0.115788
0.020000, -9.566983, 0.214263, 0.356513
0.040000, -9.563494, 0.207309, -0.143779
0.060000, -9.570256, -0.401104, -0.103855
0.080000, -9.304603, -0.010233, 0.281835
0.100000, -9.499596, -0.070788, 0.076068
0.120000, -9.742078, -0.201037, 0.226427
0.140000, -9.666415, -0.198039, 0.357195
0.160000, -9.379127, 0.171358, -0.532514
0.180000, -9.558219, -0.184080, 0.067336
0.200000, -9.192922, -0.347358, 0.120004
0.220000, -9.517025, 0.172565, 0.014179
0.240000, -9.345708, 0.106122, 0.371935
0.260000, -9.060981, -0.029932, -0.119706
0.280000, -9.467453, -0.251203, -0.132537
0.300000, -9.811595, 0.014174, 0.040516
0.320000, -9.879210, 0.058039, 0.234702
0.340000, -9.585840, 0.126261, -0.136831
0.360000, -9.340385, -0.160652, 0.231697
0.380000, -9.601132, 0.197648, -0.011910
0.400000, -9.548160, 0.027908, 0.372867
0.420000, -9.568090, -0.386164, 0.117560
0.440000, -9.769176, -0.057422, 0.077002
0.460000, -9.808205, 0.288903, 0.159161
0.480000, -9.600642, 0.235838, -0.130543
0.500000, -9.788811, 0.118849, 0.041461
0.520000, -9.719105, 0.221949, 0.081213
0.540000, -8.916022, -0.024828, 0.297487
0.560000, -9.406903, 0.126245, -0.148164
0.580000, -9.393429, 0.220073, 0.192146
0.600000, -9.650897, -0.213496, 0.076412
0.620000, -9.471583, -0.031165, -0.006401
0.640000, -9.326672, 0.407183, -0.059544
0.660000, -9.958823, -0.204127, 0.272434
0.680000, -9.675684, -0.215498, -0.055043
0.700000, -9.750202, 0.317694, 0.382857
0.720000, -9.418535, 0.187316, -0.027261
0.740000, -9.272512, 0.083069, -0.040817
0.760000, -9.810000, 0.000000, 0.000000
0.780000, -9.811337, 0.005690, 0.005771
0.800000, -9.807774, 0.002227, 0.007133
0.820000, -9.807257, -0.001379, 0.006949
0.840000, -9.802328, -0.003441, 0.009772
0.860000, -9.799438, 0.002576, 0.010665
0.880000, -9.796815, -0.000109, 0.014685
0.900000, -9.789258, 0.002491, 0.015376
0.920000, -9.778729, 0.008427, 0.012639
0.940000, -9.770721, 0.015992, 0.016766
0.960000, -9.767493, 0.017081, 0.014942
0.980000, -9.759660, 0.014161, 0.020113
1.000000, -9.752228, 0.009725, 0.023210
1.020000, -9.746988, 0.009991, 0.014516
1.040000, -9.739723, 0.014414, 0.011224
1.060000, -9.730462, 0.021543, 0.017312
1.080000, -9.731517, 0.019784, 0.021124
1.100000, -9.728697, 0.022086, 0.019183
1.120000, -4.068391, 5.864740, 6.215630
1.140000, -4.053954, 5.863382, 6.222469
1.159999, -4.044075, 5.863167, 6.227623
1.179999, -4.029725, 5.859716, 6.227946
1.199999, -4.030035, 5.862356, 6.223418
1.219999, -4.026017, 5.861668, 6.217017
1.239999, -4.019354, 5.865088, 6.220287
1.259999, -4.016469, 5.868964, 6.225911
1.279999, -4.021158, 5.869216, 6.220642
1.299999, -4.017134, 5.868300, 6.223683
1.319999, -4.016775, 5.872763, 6.226016
1.339999, -4.016982, 5.871115, 6.226315
1.359999, -4.017025, 5.875769, 6.228861
1.379999, -4.021424, 5.875004, 6.232970
1.399999, -4.015523, 5.868573, 6.235171
1.419999, -4.009315, 5.864756, 6.232778
1.439999, -4.006247, 5.859581, 6.234251
1.459999, -4.002821, 5.858761, 6.230011
1.479999, -4.002322, 5.863224, 6.225914
1.499999, -3.998977, 5.858635, 6.227696
1.519999, -3.998785, 5.863627, 6.230772
1.539999, -3.990217, 5.873376, 6.236037
1.559999, -3.985465, 5.876423, 6.239000
1.579999, -3.984733, 5.877782, 6.242610
1.599999, -3.978344, 5.873760, 6.246033
1.619999, -3.971260, 5.881170, 6.245602
1.639999, -3.968868, 5.875947, 6.245458
1.659999, -3.960213, 5.866741, 6.250594
1.679999, -3.958647, 5.859429, 6.246079
1.699999, -3.959375, 5.857208, 6.250384
1.719999, -3.970235, 5.850038, 6.245148
1.739999, -3.962047, 5.852475, 6.259499
1.759999, -3.958951, 5.852974, 6.261891
1.779999, -3.968144, 5.848552, 6.261806
1.799999, -3.963434, 5.855451, 6.256566
1.819999, -3.962047, 5.860804, 6.256657
1.839999, -3.955280, 5.864624, 6.255540
1.859999, -3.950898, 5.862017, 6.254317
1.879999, -3.951018, 5.864109, 6.253990
1.899999, -3.955728, 5.860973, 6.251854
1.919999, -3.955903, 5.855151, 6.254848
1.939999, -3.956066, 5.856574, 6.249089
1.959999, -3.956117, 5.864858, 6.247577
1.979999, -3.949384, 5.859105, 6.253507
1.999999, -3.943140, 5.855587, 6.253960
2.019999, -3.940465, 5.850539, 6.253142
2.039999, -3.940021, 5.848409, 6.249086
2.059999, -3.939937, 5.850677, 6.259203
2.079999, -3.940113, 5.849225, 6.260374
2.099999, -3.937018, 5.846126, 6.255934
2.119999, -3.946458, 5.844073, 6.255525
2.139999, -3.945796, 5.847609, 6.260768
2.159999, -3.942476, 5.844259, 6.262187
2.179999, -3.937153, 5.841252, 6.267115
2.199999, -3.906964, 5.840691, 6.258230
2.219999, -3.884935, 5.844153, 6.258941
2.239999, -3.895795, 5.844525, 6.268513
2.259999, -3.899758, 5.845628, 6.274348
2.279999, -3.899858, 5.843328, 6.276726
2.299999, -3.907995, 5.841060, 6.277079
2.319999, -3.903244, 5.847349, 6.274528
2.339998, -3.893174, 5.852079, 6.273550
2.359998, -3.888850, 5.850390, 6.275970
2.379998, -3.887725, 5.852455, 6.274317
2.399998, -3.888473, 5.846199, 6.282867
2.419998, -3.884754, 5.844267, 6.280185
2.439998, -3.890042, 5.844952, 6.286190
2.459998, -3.899174, 5.849616, 6.282515
2.479998, -3.894903, 5.850343, 6.276456
2.499998, -3.890644, 5.851670, 6.280427
2.519998, -3.899398, 5.858004, 6.278613
2.539998, -3.894675, 5.854683, 6.277310
2.559998, -3.887939, 5.849780, 6.282707
2.579998, -3.887858, 5.847900, 6.287740
2.599998, -3.893563, 5.851527, 6.279948
2.619998, -3.890388, 5.847174, 6.281487
2.639998, -3.885992, 5.843203, 6.277106
2.659998, -3.880448, 5.844109, 6.273221
2.679998, -3.884158, 5.838617, 6.276377
2.699998, -3.877214, 5.837576, 6.278095
2.719998, -3.867871, 5.837949, 6.278918
2.739998, -3.866107, 5.839190, 6.276772
2.759998, -3.879144, 5.840712, 6.269412
2.779998, -3.874342, 5.835834, 6.265817
2.799998, -3.864713, 5.839260, 6.267808
2.819998, -3.864885, 5.840448, 6.265604
2.839998, -3.859123, 5.842561, 6.265779
2.859998, -3.854829, 5.836336, 6.268812
2.879998, -3.845222, 5.848929, 6.269522
2.899998, -3.849173, 5.848509, 6.276893
2.919998, -3.845086, 5.854165, 6.286182
2.939998, -3.860575, 5.853611, 6.288606
2.959998, -3.852080, 5.855228, 6.292721
2.979998, -3.841238, 5.857021, 6.299184
2.999998, -3.844758, 5.858562, 6.302164
3.019998, -3.852466, 5.861345, 6.300822
3.039998, -3.846601, 5.863458, 6.304452
3.059998, -3.855258, 5.860868, 6.310860
3.079998, -3.866003, 5.858771, 6.309764
3.099998, -3.854868, 5.860691, 6.315038
3.119998, -3.847486, 5.862339, 6.311940
3.139998, -3.857590, 5.860746, 6.310854
3.159998, -3.851934, 5.850145, 6.309594
3.179998, -3.857073, 5.842935, 6.314549
3.199998, -3.858165, 5.846636, 6.318334
3.219998, -3.854732, 5.861131, 6.324894
3.239998, -3.852635, 5.851507, 6.323958
3.259998, -3.851697, 5.854013, 6.320089
3.279998, -3.849098, 5.856832, 6.321420
3.299998, -3.844203, 5.856895, 6.315933
3.319998, -3.847185, 5.850482, 6.310932
3.339998, -3.847976, 5.856385, 6.311418
3.359998, -3.852022, 5.857359, 6.306078
3.379997, -3.848892, 5.860905, 6.305188
3.399997, -3.871258, 5.830860, 6.301826
3.419997, -3.852657, 5.848868, 6.294033
3.439997, -3.837573, 5.845877, 6.308107
3.459997, -3.828462, 5.865743, 6.309999
3.479997, -3.825510, 5.870046, 6.321154
3.499997, -3.817549, 5.864158, 6.329004
3.519997, -3.817772, 5.853093, 6.334446
3.539997, -3.817808, 5.863845, 6.330955
3.559997, -3.823615, 5.855440, 6.347620
3.579997, -3.785480, 5.841915, 6.417314
3.599997, -3.763875, 5.832532, 6.406250
3.619997, -3.769653, 5.841690, 6.396344
3.639997, -3.777433, 5.856789, 6.391553
3.659997, -3.769781, 5.865717, 6.385619
