t_ur, ur1, ur2, ur3
0.000000, 0.139265, 0.659171, 0.130780
0.020000, 0.343617, 0.455132, 0.540941
0.040000, 0.548779, 0.249001, 0.744756
0.060000, 0.343320, 0.249355, 1.153206
0.080000, 0.343829, 0.658666, 0.948506
0.100000, 0.344029, 0.453693, 0.947980
0.120000, 0.139420, 0.250072, 0.540614
0.140000, 0.548127, 0.455133, 0.540558
0.160000, 0.343706, 0.249974, 0.334467
0.180000, 0.140074, 0.454659, -0.278512
0.200000, 0.548400, 0.250653, 0.335488
0.220000, 0.139224, 0.455513, 0.540003
0.240000, 0.343747, 0.250316, 0.948400
0.260000, 0.139883, 0.453495, 0.539908
0.280000, 0.343678, 0.453210, 0.745564
0.300000, 0.344472, 0.864575, 0.743442
0.320000, 0.138838, 0.454520, 0.744500
0.340000, 0.343444, -1.385255, 0.539821
0.360000, 0.139366, 0.659140, 0.949598
0.380000, 0.343579, 0.659601, 0.949009
0.400000, 0.139968, 0.455478, 0.744760
0.420000, 0.343900, 1.067356, 0.948394
0.440000, 0.138670, 1.068030, 0.744318
0.460000, 0.344246, 0.249711, 0.744467
0.480000, 0.140429, 0.659313, 0.744047
0.500000, 0.342956, 0.045426, 1.153181
0.520000, 0.343623, 0.454404, 0.540745
0.540000, 0.139503, 0.658837, 0.948513
0.560000, 0.139248, 0.454685, 0.539331
0.580000, 0.548215, 0.454157, 0.744999
0.600000, 0.343909, 0.454433, 0.949365
0.620000, 0.344309, 0.863593, 0.540115
0.640000, 0.547316, 0.455003, 0.948628
0.660000, -0.065180, 0.863614, 0.539019
0.680000, 0.138703, 0.659355, 0.539447
0.700000, 0.139321, 0.660433, 0.744497
0.720000, 0.139342, 0.454519, 0.744630
0.740000, 0.547304, 0.865427, 0.950355
0.760000, 0.343995, 0.251119, 0.744484
0.780000, 0.140083, 1.273797, 0.539618
0.800000, 0.343685, 0.657410, 0.743938
0.820000, 0.342873, 0.454610, 1.153481
0.840000, 0.342465, 0.250760, 0.948490
0.860000, 0.342632, 0.658105, 0.744663
0.880000, 0.343721, 0.249905, 0.949204
0.900000, 0.342922, 0.250282, 0.949686
0.920000, 0.547459, 0.045850, 0.949101
0.940000, 0.343032, 0.658622, 0.744613
0.960000, 0.138839, 0.455299, 0.539459
0.980000, 0.548332, 0.046773, 0.948230
1.000000, 0.343887, 0.658391, 0.744156
1.020000, 0.548097, 0.249811, 0.949035
1.040000, 0.139178, 0.453742, 0.743957
1.060000, 0.343444, 0.658858, 0.948917
1.080000, 0.139690, 0.249590, 0.745031
1.100000, 0.342682, 0.250403, 0.539536
1.120000, 0.344034, 0.251166, 0.744705
1.140000, 0.138679, 0.250270, 0.743834
1.159999, 0.138893, 0.659037, 0.336071
1.179999, 0.343461, 0.454339, 0.540434
1.199999, 0.343322, 0.658328, 0.948132
1.219999, 0.343698, 0.455333, 0.744159
1.239999, 0.342914, 0.455191, 0.949012
1.259999, 0.139553, 0.658780, 0.949301
1.279999, 0.548103, 0.045491, 0.743605
1.299999, 0.343368, -1.179974, 0.949111
1.319999, 0.547733, 0.659132, 0.334699
1.339999, 0.139978, 0.454765, 0.949029
1.359999, 0.344077, 0.455078, 0.539486
1.379999, 0.139386, 0.453939, 0.949360
1.399999, 0.344811, 0.658358, 0.948797
1.419999, 0.344516, 0.249482, 1.153769
1.439999, 0.343233, 0.454131, 0.539969
1.459999, 0.343089, 0.249181, 0.744317
1.479999, 0.139706, 0.250611, 1.153877
1.499999, 0.140720, 0.863881, 0.744805
1.519999, 0.343908, 0.454626, 0.948998
1.539999, 0.140998, 0.455587, 1.153798
1.559999, 0.142074, 0.454697, 0.539949
1.579999, 0.345261, 0.454331, 0.334037
1.599999, 0.548724, 0.657661, 0.540226
1.619999, 0.342614, 0.657810, 0.541197
1.639999, 0.340735, 0.659292, 0.539565
1.659999, 0.341354, 0.452830, 0.744283
1.679999, 0.137633, 0.657839, 0.949465
1.699999, 0.751064, 0.249903, 0.948160
1.719999, 0.342549, 0.454219, 0.948553
1.739999, 0.344082, 0.248759, 0.744246
1.759999, 0.140198, 0.454152, 1.152580
1.779999, 0.344433, 0.454809, 0.745639
1.799999, 0.549893, 0.455083, 0.949779
1.819999, 0.345392, 0.453256, 0.745831
1.839999, 0.343081, 0.658924, 0.744484
1.859999, 0.547000, 0.249866, 0.539656
1.879999, 0.342710, 0.658087, 0.539078
1.899999, 0.137831, 0.455635, 1.152758
1.919999, 0.341638, 0.454440, 0.949288
1.939999, 0.343025, 0.250466, 0.949295
1.959999, 0.343114, 0.658475, 1.153049
1.979999, 0.343654, 0.861917, 0.539169
1.999999, 0.547548, 0.250939, 0.540209
2.019999, 0.343746, 0.455821, 0.744132
2.039999, 0.344134, 0.250135, 0.539904
2.059999, 0.342859, 0.046817, 0.949785
2.079999, 0.139086, 0.862957, -0.277683
2.099999, 0.343512, 0.250288, 0.744876
2.119999, 0.139024, 3.315850, 0.744689
2.139999, 0.140760, 0.658973, 0.949077
2.159999, 0.548554, 0.250150, 1.153769
2.179999, 0.343412, 0.252538, 0.948367
2.199999, 0.137728, 0.458156, 0.954833
2.219999, 0.342557, 0.049895, 0.542222
2.239999, 0.752479, 0.248385, 0.948247
2.259999, 0.343294, 0.456174, 0.949456
2.279999, 0.342821, 0.660747, 0.540619
2.299999, 0.342766, 0.047893, 0.746450
2.319999, 0.138878, 0.048428, 0.746401
2.339998, 0.752640, 0.454800, 0.745822
2.359998, 0.547212, 0.456497, 0.539690
2.379998, 0.344328, 0.251360, 0.745553
2.399998, 0.139316, 0.454415, 0.541388
2.419998, 0.343462, 0.046450, 0.539730
2.439998, 0.548861, 0.452967, 0.742447
2.459998, 0.343430, 0.656918, 0.948009
2.479998, 0.344504, 0.656507, 0.743793
2.499998, 0.547740, 0.451905, 0.743795
2.519998, 0.343109, 0.454910, 0.948688
2.539998, 0.343391, 0.249240, 0.743784
2.559998, 0.344445, 0.249830, 0.539397
2.579998, 0.343553, 0.453910, 0.742988
2.599998, 0.549131, 0.454064, 0.948936
