t, phi, uk, ur, tm
6.800000, 0.013095, -0.028473, -34.471760, -0.016363
6.820000, 0.012741, -0.024240, -32.934566, -0.013169
6.840000, 0.012608, -0.024456, -33.956753, -0.015566
6.860000, 0.012048, -0.029289, -33.961590, -0.020379
6.880000, 0.011809, -0.031260, -37.029598, -0.027545
6.900000, 0.011576, -0.028055, -36.515408, -0.026067
6.920000, 0.011247, -0.021736, -36.509087, -0.024297
6.940000, 0.010927, -0.013861, -39.567131, -0.026862
6.960000, 0.010728, 0.001856, -35.463402, -0.012943
6.980000, 0.011587, 0.010975, -39.542297, -0.011572
7.000000, 0.011913, 0.012952, -39.029331, -0.008332
7.020000, 0.012301, 0.009801, -39.032482, -0.008261
7.040000, 0.012454, 0.004803, -43.636482, -0.017850
7.060000, 0.012580, 0.007433, -42.100891, -0.013411
7.080000, 0.012648, 0.016027, -42.092297, -0.008806
7.100000, 0.013676, 0.027214, -45.147152, -0.003959
7.120000, 0.014671, 0.037668, -41.559669, 0.011549
7.140000, 0.015709, 0.036666, -44.626591, 0.010317
7.160000, 0.016998, 0.023079, -44.129189, 0.009849
7.180000, 0.017106, 0.009659, -41.587681, 0.007864
7.200000, 0.017081, 0.004515, -44.147755, 0.000881
7.220000, 0.017027, 0.002079, -44.661179, -0.001435
7.240000, 0.017058, 0.003694, -45.170670, -0.001350
7.260000, 0.017356, 0.013068, -44.650188, 0.005489
7.280000, 0.018115, 0.014153, -44.649101, 0.009273
7.300000, 0.018178, 0.000252, -44.663002, 0.002559
7.320000, 0.018076, -0.012972, -44.165241, -0.003658
7.340000, 0.017534, -0.015473, -44.678730, -0.008086
7.360000, 0.017396, -0.015391, -44.167660, -0.007776
7.380000, 0.017052, -0.014079, -44.166348, -0.008584
7.400000, 0.017321, -0.010991, -44.674248, -0.006743
7.420000, 0.016980, -0.013321, -42.632633, -0.005931
7.440000, 0.016120, -0.024224, -44.687481, -0.018512
7.460000, 0.015897, -0.033185, -44.185455, -0.023104
7.480000, 0.015365, -0.029839, -44.182110, -0.023693
7.500000, 0.014901, -0.020964, -45.195328, -0.022932
7.520000, 0.014666, -0.011248, -47.740543, -0.023351
7.540000, 0.014330, -0.002560, -44.665817, -0.015263
7.560000, 0.014087, -0.003358, -43.644642, -0.014983
7.580000, 0.014181, -0.010993, -47.229301, -0.024433
7.600000, 0.014272, -0.013474, -47.231785, -0.025290
7.620000, 0.014009, -0.001322, -52.329617, -0.028900
7.640000, 0.014009, 0.017292, -52.821991, -0.020408
7.660000, 0.014551, 0.033097, -51.273224, -0.007581
7.680000, 0.015313, 0.035522, -49.737843, -0.000538
7.700000, 0.015902, 0.026088, -51.791222, -0.006200
7.720000, 0.016806, 0.018581, -52.820702, -0.007834
7.740000, 0.017436, 0.024374, -52.303921, -0.001377
7.760000, 0.018390, 0.033265, -52.295029, 0.007158
7.780000, 0.018778, 0.032471, -52.806808, 0.007552
7.800000, 0.019451, 0.021964, -52.817318, 0.005146
7.820000, 0.019905, 0.010840, -52.317455, 0.002354
7.840000, 0.020272, 0.009727, -51.296597, 0.005079
7.860000, 0.020846, 0.015531, -52.823750, 0.007863
7.880000, 0.021443, 0.020306, -52.307987, 0.013669
7.900000, 0.022244, 0.013203, -51.804104, 0.014375
7.920000, 0.022623, -0.003410, -49.776772, 0.011083
7.940000, 0.022256, -0.018484, -49.791847, 0.001947
7.960000, 0.021865, -0.021525, -51.838833, -0.004682
7.980000, 0.021168, -0.014788, -54.387150, -0.008566
8.000000, 0.020921, -0.006541, -52.334835, -0.002043
8.020000, 0.020838, -0.006565, -49.779926, 0.001887
8.040000, 0.020500, -0.016651, -52.344948, -0.008917
8.060000, 0.019919, -0.025606, -52.864887, -0.016753
8.080000, 0.019591, -0.019155, -52.347450, -0.014051
8.100000, 0.019311, -0.008442, -49.781807, -0.005571
8.120000, 0.019223, -0.008210, -52.847492, -0.010982
8.140000, 0.018961, -0.019152, -52.858433, -0.017594
8.160000, 0.018437, -0.027055, -52.355350, -0.022941
8.180000, 0.018326, -0.024435, -51.841743, -0.021240
8.200000, 0.017799, -0.013023, -49.786385, -0.014318
8.220000, 0.017450, -0.005581, -53.355850, -0.018080
8.240000, 0.017349, -0.006016, -52.845299, -0.017871
8.260000, 0.017301, -0.009737, -51.827045, -0.018228
8.280000, 0.016925, -0.011387, -51.828697, -0.020658
8.300000, 0.017032, -0.001782, -59.995117, -0.029127
8.320000, 0.017769, 0.018109, -49.755253, 0.001190
8.340000, 0.018184, 0.027343, -55.366993, -0.001850
8.360000, 0.018772, 0.014617, -54.868732, -0.004875
8.380000, 0.019378, 0.005001, -55.900322, -0.008842
8.400000, 0.019589, 0.009008, -55.385326, -0.005068
8.420000, 0.019994, 0.021041, -55.884281, 0.001843
8.440000, 0.020460, 0.027572, -54.855778, 0.008829
8.460000, 0.020942, 0.018331, -58.953030, -0.000629
8.480000, 0.020679, 0.008203, -55.386131, -0.000823
8.500000, 0.020824, 0.010001, -58.450375, -0.004457
8.520000, 0.021617, 0.023408, -57.925858, 0.006518
8.540000, 0.022270, 0.033305, -58.427071, 0.013413
8.560000, 0.022806, 0.026361, -58.945000, 0.011352
8.580000, 0.023058, 0.009798, -57.939468, 0.005825
8.600000, 0.022778, 0.001939, -54.881409, 0.005840
8.620000, 0.022902, 0.004510, -55.389824, 0.006800
8.640000, 0.023273, 0.006205, -54.877144, 0.010093
8.660000, 0.023399, -0.005248, -54.888596, 0.004878
8.680000, 0.023126, -0.023128, -55.417461, -0.006123
8.700000, 0.022492, -0.030802, -54.914150, -0.011823
8.720000, 0.022355, -0.022957, -55.417294, -0.009328
8.740000, 0.021821, -0.013532, -55.407867, -0.006869
8.760000, 0.021130, -0.015003, -55.409340, -0.010559
8.780000, 0.020435, -0.026114, -57.975380, -0.023397
8.800000, 0.019757, -0.028784, -55.423119, -0.023335
8.820000, 0.019573, -0.016064, -59.498413, -0.024604
8.840000, 0.019545, 0.002268, -57.946999, -0.012936
8.860000, 0.019586, 0.008347, -57.940922, -0.009708
8.880000, 0.019801, -0.003710, -57.952976, -0.014847
8.900000, 0.019870, -0.014120, -57.963387, -0.019781
8.920000, 0.019329, -0.007963, -57.957230, -0.018998
8.940000, 0.019581, 0.006906, -57.431374, -0.009594
8.960000, 0.019512, 0.010792, -59.982540, -0.012234
8.980000, 0.019364, 0.004409, -55.900913, -0.009198
9.000000, 0.019062, -0.000321, -60.504642, -0.020592
9.020000, 0.019379, 0.010132, -61.005177, -0.014851
9.040000, 0.020159, 0.031664, -59.450684, 0.001869
9.060000, 0.021021, 0.038463, -63.531895, 0.002085
9.080000, 0.021822, 0.028295, -61.497997, 0.003829
9.100000, 0.022260, 0.020328, -60.994980, 0.002558
9.120000, 0.022658, 0.023628, -60.991680, 0.005913
9.140000, 0.023457, 0.031611, -60.472710, 0.014186
9.160000, 0.024211, 0.027221, -60.988087, 0.014341
9.180000, 0.024722, 0.011169, -60.493153, 0.009316
