t, x3_estimate, x3_phiobs, x3_fullobs
0.000000, 0.110108, 0.355287, 0.346859
0.040000, 0.109642, 0.304419, 0.332021
0.060000, 0.620262, 0.263963, 0.318065
0.080000, 0.620217, 0.336418, 0.335359
0.100000, -0.911954, 0.393897, 0.351588
0.120000, 0.621061, 0.125780, 0.275622
0.140000, 0.109398, 0.226950, 0.295572
0.160000, 0.109930, 0.202451, 0.283839
0.180000, 0.620750, 0.183126, 0.272860
0.200000, 0.621194, 0.272387, 0.292960
0.220000, 0.109287, 0.343302, 0.311853
0.240000, 0.109065, 0.294743, 0.299113
0.260000, 0.109420, 0.256169, 0.287141
0.280000, 0.620972, 0.225639, 0.275927
0.300000, 0.109952, 0.306164, 0.295852
0.320000, 0.109664, 0.265418, 0.284136
0.340000, 0.621238, 0.233027, 0.273121
0.360000, 0.620750, 0.312081, 0.293235
0.380000, 0.620328, 0.374700, 0.312083
0.400000, 0.620683, 0.424294, 0.329747
0.420000, 0.621105, 0.463717, 0.346349
0.440000, 0.620772, 0.495082, 0.361957
0.460000, 0.109775, 0.519896, 0.376586
0.480000, 0.109886, 0.434951, 0.359901
0.500000, 0.109664, 0.367577, 0.344247
0.520000, 0.109375, 0.314076, 0.329542
0.540000, 1.132225, 0.271568, 0.315721
0.560000, 0.620728, 0.447286, 0.363636
0.600000, 0.620528, 0.481967, 0.378160
0.620000, 0.620661, 0.509440, 0.391779
0.640000, 0.109997, 0.531264, 0.404571
0.660000, 0.109176, 0.444017, 0.386182
0.680000, 0.109287, 0.374621, 0.368871
0.700000, 0.109997, 0.319586, 0.352631
0.720000, 0.109553, 0.276071, 0.337432
0.740000, 0.109398, 0.241454, 0.323140
0.760000, 0.620883, 0.213957, 0.309715
0.780000, 0.621172, 0.296876, 0.327561
0.800000, 0.109508, 0.362725, 0.344329
0.820000, 0.620573, 0.310199, 0.329609
0.840000, 0.620573, 0.373169, 0.346214
0.860000, 0.620772, 0.423130, 0.361799
0.880000, 0.620928, 0.462812, 0.376439
0.900000, 0.109242, 0.494326, 0.390189
0.920000, 0.109664, 0.414553, 0.372637
0.940000, 0.109708, 0.351349, 0.356188
0.960000, 0.109619, 0.301211, 0.340753
0.980000, 0.109442, 0.261413, 0.326260
1.000000, 0.109908, 0.229802, 0.312647
1.020000, 0.620883, 0.204820, 0.299898
1.040000, 0.621083, 0.289626, 0.318347
1.060000, 0.109864, 0.356955, 0.335675
1.080000, 0.621061, 0.305695, 0.321508
1.100000, 0.621416, 0.369698, 0.338640
1.120000, 0.109864, 0.420552, 0.354742
1.140000, 0.620794, 0.356151, 0.339404
1.159999, 0.621704, 0.409671, 0.355421
1.179999, 0.621771, 0.452326, 0.370510
1.199999, 0.624035, 0.486181, 0.384677
1.219999, 0.120339, 0.513515, 0.398114
1.239999, 0.626409, 0.432096, 0.380764
1.259999, 0.615845, 0.471079, 0.394587
1.279999, 0.614247, 0.499795, 0.406903
1.299999, 0.108776, 0.522261, 0.418364
1.319999, -0.400834, 0.436626, 0.399052
1.339999, -0.389893, 0.264339, 0.350596
1.359999, 0.134409, 0.129935, 0.305798
1.379999, 1.178786, 0.130700, 0.294994
1.399999, 0.230373, 0.345230, 0.347074
1.419999, 0.368771, 0.321544, 0.339695
1.439999, -0.020618, 0.331601, 0.341363
1.459999, 0.488548, 0.260105, 0.320029
1.479999, 0.393383, 0.307224, 0.330225
1.499999, 0.317948, 0.324431, 0.333798
1.519999, 0.824130, 0.322303, 0.332418
1.539999, 0.411227, 0.424386, 0.361232
1.559999, 0.557459, 0.421406, 0.363966
1.579999, 0.681231, 0.449579, 0.375612
1.599999, 1.297136, 0.497556, 0.394190
1.619999, 1.426768, 0.661844, 0.448494
1.639999, 1.603538, 0.818952, 0.507440
1.659999, 1.273061, 0.980194, 0.573661
1.679999, 1.423309, 1.040758, 0.616501
1.699999, 1.545151, 1.119658, 0.665902
1.719999, 1.113816, 1.207164, 0.719681
1.739999, 1.666171, 1.188080, 0.744520
1.759999, 1.691361, 1.285768, 0.800654
1.779999, 1.167835, 1.368211, 0.854753
1.799999, 1.585077, 1.326120, 0.874194
1.819999, 1.449276, 1.377584, 0.916906
1.839999, 1.339108, 1.390043, 0.948466
1.859999, 1.259034, 1.377123, 0.971203
1.879999, 0.673900, 1.350445, 0.987566
1.899999, 1.105301, 1.209451, 0.967919
1.919999, 0.493135, 1.185859, 0.974983
1.939999, 0.892356, 1.041631, 0.944954
1.959999, 1.309320, 1.008765, 0.940300
1.979999, 0.731854, 1.068015, 0.960584
1.999999, 1.191407, 0.996858, 0.945169
2.019999, 0.636267, 1.034592, 0.958018
2.039999, 0.609547, 0.950935, 0.937015
2.059999, 0.636622, 0.879201, 0.915735
2.079999, 1.213179, 0.828150, 0.897539
2.099999, 0.773799, 0.906081, 0.915030
2.119999, 0.852075, 0.878217, 0.905532
2.139999, 1.948207, 0.872348, 0.901511
2.159999, 1.493547, 1.092262, 0.963182
2.179999, 1.036169, 1.173659, 0.994133
2.199999, 1.088701, 1.144597, 0.996073
2.219999, 1.642154, 1.132311, 1.001124
2.239999, 1.163692, 1.235865, 1.038876
2.259999, 1.687939, 1.220010, 1.045867
2.279999, 1.159275, 1.314662, 1.083620
2.299999, 1.108985, 1.281302, 1.087490
2.319999, 1.044736, 1.244249, 1.087955
2.339998, 0.468101, 1.201446, 1.084374
2.359998, 1.372993, 1.049242, 1.046512
2.379998, 0.621198, 1.113398, 1.064533
2.399998, 0.880390, 1.009512, 1.036079
2.419998, 0.206959, 0.979536, 1.024205
