t, uk1, uk2, uk3)
6.459995, -0.272712, -0.280368, -0.203624
6.479995, -0.267274, -0.273000, -0.174395
6.499995, -0.264877, -0.266209, -0.151092
6.519995, -0.262813, -0.260550, -0.130808
6.539995, -0.270270, -0.269760, -0.124571
6.559995, -0.276174, -0.274310, -0.119666
6.579995, -0.276573, -0.266498, -0.110478
6.599995, -0.261282, -0.254691, -0.095254
6.619995, -0.235294, -0.234228, -0.074414
6.639995, -0.203224, -0.205444, -0.048071
6.659995, -0.172642, -0.182252, -0.030893
6.679995, -0.135291, -0.159814, -0.013005
6.699995, -0.094743, -0.135224, 0.007790
6.719995, -0.058324, -0.109058, 0.025966
6.739995, -0.026832, -0.076944, 0.040170
6.759995, 0.017000, -0.022371, 0.068577
6.779994, 0.058391, 0.032979, 0.097628
6.799994, 0.091281, 0.071063, 0.114074
6.819994, 0.117869, 0.098805, 0.128011
6.839994, 0.147985, 0.129409, 0.149605
6.859994, 0.170178, 0.156152, 0.162966
6.879994, 0.194036, 0.186713, 0.179189
6.899994, 0.220047, 0.214565, 0.198320
6.919994, 0.237158, 0.236337, 0.209017
6.939994, 0.252826, 0.253736, 0.221312
6.959994, 0.268362, 0.270714, 0.237225
6.979994, 0.279392, 0.278815, 0.236825
6.999994, 0.291665, 0.287759, 0.238268
7.019994, 0.301963, 0.299410, 0.244415
7.039994, 0.296836, 0.298412, 0.236292
7.059994, 0.286782, 0.287648, 0.218715
7.079994, 0.267186, 0.271402, 0.192172
7.099994, 0.243638, 0.252360, 0.164786
7.119994, 0.234872, 0.241708, 0.149139
7.139994, 0.226283, 0.231432, 0.131962
7.159994, 0.215830, 0.219337, 0.118313
7.179994, 0.208773, 0.210615, 0.105085
7.199994, 0.194169, 0.195435, 0.085600
7.219994, 0.169868, 0.172908, 0.063695
7.239994, 0.138886, 0.135690, 0.028341
7.259994, 0.103488, 0.096319, -0.007346
7.279994, 0.054529, 0.054640, -0.052643
7.299994, 0.009499, 0.017377, -0.095542
7.319994, -0.039726, -0.024102, -0.139308
7.339994, -0.083647, -0.066203, -0.183184
7.359994, -0.121087, -0.105596, -0.223198
7.379994, -0.160191, -0.143458, -0.262503
7.399994, -0.195701, -0.177369, -0.295793
7.419994, -0.221933, -0.196078, -0.315079
7.439994, -0.247323, -0.218782, -0.330126
7.459994, -0.276107, -0.246834, -0.343531
7.479994, -0.306557, -0.278837, -0.358023
7.499994, -0.337383, -0.302096, -0.371206
7.519994, -0.363416, -0.322913, -0.375778
7.539994, -0.382813, -0.343176, -0.371339
7.559994, -0.397238, -0.366368, -0.364104
7.579994, -0.404274, -0.379883, -0.344241
7.599994, -0.420608, -0.389293, -0.330370
7.619994, -0.418833, -0.395219, -0.299610
7.639994, -0.412996, -0.397727, -0.260061
7.659994, -0.407115, -0.389582, -0.227704
7.679994, -0.413950, -0.402521, -0.207530
7.699994, -0.414438, -0.405450, -0.184271
7.719994, -0.397771, -0.401566, -0.150315
7.739994, -0.358666, -0.388494, -0.096963
7.759994, -0.316743, -0.364725, -0.043077
7.779994, -0.270071, -0.334653, 0.003174
7.799994, -0.223820, -0.298145, 0.048892
7.819993, -0.174662, -0.256377, 0.089128
7.839993, -0.114495, -0.207219, 0.127834
7.859993, -0.048626, -0.140462, 0.169823
7.879993, 0.021217, -0.059101, 0.216474
7.899993, 0.088773, 0.022437, 0.260639
7.919993, 0.151691, 0.103709, 0.299921
7.939993, 0.228813, 0.190463, 0.340468
7.959993, 0.310618, 0.257931, 0.378374
7.979993, 0.385543, 0.288269, 0.378352
7.999993, 0.426600, 0.306046, 0.352452
8.019994, 0.452944, 0.348990, 0.343952
8.039994, 0.490340, 0.409778, 0.367455
8.059995, 0.554123, 0.495333, 0.412530
8.079995, 0.608963, 0.584284, 0.455474
8.099996, 0.653372, 0.666577, 0.496753
8.119996, 0.739105, 0.782715, 0.579246
8.139997, 0.828677, 0.877369, 0.639745
8.159997, 0.818557, 0.871466, 0.570435
8.179997, 0.771396, 0.820310, 0.506874
8.199998, 0.737063, 0.781782, 0.502834
8.219998, 0.681624, 0.728163, 0.441892
8.239999, 0.606255, 0.661916, 0.369630
8.259999, 0.566729, 0.613601, 0.322292
8.280000, 0.503012, 0.515152, 0.239799
8.300000, 0.415970, 0.391379, 0.151780
8.320001, 0.347148, 0.303338, 0.088640
8.340001, 0.288846, 0.225862, 0.030449
8.360002, 0.225307, 0.152979, -0.027364
8.380002, 0.144323, 0.070752, -0.088884
8.400002, 0.050401, -0.019330, -0.158083
8.420003, -0.041945, -0.096053, -0.227459
8.440003, -0.123572, -0.154377, -0.282299
8.460004, -0.197565, -0.209816, -0.332168
8.480004, -0.263435, -0.262658, -0.378751
8.500005, -0.323091, -0.299765, -0.415015
8.520005, -0.388295, -0.352119, -0.447995
8.540006, -0.457294, -0.403519, -0.471142
8.560006, -0.520190, -0.453876, -0.496953
8.580007, -0.563467, -0.504699, -0.527047
8.600007, -0.585971, -0.522298, -0.521233
8.620008, -0.620171, -0.534504, -0.514508
8.640008, -0.659475, -0.557497, -0.502457
8.660008, -0.640943, -0.541340, -0.433613
8.680009, -0.599375, -0.501503, -0.336562
8.700009, -0.618018, -0.520744, -0.299077
8.720010, -0.696493, -0.604724, -0.343730
8.740010, -0.740059, -0.678406, -0.390292
8.760011, -0.666688, -0.644739, -0.360509
8.780011, -0.584506, -0.601439, -0.351409
8.800012, -0.510624, -0.575540, -0.353873
8.820012, -0.399191, -0.539853, -0.320228
8.840013, -0.304870, -0.490806, -0.278881
8.860013, -0.195901, -0.415393, -0.206331
8.880013, -0.107127, -0.350721, -0.168292
8.900014, -0.077388, -0.303516, -0.181342
8.920014, -0.070974, -0.270626, -0.178301
8.940015, -0.051267, -0.235538, -0.139596
8.960015, -0.022460, -0.189531, -0.091947
8.980016, 0.011185, -0.130519, -0.037374
9.000016, 0.042567, -0.068178, 0.015180
9.020017, 0.069043, -0.012339, 0.068489
9.040017, 0.089683, 0.028785, 0.119733
9.060018, 0.105951, 0.055550, 0.160524
9.080018, 0.122596, 0.086088, 0.195590
9.100019, 0.137976, 0.116892, 0.228924
9.120019, 0.152335, 0.146432, 0.257243
9.140019, 0.164142, 0.174240, 0.276462
9.160020, 0.186668, 0.205066, 0.295948
9.180020, 0.206886, 0.227127, 0.305913
9.200021, 0.218560, 0.236914, 0.307267
9.220021, 0.228636, 0.247522, 0.300409
9.240022, 0.255756, 0.279925, 0.315234
9.260022, 0.285451, 0.304204, 0.327551
9.280023, 0.313880, 0.329393, 0.330836
9.300023, 0.336739, 0.342110, 0.316943
9.320024, 0.371827, 0.363127, 0.327130
9.340024, 0.401211, 0.387806, 0.332390
9.360024, 0.410133, 0.405672, 0.320916
9.380025, 0.426112, 0.428575, 0.315900
9.400025, 0.443157, 0.436121, 0.302806
9.420026, 0.448949, 0.433747, 0.291043
9.440026, 0.437364, 0.423848, 0.264877
9.460027, 0.424092, 0.427954, 0.253537
9.480027, 0.411997, 0.431660, 0.242107
9.500028, 0.400368, 0.424803, 0.222399
9.520028, 0.383079, 0.400235, 0.195812
9.540029, 0.362062, 0.366434, 0.162677
9.560029, 0.335563, 0.330814, 0.134159
9.580029, 0.295771, 0.288336, 0.103820
9.600030, 0.242728, 0.237757, 0.064316
9.620030, 0.175305, 0.173907, 0.016223
9.640031, 0.107482, 0.110811, -0.026343
9.660031, 0.037706, 0.049846, -0.072705
9.680032, -0.030383, -0.010786, -0.118890
9.700032, -0.099027, -0.074503, -0.168603
9.720033, -0.156374, -0.127234, -0.211236
9.740033, -0.198253, -0.170578, -0.244393
9.760034, -0.234184, -0.208196, -0.272689
9.780034, -0.263013, -0.238201, -0.296991
9.800035, -0.290400, -0.264766, -0.319983
9.820035, -0.320583, -0.288780, -0.334165
9.840035, -0.347370, -0.322580, -0.343353
9.860036, -0.380771, -0.372315, -0.355715
9.880036, -0.406671, -0.409445, -0.362195
9.900037, -0.410710, -0.421940, -0.353762
9.920037, -0.415814, -0.423382, -0.327529
9.940038, -0.431993, -0.427510, -0.313592
9.960038, -0.440249, -0.416880, -0.305957
9.980039, -0.444599, -0.412996, -0.296148
10.000039, -0.442402, -0.421762, -0.288225
10.020040, -0.434634, -0.420386, -0.275752
10.040040, -0.433591, -0.423715, -0.267186
10.060040, -0.419343, -0.414860, -0.252405
10.080041, -0.389493, -0.387651, -0.227393
10.100041, -0.345084, -0.352830, -0.194214
10.120042, -0.289335, -0.310285, -0.150604
10.140042, -0.230500, -0.264900, -0.108370
10.160043, -0.178767, -0.231898, -0.077943
10.180043, -0.127323, -0.198009, -0.052332
10.200044, -0.081627, -0.160635, -0.023014
10.220044, -0.041435, -0.128477, 0.004883
10.240045, 0.003640, -0.087641, 0.038572
10.260045, 0.050290, -0.036175, 0.081139
10.280046, 0.090615, 0.013338, 0.109480
10.300046, 0.121575, 0.054573, 0.131451
10.320046, 0.137865, 0.077610, 0.140994
10.340047, 0.145544, 0.093545, 0.149228
10.360047, 0.154177, 0.111788, 0.158305
10.380048, 0.172731, 0.143436, 0.182696
10.400048, 0.191484, 0.171754, 0.206043
10.420049, 0.213123, 0.201871, 0.227570
10.440049, 0.229124, 0.221778, 0.242151
10.460050, 0.250385, 0.244260, 0.251206
10.480050, 0.276729, 0.272978, 0.265188
10.500051, 0.299388, 0.299521, 0.286694
10.520051, 0.315989, 0.321715, 0.298922
10.540051, 0.329038, 0.341356, 0.302673
10.560052, 0.339536, 0.358067, 0.300764
10.580052, 0.337561, 0.365990, 0.294106
10.600053, 0.334875, 0.366545, 0.283875
10.620053, 0.339469, 0.374801, 0.279658
10.640054, 0.344396, 0.379151, 0.269471
10.660054, 0.341955, 0.373714, 0.255867
10.680055, 0.342909, 0.359221, 0.239133
10.700055, 0.335963, 0.335608, 0.221534
10.720056, 0.332634, 0.315301, 0.212590
10.740056, 0.315145, 0.293507, 0.192572
10.760056, 0.282721, 0.266919, 0.164386
10.780057, 0.242906, 0.229501, 0.131806
10.800057, 0.202625, 0.189509, 0.095431
10.820058, 0.167138, 0.152113, 0.059478
10.840058, 0.124593, 0.108037, 0.016490
10.860059, 0.084335, 0.071130, -0.026632
10.880059, 0.036131, 0.031914, -0.078919
10.900060, -0.015424, -0.009654, -0.132516
10.920060, -0.060477, -0.042145, -0.176437
10.940061, -0.101468, -0.078897, -0.221845
10.960061, -0.137332, -0.116138, -0.264123
10.980062, -0.170023, -0.145921, -0.304248
11.000062, -0.196522, -0.170112, -0.336207
11.020062, -0.223553, -0.194924, -0.359710
11.040063, -0.247833, -0.226794, -0.378308
11.060063, -0.281545, -0.257465, -0.393554
11.080064, -0.323490, -0.289113, -0.410754
11.100064, -0.369120, -0.327152, -0.425246
11.120065, -0.408890, -0.355404, -0.439672
11.140065, -0.452322, -0.384611, -0.470698
11.160066, -0.500859, -0.417346, -0.490095
11.180066, -0.541628, -0.446952, -0.491272
11.200067, -0.538321, -0.453365, -0.436476
11.220067, -0.511534, -0.470077, -0.361796
11.240067, -0.468723, -0.463486, -0.279547
11.260068, -0.467680, -0.460645, -0.232830
11.280068, -0.503478, -0.470077, -0.211747
11.300069, -0.505964, -0.486456, -0.177391
11.320069, -0.493291, -0.487099, -0.133537
11.340070, -0.420386, -0.412596, -0.019108
11.360070, -0.385787, -0.410310, 0.012917
11.380071, -0.365036, -0.425668, -0.010231
11.400071, -0.293929, -0.385432, 0.016401
11.420072, -0.201049, -0.311084, 0.075302
11.440072, -0.067534, -0.183361, 0.179966
11.460073, 0.089217, -0.043876, 0.277727
11.480073, 0.228125, 0.077921, 0.343797
11.500073, 0.337805, 0.171954, 0.393976
11.520074, 0.413839, 0.232520, 0.379151
11.540074, 0.441248, 0.285140, 0.345195
11.560075, 0.444932, 0.333388, 0.302584
11.580075, 0.422028, 0.352142, 0.246945
11.600076, 0.427621, 0.378552, 0.226882
11.620076, 0.447284, 0.416502, 0.222200
11.640077, 0.474538, 0.476469, 0.231943
11.660077, 0.495111, 0.527624, 0.238223
11.680078, 0.503700, 0.559028, 0.246990
11.700078, 0.502213, 0.557785, 0.256910
11.720078, 0.489563, 0.529000, 0.248765
11.740079, 0.459757, 0.482039, 0.221423
11.760079, 0.414727, 0.422605, 0.181297
11.780080, 0.353540, 0.356403, 0.134780
11.800080, 0.288602, 0.289978, 0.100048
11.820081, 0.227104, 0.226061, 0.070863
11.840081, 0.166228, 0.162566, 0.038816
11.860082, 0.102511, 0.093967, 0.007080
11.880082, 0.036575, 0.022992, -0.029029
11.900083, -0.024768, -0.041124, -0.062230
11.920083, -0.081050, -0.100336, -0.086909
11.940084, -0.134958, -0.162611, -0.118290
11.960084, -0.182607, -0.210593, -0.150426
11.980084, -0.205466, -0.229013, -0.160413
12.000085, -0.220491, -0.237313, -0.165052
12.020085, -0.226461, -0.236603, -0.158039
12.040086, -0.226350, -0.224419, -0.146454
12.060086, -0.219825, -0.208063, -0.134958
12.080087, -0.210104, -0.188488, -0.129343
12.100087, -0.197543, -0.172265, -0.125703
