t_uk, uk1, uk2, uk3
2.759998, -0.001539, -0.001532, -0.000636
2.779998, -0.000623, -0.000209, -0.002833
2.799998, -0.001672, -0.000775, -0.001746
2.819998, -0.001531, -0.000663, -0.000651
2.839998, -0.001964, 0.000092, -0.001609
2.859998, -0.001003, -0.000538, -0.000819
2.879998, -0.001384, -0.000887, -0.001604
2.899998, -0.001236, -0.001178, -0.000929
2.919998, -0.002106, -0.000791, -0.001528
2.939998, -0.000467, 0.000072, -0.001976
2.959998, -0.001355, -0.000820, -0.000834
2.979998, -0.001743, -0.001110, -0.001280
2.999998, -0.000610, 0.000298, -0.001910
3.019998, -0.000274, 0.000279, -0.001757
3.039998, -0.001125, -0.000754, -0.001146
3.059998, -0.001039, -0.000860, -0.002004
3.079998, -0.001616, -0.000603, -0.001576
3.099998, -0.002156, -0.000836, -0.000793
3.119998, -0.001956, 0.000322, -0.001183
3.139998, -0.001141, -0.001815, -0.001223
3.159998, -0.001178, -0.001026, -0.001156
3.179998, -0.000663, 0.001063, -0.001807
3.199998, -0.000972, -0.000635, -0.002134
3.219998, -0.000681, -0.000143, -0.000483
3.239998, -0.001676, -0.000323, -0.000609
3.259998, -0.000554, -0.000856, -0.001911
3.279998, -0.000784, -0.000032, -0.002464
3.299998, -0.001580, -0.000535, -0.001516
3.319998, -0.001740, -0.000418, -0.001653
3.339998, -0.001654, -0.000511, -0.001733
3.359998, -0.000717, -0.001002, -0.001370
3.379997, -0.001796, -0.001494, -0.001632
3.399997, -0.001355, -0.001553, -0.000960
3.419997, -0.002733, -0.000486, 0.000179
3.439997, -0.001355, 0.000369, -0.001564
3.459997, -0.001298, -0.000827, -0.000166
3.479997, -0.001564, -0.000167, -0.002687
3.499997, -0.002344, -0.001045, -0.001747
3.519997, -0.001112, -0.000576, -0.002251
3.539997, -0.000920, 0.000068, -0.001837
3.559997, -0.001772, 0.000235, -0.001423
3.579997, -0.001966, -0.000052, -0.001139
3.599997, -0.000989, -0.000795, -0.000655
3.619997, -0.002411, -0.001281, -0.001763
3.639997, -0.001694, 0.000415, -0.001866
3.659997, -0.001332, -0.000115, -0.000945
