t, a_x, a_y, a_z, w_x, w_y, w_z
0.000000, -11385.000000, 322.000000, -10776.000000, -63.000000, 79.000000, 187.000000
0.020000, -11380.000000, 307.000000, -10748.000000, -74.000000, 81.000000, 182.000000
0.040000, -11406.000000, 327.000000, -10780.000000, -66.000000, 77.000000, 192.000000
0.060000, -11390.000000, 297.000000, -10767.000000, -69.000000, 81.000000, 191.000000
0.080000, -11376.000000, 301.000000, -10770.000000, -70.000000, 80.000000, 180.000000
0.100000, -11397.000000, 309.000000, -10787.000000, -55.000000, 76.000000, 186.000000
0.120000, -11399.000000, 313.000000, -10851.000000, -66.000000, 72.000000, 188.000000
0.140000, -11400.000000, 310.000000, -10771.000000, -63.000000, 79.000000, 201.000000
0.160000, -11388.000000, 303.000000, -10790.000000, -62.000000, 92.000000, 180.000000
0.180000, -11365.000000, 286.000000, -10778.000000, -69.000000, 80.000000, 177.000000
0.200000, -11381.000000, 321.000000, -10791.000000, -65.000000, 86.000000, 194.000000
0.220000, -11392.000000, 302.000000, -10762.000000, -68.000000, 79.000000, 180.000000
0.240000, -11409.000000, 314.000000, -10776.000000, -70.000000, 83.000000, 193.000000
0.260000, -11372.000000, 305.000000, -10777.000000, -72.000000, 80.000000, 193.000000
0.280000, -11362.000000, 315.000000, -10741.000000, -73.000000, 81.000000, 180.000000
0.300000, -11404.000000, 310.000000, -10783.000000, -69.000000, 89.000000, 192.000000
0.320000, -11395.000000, 309.000000, -10802.000000, -69.000000, 83.000000, 180.000000
0.340000, -11382.000000, 286.000000, -10805.000000, -62.000000, 81.000000, 195.000000
0.360000, -11374.000000, 309.000000, -10787.000000, -69.000000, 81.000000, 188.000000
0.380000, -11372.000000, 319.000000, -10788.000000, -61.000000, 81.000000, 190.000000
0.400000, -11386.000000, 316.000000, -10767.000000, -63.000000, 78.000000, 187.000000
0.420000, -11373.000000, 307.000000, -10771.000000, -67.000000, 70.000000, 184.000000
0.440000, -11385.000000, 301.000000, -10778.000000, -62.000000, 81.000000, 181.000000
0.460000, -11379.000000, 324.000000, -10806.000000, -68.000000, 89.000000, 194.000000
0.480000, -11361.000000, 298.000000, -10798.000000, -63.000000, 82.000000, 183.000000
0.500000, -11394.000000, 310.000000, -10782.000000, -70.000000, 77.000000, 183.000000
0.520000, -11394.000000, 336.000000, -10805.000000, -72.000000, 86.000000, 177.000000
0.540000, -11377.000000, 304.000000, -10801.000000, -64.000000, 86.000000, 184.000000
0.560000, -11400.000000, 328.000000, -10757.000000, -65.000000, 74.000000, 196.000000
0.580000, -11390.000000, 301.000000, -10831.000000, -71.000000, 76.000000, 183.000000
0.600000, -11379.000000, 304.000000, -10779.000000, -66.000000, 86.000000, 188.000000
0.620000, -11394.000000, 315.000000, -10752.000000, -73.000000, 79.000000, 190.000000
0.640000, -11398.000000, 295.000000, -10810.000000, -65.000000, 75.000000, 196.000000
0.660000, -11386.000000, 304.000000, -10824.000000, -66.000000, 79.000000, 202.000000
0.680000, -11364.000000, 307.000000, -10759.000000, -67.000000, 78.000000, 193.000000
0.700000, -11367.000000, 299.000000, -10791.000000, -61.000000, 79.000000, 177.000000
0.720000, -11373.000000, 322.000000, -10774.000000, -74.000000, 81.000000, 199.000000
0.740000, -11370.000000, 323.000000, -10779.000000, -72.000000, 77.000000, 191.000000
0.760000, -11397.000000, 312.000000, -10756.000000, -67.000000, 89.000000, 181.000000
0.780000, -11391.000000, 321.000000, -10812.000000, -72.000000, 86.000000, 185.000000
0.800000, -11395.000000, 313.000000, -10787.000000, -68.000000, 84.000000, 186.000000
0.820000, -11393.000000, 303.000000, -10782.000000, -63.000000, 86.000000, 194.000000
0.840000, -11386.000000, 309.000000, -10771.000000, -67.000000, 91.000000, 202.000000
0.860000, -11400.000000, 305.000000, -10779.000000, -62.000000, 79.000000, 184.000000
0.880000, -11414.000000, 310.000000, -10791.000000, -69.000000, 70.000000, 187.000000
0.900000, -11376.000000, 325.000000, -10786.000000, -65.000000, 76.000000, 182.000000
0.920000, -11392.000000, 314.000000, -10765.000000, -75.000000, 89.000000, 190.000000
0.940000, -11385.000000, 281.000000, -10766.000000, -74.000000, 81.000000, 183.000000
0.960000, -11401.000000, 299.000000, -10792.000000, -69.000000, 73.000000, 183.000000
0.980000, -11398.000000, 296.000000, -10787.000000, -63.000000, 83.000000, 196.000000
1.000000, -11372.000000, 323.000000, -10800.000000, -62.000000, 84.000000, 188.000000
1.020000, -11387.000000, 320.000000, -10772.000000, -77.000000, 84.000000, 190.000000
1.040000, -11391.000000, 309.000000, -10808.000000, -74.000000, 81.000000, 193.000000
1.060000, -11384.000000, 288.000000, -10772.000000, -69.000000, 87.000000, 191.000000
1.080000, -11399.000000, 298.000000, -10807.000000, -69.000000, 79.000000, 200.000000
1.100000, -11383.000000, 297.000000, -10788.000000, -68.000000, 74.000000, 182.000000
1.120000, -11384.000000, 292.000000, -10766.000000, -63.000000, 80.000000, 187.000000
1.140000, -11394.000000, 327.000000, -10761.000000, -63.000000, 79.000000, 184.000000
1.159999, -11388.000000, 307.000000, -10813.000000, -61.000000, 90.000000, 176.000000
1.179999, -11387.000000, 318.000000, -10790.000000, -59.000000, 90.000000, 176.000000
1.199999, -11403.000000, 337.000000, -10790.000000, -68.000000, 76.000000, 181.000000
1.219999, -11400.000000, 300.000000, -10779.000000, -66.000000, 77.000000, 179.000000
1.239999, -11376.000000, 283.000000, -10770.000000, -66.000000, 83.000000, 191.000000
1.259999, -11409.000000, 305.000000, -10759.000000, -70.000000, 83.000000, 195.000000
1.279999, -11391.000000, 300.000000, -10784.000000, -54.000000, 89.000000, 185.000000
1.299999, -11393.000000, 285.000000, -10767.000000, -66.000000, 81.000000, 191.000000
1.319999, -11391.000000, 289.000000, -10769.000000, -69.000000, 95.000000, 181.000000
1.339999, -11390.000000, 285.000000, -10790.000000, -75.000000, 86.000000, 185.000000
1.359999, -11386.000000, 294.000000, -10811.000000, -66.000000, 84.000000, 177.000000
1.379999, -11374.000000, 307.000000, -10803.000000, -72.000000, 81.000000, 201.000000
1.399999, -11407.000000, 292.000000, -10777.000000, -63.000000, 79.000000, 190.000000
1.419999, -11395.000000, 319.000000, -10761.000000, -67.000000, 86.000000, 176.000000
1.439999, -11391.000000, 330.000000, -10777.000000, -65.000000, 75.000000, 181.000000
1.459999, -11403.000000, 309.000000, -10767.000000, -65.000000, 78.000000, 195.000000
1.479999, -11384.000000, 303.000000, -10795.000000, -74.000000, 79.000000, 188.000000
1.499999, -11424.000000, 306.000000, -10791.000000, -65.000000, 83.000000, 192.000000
1.519999, -11404.000000, 286.000000, -10760.000000, -71.000000, 79.000000, 195.000000
1.539999, -11405.000000, 292.000000, -10755.000000, -74.000000, 81.000000, 191.000000
1.559999, -11407.000000, 304.000000, -10776.000000, -70.000000, 83.000000, 190.000000
1.579999, -11394.000000, 315.000000, -10760.000000, -66.000000, 87.000000, 185.000000
1.599999, -11395.000000, 316.000000, -10775.000000, -67.000000, 89.000000, 187.000000
1.619999, -11391.000000, 313.000000, -10767.000000, -74.000000, 89.000000, 199.000000
1.639999, -11407.000000, 313.000000, -10765.000000, -63.000000, 83.000000, 194.000000
1.659999, -11402.000000, 309.000000, -10802.000000, -73.000000, 80.000000, 188.000000
1.679999, -11387.000000, 300.000000, -10812.000000, -64.000000, 84.000000, 184.000000
