t_g, g1, g2, g3
0.000000, -9.429085, 0.069792, 0.268767
0.020000, -9.676484, 0.009961, 0.397877
0.040000, -9.443458, -0.099481, -0.051077
0.060000, -9.756782, -0.287823, 0.147533
0.080000, -9.261488, -0.073954, 0.008707
0.100000, -9.878937, 0.227914, 0.108145
0.120000, -9.413967, -0.062677, -0.021899
0.140000, -9.661489, -0.140415, 0.070902
0.160000, -9.488684, -0.276163, 0.232349
0.180000, -9.814699, -0.198846, -0.206746
0.200000, -9.345425, -0.261636, 0.038165
0.220000, -9.839645, -0.049627, -0.186870
0.240000, -9.551527, -0.290317, -0.256438
0.260000, -9.789503, -0.220198, 0.068969
0.280000, -9.707492, -0.143452, 0.198019
0.300000, -9.718723, 0.074750, 0.005101
0.320000, -9.533372, -0.258548, 0.191186
0.340000, -9.830857, -0.210302, 0.301897
0.360000, -9.405867, -0.404476, 0.222055
0.380000, -9.740090, -0.081675, 0.067596
0.400000, -9.837206, -0.234605, 0.040710
0.420000, -9.599164, -0.312383, 0.047485
0.440000, -9.656380, -0.283303, -0.031790
0.460000, -9.834785, -0.128042, -0.150107
0.480000, -9.570365, -0.159825, -0.013497
0.500000, -9.504889, -0.079508, 0.328214
0.520000, -9.594374, 0.319897, -0.165762
0.540000, -9.553858, 0.283153, 0.649270
0.560000, -10.015554, -0.191048, 0.184317
0.580000, -9.859246, -0.466834, 0.372339
0.600000, -9.601787, 0.010760, 0.281567
0.620000, -9.677813, 0.136163, 0.480234
0.640000, -9.589820, -0.028240, -0.288453
0.660000, -9.575277, 0.045756, 0.143899
0.680000, -9.802760, -0.268276, 0.086721
0.700000, -9.920700, -0.118590, 0.191344
0.720000, -9.581715, -0.058787, 0.199193
0.740000, -9.815857, -0.114522, -0.043260
0.760000, -9.523002, -0.028854, 0.005194
0.780000, -9.783315, 0.078037, 0.289813
0.800000, -9.530485, 0.054222, 0.583798
0.820000, -9.249916, 0.106069, -0.198406
0.840000, -9.445172, -0.404423, 0.227608
0.860000, -9.810000, 0.000000, 0.000000
0.880000, -9.802558, -0.010172, -0.006791
0.900000, -9.795584, -0.008416, -0.008465
0.920000, -9.787649, -0.013060, -0.001262
0.940000, -9.783835, -0.016085, -0.004686
0.960000, -9.785933, -0.022075, -0.000494
0.980000, -9.783309, -0.027032, -0.000262
1.000000, -9.776111, -0.027863, -0.002448
1.020000, -9.775062, -0.034459, 0.000673
1.040000, -9.768373, -0.027180, -0.000236
1.060000, -9.763003, -0.027483, 0.006170
1.080000, -9.755491, -0.032650, 0.005467
1.100000, -9.762249, -0.033653, 0.010573
1.120000, -9.759885, -0.038207, 0.011832
1.140000, -9.761789, -0.042074, 0.019843
1.159999, -9.757643, -0.042315, 0.022631
1.179999, -9.758662, -0.043330, 0.020252
1.199999, -9.751469, -0.044167, 0.027127
1.219999, -9.755266, -0.042002, 0.023200
1.239999, -9.752154, -0.048353, 0.027615
1.259999, -9.752519, -0.053931, 0.034763
1.279999, -9.749437, -0.055334, 0.036209
1.299999, -9.747927, -0.059101, 0.037550
1.319999, -9.741757, -0.065735, 0.043768
1.339999, -9.737056, -0.067878, 0.052853
1.359999, -9.734689, -0.072722, 0.055792
1.379999, -9.728400, -0.067664, 0.061097
1.399999, -9.728161, -0.065140, 0.061010
1.419999, -9.722813, -0.066368, 0.066182
1.439999, -9.719927, -0.067862, 0.066252
1.459999, -9.724343, -0.070108, 0.062270
1.479999, -9.714924, -0.067292, 0.059357
1.499999, -9.718304, -0.066670, 0.063597
1.519999, -9.709408, -0.072721, 0.066071
1.539999, -9.716017, -0.072044, 0.062006
1.559999, -9.716310, -0.071391, 0.063764
1.579999, -9.714649, -0.069933, 0.068880
1.599999, -9.710071, -0.073417, 0.074250
1.619999, -9.713903, -0.070105, 0.082024
1.639999, -4.049728, 5.593131, 5.746199
1.659999, -4.051067, 5.590654, 5.744081
1.679999, -4.055246, 5.587161, 5.744537
1.699999, -4.054133, 5.591205, 5.746258
1.719999, -4.052354, 5.594438, 5.750439
1.739999, -4.057005, 5.593833, 5.746913
1.759999, -4.057226, 5.599602, 5.748088
1.779999, -4.056739, 5.601397, 5.747354
1.799999, -4.051656, 5.601844, 5.749338
1.819999, -4.050649, 5.600914, 5.748226
1.839999, -4.047047, 5.607049, 5.754081
1.859999, -4.044471, 5.605886, 5.751420
1.879999, -4.041654, 5.605730, 5.755089
1.899999, -4.039064, 5.602378, 5.755047
1.919999, -4.038584, 5.605400, 5.756126
1.939999, -4.038800, 5.601935, 5.763510
1.959999, -4.036173, 5.596836, 5.764321
1.979999, -4.036197, 5.594882, 5.759322
1.999999, -4.039769, 5.595448, 5.771038
2.019999, -4.043749, 5.600017, 5.767122
2.039999, -4.045172, 5.601897, 5.767163
2.059999, -4.039950, 5.603902, 5.765446
2.079999, -4.036480, 5.601436, 5.772264
2.099999, -4.039077, 5.600499, 5.773109
2.119999, -4.032427, 5.596879, 5.764094
2.139999, -4.034084, 5.594165, 5.765215
2.159999, -4.030522, 5.589551, 5.766010
2.179999, -4.036864, 5.588380, 5.768800
2.199999, -4.034558, 5.588349, 5.761977
2.219999, -4.035092, 5.591643, 5.764666
2.239999, -4.035362, 5.594577, 5.766374
2.259999, -4.038994, 5.591683, 5.762167
2.279999, -4.037668, 5.594041, 5.769589
2.299999, -4.047690, 5.592950, 5.766950
2.319999, -4.041162, 5.591793, 5.773462
2.339998, -4.044986, 5.582386, 5.768291
2.359998, -4.040902, 5.586668, 5.765648
2.379998, -4.041559, 5.589074, 5.771863
2.399998, -4.039476, 5.588242, 5.773420
2.419998, -4.029065, 5.581239, 5.772935
2.439998, -4.028382, 5.578084, 5.773248
2.459998, -4.028775, 5.580392, 5.770976
2.479998, -4.027231, 5.574858, 5.771103
2.499998, -4.022317, 5.572881, 5.766180
2.519998, -4.021345, 5.573043, 5.765004
2.539998, -4.020281, 5.575442, 5.766896
2.559998, -4.022691, 5.570340, 5.771129
2.579998, -4.016939, 5.570154, 5.773548
2.599998, -4.012544, 5.570655, 5.772099
2.619998, -4.011768, 5.567727, 5.776923
2.639998, -4.013291, 5.563911, 5.776508
2.659998, -4.013194, 5.564998, 5.778567
2.679998, -4.012880, 5.569307, 5.778732
2.699998, -4.013165, 5.569958, 5.780883
2.719998, -4.004076, 5.575552, 5.782214
2.739998, -4.002133, 5.569503, 5.782411
2.759998, -3.997037, 5.574209, 5.779260
2.779998, -3.995915, 5.578946, 5.779167
2.799998, -3.999255, 5.583176, 5.774514
2.819998, -3.999347, 5.578238, 5.774898
2.839998, -3.994457, 5.581905, 5.775712
2.859998, -3.994302, 5.586634, 5.778543
2.879998, -3.995062, 5.587875, 5.777683
2.899998, -3.996801, 5.587595, 5.777274
2.919998, -3.995929, 5.582635, 5.778703
2.939998, -3.996786, 5.580020, 5.775646
2.959998, -3.996752, 5.578152, 5.771053
2.979998, -3.991275, 5.577311, 5.768870
2.999998, -3.991860, 5.582161, 5.766299
3.019998, -3.990249, 5.584919, 5.765161
3.039998, -3.990303, 5.584324, 5.766828
3.059998, -3.988587, 5.583312, 5.761254
3.079998, -3.989009, 5.578815, 5.756915
3.099998, -3.978537, 5.581991, 5.755976
3.119998, -3.979318, 5.580381, 5.760887
3.139998, -3.977415, 5.583935, 5.750988
3.159998, -3.982190, 5.586991, 5.745767
3.179998, -3.983991, 5.578226, 5.747014
3.199998, -3.979846, 5.577274, 5.746293
3.219998, -3.983219, 5.578196, 5.747394
