t_uk, uk1, uk2, uk3
0.000000, -0.001844, -0.000289, -0.003087
0.020000, -0.002096, -0.000192, -0.001806
0.040000, -0.001091, -0.001615, -0.002084
0.060000, -0.001973, -0.000716, -0.001992
0.080000, -0.001592, -0.001043, -0.001218
0.100000, -0.000829, -0.000605, -0.001429
0.120000, -0.002440, -0.000914, -0.001284
0.140000, -0.002093, -0.000588, -0.001168
0.160000, -0.000918, -0.000454, -0.001706
0.180000, -0.000507, -0.000877, -0.001097
0.200000, -0.002320, -0.000874, -0.001523
0.220000, -0.001220, -0.000256, -0.001766
0.240000, -0.000984, 0.000338, -0.001246
0.260000, -0.001617, -0.001515, -0.001849
0.280000, -0.000849, -0.000147, -0.002073
0.300000, -0.001441, -0.000396, -0.002155
0.320000, -0.002336, -0.000696, -0.002217
0.340000, -0.001037, -0.000366, -0.002283
0.360000, -0.000864, 0.000059, -0.000679
0.380000, -0.002187, -0.001606, -0.001108
0.400000, -0.002164, -0.001391, -0.002738
0.420000, -0.001033, -0.000582, -0.001740
0.440000, -0.001375, -0.000661, -0.002154
0.460000, -0.001489, 0.000037, -0.000057
0.480000, -0.001934, -0.000191, -0.002891
0.500000, -0.001162, -0.000548, -0.001413
0.520000, -0.001631, -0.000758, -0.001455
0.540000, -0.001024, -0.000520, -0.001979
0.560000, -0.001863, -0.000889, -0.002413
0.580000, -0.001269, -0.001434, -0.001451
0.600000, -0.001356, -0.000893, -0.001497
0.620000, -0.000874, -0.000802, -0.001144
0.640000, -0.002764, -0.000579, -0.000691
0.660000, -0.002134, -0.000752, -0.001706
0.680000, -0.001775, -0.001515, -0.000398
0.700000, -0.001751, -0.001010, -0.002391
0.720000, -0.001235, -0.001448, -0.001654
0.740000, -0.001018, -0.000831, -0.001589
0.760000, -0.001781, -0.000676, -0.001457
0.780000, -0.001966, -0.000771, -0.000838
0.800000, -0.001698, -0.000638, -0.002110
0.820000, -0.001334, -0.001318, -0.001846
0.840000, -0.002882, -0.000750, -0.001446
0.860000, -0.001532, -0.000797, 0.000466
0.880000, -0.001237, -0.000206, -0.001646
0.900000, -0.001073, -0.000494, -0.001823
0.920000, -0.001655, -0.000674, -0.001727
0.940000, -0.001284, -0.000743, -0.001577
0.960000, -0.001082, -0.000265, -0.001423
0.980000, -0.001212, 0.000133, -0.000670
1.000000, -0.001304, -0.000638, -0.000703
1.020000, -0.002994, -0.000816, -0.001582
1.040000, -0.001944, -0.000285, -0.001687
1.060000, -0.000049, -0.001323, -0.001679
1.080000, -0.000694, -0.001349, -0.002064
1.100000, -0.001732, -0.001206, -0.001136
1.120000, -0.002604, -0.001072, -0.000775
1.140000, -0.001127, -0.001121, -0.001435
1.159999, -0.000716, -0.000939, -0.001171
1.179999, -0.000522, -0.001452, -0.001610
1.199999, -0.001435, -0.000240, -0.001158
1.219999, -0.001598, -0.000404, -0.002986
1.239999, -0.000652, 0.000264, -0.002064
1.259999, -0.002280, -0.001442, -0.002436
1.279999, -0.001805, -0.000985, -0.000188
1.299999, -0.001343, -0.001107, -0.000773
1.319999, -0.001387, -0.001095, -0.001712
1.339999, -0.001865, -0.001042, -0.001031
1.359999, -0.001501, 0.000506, -0.000780
1.379999, -0.002607, -0.000872, -0.001523
1.399999, -0.001485, 0.000398, -0.001205
1.419999, -0.001358, -0.000566, -0.002174
1.439999, -0.001486, -0.000659, -0.001593
1.459999, -0.001439, -0.000554, -0.000451
1.479999, -0.001561, -0.000567, -0.001666
1.499999, -0.001343, -0.000140, -0.001244
1.519999, -0.001259, -0.000020, -0.001024
1.539999, -0.002091, -0.000608, -0.001538
1.559999, -0.002158, -0.000754, -0.001917
