t, ur1, ur2, ur3
4.239997, -46.444698, 24.050303, 16.629507
4.259997, -46.957394, 19.482464, 23.289158
4.279997, -44.914726, 9.818859, 26.894375
4.299997, -41.844570, 1.699826, 32.035824
4.319997, -44.904449, 15.048067, 21.842602
4.339997, -44.897903, 4.873382, 29.529552
4.359997, -43.873535, 4.888118, 27.496704
4.379997, -50.509342, 0.810237, 32.613922
4.399997, -42.328899, 5.924461, 16.258427
4.419997, -46.430962, 1.304689, 28.502897
4.439997, -47.997299, -1.794907, 31.029060
4.459997, -48.008240, 6.366448, 28.964680
4.479997, -52.613300, -3.358915, 35.590576
4.499997, -51.084469, -5.419116, 34.549473
4.519997, -49.046371, -2.355096, 38.105576
4.539997, -50.074413, -6.438981, 35.536423
4.559997, -49.575211, -9.507329, 35.521530
4.579997, -46.533672, -10.035471, 37.023346
4.599997, -49.628742, -16.188757, 41.080666
4.619997, -49.656815, -16.208620, 42.074253
4.639997, -47.125641, -15.205667, 38.469818
4.659997, -46.640644, -16.763771, 36.400150
4.679996, -47.186543, -16.285210, 34.837257
4.699996, -44.157940, -16.325157, 36.336391
4.719996, -46.741756, -16.355606, 31.199223
4.739996, -39.612938, -15.872028, 34.752480
4.759996, -37.082973, -13.339856, 31.666994
4.779996, -36.587769, -9.773405, 29.625607
4.799996, -33.535645, -12.339499, 30.149887
4.819996, -32.520817, -7.745827, 24.546209
4.839996, -31.502361, -7.236861, 25.080715
4.859996, -23.848053, -5.203258, 12.327439
4.879996, -22.327133, -0.613602, 14.903067
4.899996, -17.240452, -4.718282, 13.393332
4.919996, -15.207380, 7.028245, 17.518852
4.939996, 7.802373, 1.936436, 2.756786
4.959996, -17.210867, 17.299477, -4.314064
4.979996, 7.326563, 16.286453, 16.703411
4.999996, -5.932749, 41.331738, -21.045572
5.019996, -21.702917, 35.749271, -8.161057
5.039996, 0.304405, 13.241009, -19.351822
5.059996, -10.894727, 36.760590, -20.860435
5.079996, -6.800966, 33.211658, -22.380821
5.099996, -8.818269, 34.770092, -20.830008
5.119996, -10.311768, 36.336781, -16.723841
5.139996, -24.565599, 41.998409, -13.637305
5.159996, -8.146370, 5.252373, -18.730602
5.179996, -8.607787, 46.699364, -10.052401
5.199996, -33.094639, 24.795778, 3.238515
5.219996, -7.457681, 19.262877, -18.690033
5.239996, -33.462700, 42.836880, -1.826396
5.259996, -28.836981, 9.648285, -0.297032
5.279996, -29.799719, 6.117077, 9.926823
5.299996, -31.807899, -14.786412, 12.971424
5.319996, -42.006565, 1.623341, 26.227007
5.339996, -54.755024, -3.427854, 12.402424
5.359996, -79.759544, 2.732267, 42.515125
5.379996, -48.076649, 13.425007, 25.054237
5.399996, -60.323997, -0.921659, 61.284420
5.419996, -64.399117, -0.423878, 58.216267
5.439996, -70.999603, -5.491918, 53.139748
5.459996, -70.996475, -7.004637, 50.588219
5.479996, -67.971504, -8.049868, 50.043102
5.499996, -68.552086, -8.103287, 51.527676
5.519996, -65.062218, -7.661011, 44.831894
5.539996, -62.096466, -7.749518, 42.216469
5.559996, -58.132313, -6.326039, 39.075699
5.579996, -54.675831, -5.928039, 37.470592
5.599996, -49.684845, -6.549770, 28.712009
5.619996, -46.720253, -4.597373, 29.674564
5.639996, -40.693722, -3.666670, 27.563025
5.659996, -38.733959, 1.377978, 21.383844
5.679996, -31.139139, -0.214781, 13.678857
5.699996, -24.568567, 7.892667, 15.683288
5.719995, -21.572525, 9.873684, 9.013700
5.739995, -13.443704, 1.146524, 8.500427
5.759995, -19.107077, 19.513868, 3.398876
5.779995, -8.907202, 2.125575, 6.486665
5.799995, -9.935576, 18.984623, 0.886955
5.819995, -7.371113, 17.973724, -42.518543
5.839995, 9.969310, 19.974632, 2.442817
5.859995, -3.868457, 28.613039, -16.479633
