t, uk1, uk2, uk3)
6.919994, -0.038039, -0.037906, -0.018265
6.939994, -0.059789, -0.056637, -0.040037
6.959994, -0.083203, -0.076389, -0.060721
6.979994, -0.096142, -0.086132, -0.074858
6.999994, -0.104686, -0.092702, -0.093989
7.019994, -0.112187, -0.098028, -0.114673
7.039994, -0.115916, -0.100048, -0.129831
7.059994, -0.113963, -0.094899, -0.136311
7.079994, -0.105130, -0.083713, -0.130386
7.099994, -0.096408, -0.074037, -0.127789
7.119994, -0.094810, -0.073726, -0.128233
7.139994, -0.097384, -0.076345, -0.130608
7.159994, -0.098006, -0.076323, -0.132605
7.179994, -0.105574, -0.084823, -0.136023
7.199994, -0.110501, -0.093101, -0.133759
7.219994, -0.109213, -0.097961, -0.120199
7.239994, -0.109058, -0.101601, -0.107149
7.259994, -0.105707, -0.099781, -0.090393
7.279994, -0.104974, -0.105041, -0.078631
7.299994, -0.105551, -0.107615, -0.064139
7.319994, -0.103399, -0.102977, -0.049979
7.339994, -0.112276, -0.113896, -0.046650
7.359994, -0.129454, -0.127279, -0.045629
7.379994, -0.139796, -0.131185, -0.040259
7.399994, -0.142503, -0.136134, -0.026321
7.419994, -0.138264, -0.139308, -0.009898
7.439994, -0.129165, -0.135690, 0.004461
7.459994, -0.118446, -0.123595, 0.015269
7.479994, -0.100225, -0.105529, 0.033423
7.499994, -0.069399, -0.084779, 0.054440
7.519994, -0.035199, -0.061853, 0.075169
7.539994, 0.001953, -0.028274, 0.098672
7.559994, 0.042567, 0.014537, 0.126502
7.579994, 0.078453, 0.057525, 0.145544
7.599994, 0.104908, 0.087553, 0.161989
7.619994, 0.130275, 0.110967, 0.178235
7.639994, 0.146831, 0.129764, 0.178013
7.659994, 0.161057, 0.147319, 0.181786
7.679994, 0.170378, 0.154688, 0.184582
7.699994, 0.189775, 0.165806, 0.191395
7.719994, 0.205510, 0.178323, 0.192572
7.739994, 0.206087, 0.184116, 0.183916
7.759994, 0.198941, 0.185936, 0.168492
7.779994, 0.200894, 0.193948, 0.156885
7.799994, 0.218848, 0.211036, 0.158327
7.819993, 0.237313, 0.227437, 0.157684
7.839993, 0.252715, 0.242684, 0.151603
7.859993, 0.259751, 0.249253, 0.144279
7.879993, 0.255512, 0.248432, 0.127101
