t, phi, uk, ur, tm
3.700000, -0.011012, 0.006106, 34.547806, 0.014177
3.720000, -0.010982, 0.005024, 32.502720, 0.010328
3.740000, -0.010951, 0.006153, 31.992861, 0.010168
3.760000, -0.010344, 0.009325, 31.996033, 0.014347
3.780000, -0.010228, 0.010445, 32.508141, 0.016263
3.800000, -0.009823, 0.006451, 31.993158, 0.015126
3.820000, -0.010332, -0.000710, 35.562962, 0.015373
3.840000, -0.010468, -0.008918, 31.466742, 0.003800
3.860000, -0.010888, -0.011663, 31.975044, 0.001487
3.880000, -0.011464, -0.005158, 32.492538, 0.003159
3.900000, -0.011309, 0.003088, 33.011768, 0.008819
3.920000, -0.011707, 0.008128, 32.505821, 0.008792
3.940000, -0.011574, 0.009481, 31.996189, 0.009181
3.960000, -0.010681, 0.008387, 31.484047, 0.011580
3.980000, -0.010592, 0.001100, 32.498795, 0.010019
4.000000, -0.011245, -0.008387, 32.489307, 0.002469
4.020000, -0.011260, -0.015779, 32.481915, -0.001307
4.040000, -0.011941, -0.019449, 33.500217, -0.004336
4.060000, -0.012621, -0.017368, 32.480328, -0.007909
4.080000, -0.012435, -0.010765, 31.975943, -0.004660
4.100000, -0.012777, -0.006213, 32.491482, -0.002973
4.120000, -0.013133, -0.003303, 31.472357, -0.004745
4.140000, -0.013505, -0.003107, 33.005573, -0.003658
4.160000, -0.013194, -0.005089, 29.426565, -0.009341
4.180000, -0.012787, -0.007706, 32.489990, -0.003766
4.200000, -0.012691, -0.013482, 28.907185, -0.012272
4.220000, -0.013575, -0.016966, 31.969742, -0.012635
4.240000, -0.014459, -0.014259, 26.351416, -0.024496
4.260000, -0.015185, -0.005141, 29.426514, -0.017858
4.280000, -0.015431, 0.008356, 26.885017, -0.016426
4.300000, -0.014573, 0.018217, 29.960918, -0.002656
4.320000, -0.014198, 0.020782, 26.386457, -0.005783
4.340000, -0.013535, 0.016156, 26.892817, -0.004419
4.360000, -0.013036, 0.012001, 26.888662, -0.004380
4.380000, -0.013170, 0.006704, 28.927372, -0.004174
4.400000, -0.012834, -0.000141, 27.898554, -0.007898
4.420000, -0.012343, -0.003020, 29.428633, -0.004673
4.440000, -0.012773, -0.003326, 29.939375, -0.005800
4.460000, -0.012422, -0.003508, 26.873152, -0.009548
4.480000, -0.013126, 0.003643, 26.369318, -0.009822
4.500000, -0.012666, 0.012589, 26.889250, -0.002507
4.520000, -0.012442, 0.020148, 23.830830, -0.002909
4.540000, -0.012446, 0.024122, 26.900784, 0.004226
4.560000, -0.011224, 0.025404, 23.325100, 0.004067
4.580000, -0.009739, 0.023124, 24.344793, 0.010972
4.600000, -0.009292, 0.019840, 23.830523, 0.010370
4.620000, -0.009521, 0.013120, 24.334787, 0.006876
4.640000, -0.010360, 0.010954, 21.266644, -0.002946
4.660000, -0.010348, 0.015473, 24.337141, 0.004531
4.680000, -0.010254, 0.024430, 23.324125, 0.007712
4.700000, -0.010740, 0.031023, 21.286713, 0.005515
4.720000, -0.010148, 0.037984, 21.293673, 0.011537
4.740000, -0.010310, 0.045102, 21.811777, 0.015280
4.760000, -0.009614, 0.047306, 22.324968, 0.020216
4.780000, -0.007841, 0.043962, 21.299652, 0.024380
4.800000, -0.006392, 0.038452, 24.360121, 0.032945
4.820000, -0.004747, 0.025902, 23.325598, 0.031939
4.840000, -0.004632, 0.009315, 23.819996, 0.024956
4.860000, -0.004889, -0.005386, 27.382322, 0.022493
4.880000, -0.005200, -0.015779, 29.415874, 0.019384
4.900000, -0.005200, -0.023078, 27.364630, 0.012280
4.920000, -0.005055, -0.023787, 29.407866, 0.015977
4.940000, -0.005162, -0.020978, 28.899691, 0.016076
4.960000, -0.006263, -0.023672, 29.407982, 0.010885
4.980000, -0.007039, -0.022743, 29.408911, 0.008042
5.000000, -0.007994, -0.023267, 29.919434, 0.004563
5.020000, -0.008763, -0.021930, 31.964777, 0.005394
5.040000, -0.009156, -0.021529, 29.921173, 0.000484
5.060000, -0.009285, -0.023576, 32.474117, 0.003200
5.080000, -0.009114, -0.024250, 30.940424, 0.001012
5.100000, -0.009479, -0.026396, 32.471298, 0.000958
5.120000, -0.009915, -0.025366, 32.472328, -0.000388
5.140000, -0.010818, -0.023966, 32.984715, -0.002675
5.160000, -0.011046, -0.021094, 32.476601, -0.003064
5.180000, -0.010961, -0.021082, 32.987598, -0.001836
5.200000, -0.012081, -0.024469, 32.473225, -0.009173
5.220000, -0.011985, -0.025828, 29.916872, -0.013742
