1.0148,0.020098,3.2772e-07,0,0,0
1.4791,1.0147,3.2843e-05,0,0,0
0.001369,0.0018642,0.99814,0,0,0
0,0,0,1,0,0
0,0,0,0,1,0
0,0,0,0,0,1
