time, x1__dd, x2__dd, y1__dd, y2__dd, phi1__d, phi2__d
0.020000, 5068.000000, 5220.000000, 15822.000000, 15824.000000, -137.000000, 32.000000
0.040000, 5170.000000, 5180.000000, 15810.000000, 15780.000000, -145.000000, 31.000000
0.060000, 5184.000000, 5182.000000, 15842.000000, 15800.000000, -132.000000, 31.000000
0.080000, 5120.000000, 5104.000000, 15792.000000, 15792.000000, -127.000000, 43.000000
0.100000, 5040.000000, 5200.000000, 15844.000000, 15760.000000, -117.000000, 26.000000
0.120000, 5172.000000, 5188.000000, 15706.000000, 15710.000000, -132.000000, 30.000000
0.140000, 5018.000000, 5216.000000, 15820.000000, 15678.000000, -137.000000, 31.000000
0.160000, 5062.000000, 5184.000000, 15798.000000, 15710.000000, -131.000000, 32.000000
0.180000, 5064.000000, 5216.000000, 15762.000000, 15692.000000, -138.000000, 40.000000
0.200000, 5064.000000, 5110.000000, 15770.000000, 15762.000000, -145.000000, 39.000000
0.220000, 5022.000000, 5124.000000, 15742.000000, 15766.000000, -130.000000, 37.000000
0.240000, 5006.000000, 5178.000000, 15836.000000, 15708.000000, -123.000000, 32.000000
0.260000, 5054.000000, 5206.000000, 15768.000000, 15776.000000, -124.000000, 26.000000
0.280000, 5084.000000, 5128.000000, 15806.000000, 15776.000000, -128.000000, 35.000000
0.300000, 5146.000000, 5056.000000, 15824.000000, 15814.000000, -138.000000, 35.000000
0.320000, 5022.000000, 5188.000000, 15780.000000, 15800.000000, -143.000000, 31.000000
0.340000, 5098.000000, 5242.000000, 15814.000000, 15742.000000, -137.000000, 32.000000
0.360000, 5020.000000, 5244.000000, 15862.000000, 15742.000000, -136.000000, 28.000000
0.380000, 5090.000000, 5096.000000, 15810.000000, 15750.000000, -123.000000, 51.000000
0.400000, 5088.000000, 5228.000000, 15768.000000, 15774.000000, -137.000000, 34.000000
0.420000, 5130.000000, 5170.000000, 15852.000000, 15704.000000, -129.000000, 53.000000
0.440000, 5080.000000, 5118.000000, 15774.000000, 15770.000000, -136.000000, 35.000000
0.460000, 5104.000000, 5126.000000, 15748.000000, 15744.000000, -136.000000, 48.000000
0.480000, 5094.000000, 5326.000000, 15848.000000, 15778.000000, -126.000000, 38.000000
0.500000, 5160.000000, 5256.000000, 15790.000000, 15708.000000, -147.000000, 43.000000
0.520000, 5140.000000, 5164.000000, 15736.000000, 15798.000000, -130.000000, 42.000000
0.540000, 5140.000000, 5154.000000, 15738.000000, 15800.000000, -135.000000, 6.000000
0.560000, 5086.000000, 5222.000000, 15686.000000, 15740.000000, -123.000000, 24.000000
0.580000, 5094.000000, 5222.000000, 15846.000000, 15774.000000, -128.000000, 40.000000
0.600000, 5076.000000, 5108.000000, 15772.000000, 15730.000000, -141.000000, 35.000000
0.620000, 5086.000000, 5146.000000, 15812.000000, 15786.000000, -139.000000, 24.000000
0.640000, 5084.000000, 5192.000000, 15826.000000, 15758.000000, -137.000000, 38.000000
0.660000, 5068.000000, 5206.000000, 15860.000000, 15728.000000, -146.000000, 42.000000
0.680000, 5076.000000, 5162.000000, 15874.000000, 15708.000000, -134.000000, 38.000000
0.700000, 5042.000000, 5232.000000, 15818.000000, 15784.000000, -135.000000, 46.000000
0.720000, 5056.000000, 5224.000000, 15790.000000, 15760.000000, -116.000000, 53.000000
0.740000, 5102.000000, 5224.000000, 15778.000000, 15730.000000, -130.000000, 27.000000
0.760000, 5024.000000, 5132.000000, 15760.000000, 15726.000000, -129.000000, 33.000000
0.780000, 5102.000000, 5272.000000, 15886.000000, 15790.000000, -139.000000, 30.000000
0.800000, 5100.000000, 5214.000000, 15708.000000, 15714.000000, -146.000000, 44.000000
0.820000, 5158.000000, 5200.000000, 15788.000000, 15686.000000, -138.000000, 26.000000
0.840000, 5100.000000, 5206.000000, 15732.000000, 15740.000000, -130.000000, 36.000000
0.860000, 5034.000000, 5116.000000, 15846.000000, 15680.000000, -129.000000, 39.000000
0.880000, 5126.000000, 5264.000000, 15824.000000, 15814.000000, -139.000000, 42.000000
0.900000, 5116.000000, 5198.000000, 15708.000000, 15768.000000, -128.000000, 25.000000
0.920000, 5084.000000, 5128.000000, 15696.000000, 15784.000000, -119.000000, 47.000000
0.940000, 5040.000000, 5134.000000, 15784.000000, 15682.000000, -119.000000, 40.000000
0.960000, 5106.000000, 5232.000000, 15786.000000, 15728.000000, -139.000000, 30.000000
0.980000, 5142.000000, 5260.000000, 15780.000000, 15750.000000, -137.000000, 31.000000
1.000000, 5138.000000, 5148.000000, 15756.000000, 15702.000000, -147.000000, 12.000000
1.020000, 5040.000000, 5220.000000, 15840.000000, 15666.000000, -123.000000, 45.000000
1.040000, 5092.000000, 5238.000000, 15770.000000, 15824.000000, -134.000000, 48.000000
1.060000, 5098.000000, 5252.000000, 15804.000000, 15662.000000, -133.000000, 36.000000
1.080000, 5102.000000, 5122.000000, 15760.000000, 15780.000000, -135.000000, 36.000000
1.100000, 5112.000000, 5192.000000, 15796.000000, 15720.000000, -134.000000, 43.000000
1.120000, 5090.000000, 5068.000000, 15820.000000, 15680.000000, -134.000000, 19.000000
1.140000, 5130.000000, 5224.000000, 15838.000000, 15756.000000, -125.000000, 54.000000
1.159999, 5106.000000, 5062.000000, 15764.000000, 15676.000000, -137.000000, 35.000000
1.179999, 5066.000000, 5162.000000, 15760.000000, 15770.000000, -135.000000, 52.000000
1.199999, 5046.000000, 5158.000000, 15804.000000, 15726.000000, -133.000000, 33.000000
1.219999, 5136.000000, 5220.000000, 15868.000000, 15696.000000, -125.000000, 36.000000
1.239999, 5018.000000, 5140.000000, 15708.000000, 15778.000000, -142.000000, 35.000000
1.259999, 5048.000000, 5174.000000, 15746.000000, 15772.000000, -130.000000, 36.000000
1.279999, 5106.000000, 5216.000000, 15880.000000, 15752.000000, -142.000000, 37.000000
1.299999, 5064.000000, 5128.000000, 15806.000000, 15746.000000, -138.000000, 44.000000
1.319999, 5070.000000, 5148.000000, 15840.000000, 15730.000000, -134.000000, 38.000000
1.339999, 5154.000000, 5226.000000, 15804.000000, 15750.000000, -136.000000, 38.000000
1.359999, 5116.000000, 5060.000000, 15794.000000, 15744.000000, -140.000000, 36.000000
1.379999, 5062.000000, 5118.000000, 15830.000000, 15760.000000, -142.000000, 41.000000
1.399999, 5062.000000, 5172.000000, 15740.000000, 15762.000000, -129.000000, 31.000000
1.419999, 5048.000000, 5182.000000, 15826.000000, 15760.000000, -131.000000, 38.000000
1.439999, 5070.000000, 5236.000000, 15854.000000, 15740.000000, -125.000000, 28.000000
1.459999, 5068.000000, 5076.000000, 15810.000000, 15726.000000, -137.000000, 37.000000
1.479999, 5148.000000, 5166.000000, 15772.000000, 15778.000000, -140.000000, 38.000000
1.499999, 5110.000000, 5250.000000, 15694.000000, 15688.000000, -144.000000, 25.000000
1.519999, 5040.000000, 5186.000000, 15790.000000, 15678.000000, -119.000000, 33.000000
1.539999, 5092.000000, 5232.000000, 15770.000000, 15746.000000, -133.000000, 42.000000
1.559999, 5138.000000, 5228.000000, 15792.000000, 15756.000000, -126.000000, 28.000000
1.579999, 5130.000000, 5108.000000, 15794.000000, 15696.000000, -127.000000, 35.000000
1.599999, 5064.000000, 5242.000000, 15722.000000, 15866.000000, -123.000000, 39.000000
1.619999, 5052.000000, 5120.000000, 15820.000000, 15732.000000, -128.000000, 37.000000
1.639999, 5126.000000, 5194.000000, 15776.000000, 15758.000000, -133.000000, 24.000000
1.659999, 5024.000000, 5292.000000, 15794.000000, 15840.000000, -144.000000, 34.000000
1.679999, 5116.000000, 5192.000000, 15764.000000, 15730.000000, -125.000000, 44.000000
1.699999, 5120.000000, 5132.000000, 15816.000000, 15730.000000, -119.000000, 33.000000
1.719999, 5072.000000, 5116.000000, 15760.000000, 15744.000000, -128.000000, 26.000000
1.739999, 5010.000000, 5144.000000, 15792.000000, 15792.000000, -126.000000, 37.000000
1.759999, 5128.000000, 5282.000000, 15796.000000, 15770.000000, -140.000000, 29.000000
1.779999, 5060.000000, 5160.000000, 15782.000000, 15690.000000, -126.000000, 44.000000
1.799999, 5064.000000, 5192.000000, 15802.000000, 15698.000000, -131.000000, 31.000000
1.819999, 5126.000000, 5100.000000, 15796.000000, 15720.000000, -128.000000, 40.000000
1.839999, 5046.000000, 5110.000000, 15816.000000, 15682.000000, -136.000000, 37.000000
1.859999, 5054.000000, 5174.000000, 15770.000000, 15710.000000, -122.000000, 49.000000
1.879999, 5140.000000, 5214.000000, 15740.000000, 15644.000000, -133.000000, 39.000000
1.899999, 5006.000000, 5188.000000, 15818.000000, 15700.000000, -135.000000, 31.000000
1.919999, 5026.000000, 5154.000000, 15768.000000, 15742.000000, -139.000000, 46.000000
1.939999, 5012.000000, 5138.000000, 15828.000000, 15784.000000, -138.000000, 33.000000
1.959999, 5078.000000, 5264.000000, 15762.000000, 15684.000000, -125.000000, 44.000000
1.979999, 5046.000000, 5266.000000, 15798.000000, 15772.000000, -128.000000, 22.000000
1.999999, 5128.000000, 5076.000000, 15758.000000, 15824.000000, -132.000000, 22.000000
2.019999, 5144.000000, 5100.000000, 15836.000000, 15718.000000, -138.000000, 20.000000
2.039999, 5066.000000, 5074.000000, 15828.000000, 15702.000000, -137.000000, 27.000000
2.059999, 5068.000000, 5270.000000, 15812.000000, 15722.000000, -129.000000, 37.000000
2.079999, 5106.000000, 5276.000000, 15778.000000, 15682.000000, -136.000000, 30.000000
2.099999, 5130.000000, 5152.000000, 15792.000000, 15752.000000, -128.000000, 45.000000
2.119999, 5014.000000, 5236.000000, 15806.000000, 15792.000000, -122.000000, 25.000000
2.139999, 5158.000000, 5120.000000, 15718.000000, 15654.000000, -127.000000, 54.000000
2.159999, 5062.000000, 5090.000000, 15848.000000, 15780.000000, -131.000000, 32.000000
2.179999, 5066.000000, 5130.000000, 15764.000000, 15776.000000, -130.000000, 44.000000
