time, x1__dd, x2__dd, y1__dd, y2__dd, phi1__d, phi2__d
0.020000, 9188.000000, 9268.000000, 14010.000000, 14026.000000, -134.000000, 36.000000
0.040000, 9204.000000, 9192.000000, 14000.000000, 13948.000000, -120.000000, 41.000000
0.060000, 9180.000000, 9358.000000, 14058.000000, 14006.000000, -127.000000, 34.000000
0.080000, 9168.000000, 9164.000000, 13952.000000, 13886.000000, -132.000000, 43.000000
0.100000, 9082.000000, 9318.000000, 13946.000000, 13972.000000, -125.000000, 28.000000
0.120000, 9160.000000, 9304.000000, 14032.000000, 14022.000000, -130.000000, 34.000000
0.140000, 9064.000000, 9324.000000, 14002.000000, 14004.000000, -130.000000, 31.000000
0.160000, 9212.000000, 9140.000000, 14060.000000, 13978.000000, -135.000000, 43.000000
0.180000, 9176.000000, 9176.000000, 14080.000000, 14008.000000, -143.000000, 40.000000
0.200000, 9126.000000, 9320.000000, 14032.000000, 14026.000000, -137.000000, 40.000000
0.220000, 9194.000000, 9164.000000, 13974.000000, 13986.000000, -136.000000, 48.000000
0.240000, 9166.000000, 9244.000000, 13990.000000, 14004.000000, -147.000000, 44.000000
0.260000, 9196.000000, 9160.000000, 13962.000000, 14018.000000, -122.000000, 32.000000
0.280000, 9196.000000, 9114.000000, 13990.000000, 13992.000000, -127.000000, 35.000000
0.300000, 9214.000000, 9204.000000, 13992.000000, 13994.000000, -128.000000, 32.000000
0.320000, 9198.000000, 9210.000000, 14058.000000, 13968.000000, -124.000000, 34.000000
0.340000, 9162.000000, 9296.000000, 14044.000000, 14026.000000, -112.000000, 45.000000
0.360000, 9106.000000, 9208.000000, 14002.000000, 14018.000000, -131.000000, 20.000000
0.380000, 9244.000000, 9362.000000, 14056.000000, 14062.000000, -120.000000, 43.000000
0.400000, 9162.000000, 9180.000000, 14010.000000, 13990.000000, -144.000000, 34.000000
0.420000, 9142.000000, 9230.000000, 14064.000000, 13996.000000, -146.000000, 34.000000
0.440000, 9138.000000, 9236.000000, 14048.000000, 13972.000000, -128.000000, 48.000000
0.460000, 9234.000000, 9124.000000, 14068.000000, 14048.000000, -129.000000, 36.000000
0.480000, 9100.000000, 9280.000000, 14036.000000, 13992.000000, -127.000000, 34.000000
0.500000, 9166.000000, 9248.000000, 14080.000000, 13996.000000, -138.000000, 31.000000
0.520000, 9150.000000, 9182.000000, 14008.000000, 13918.000000, -126.000000, 40.000000
0.540000, 9144.000000, 9214.000000, 14012.000000, 13950.000000, -129.000000, 35.000000
0.560000, 9114.000000, 9286.000000, 14032.000000, 13996.000000, -130.000000, 33.000000
0.580000, 9220.000000, 9272.000000, 13996.000000, 13994.000000, -129.000000, 37.000000
