time, x1__dd, x2__dd, y1__dd, y2__dd, phi1__d, phi2__d
0.020000, -7608.000000, -7372.000000, 14192.000000, 14176.000000, -118.000000, 23.000000
0.040000, -7680.000000, -7476.000000, 14172.000000, 14256.000000, -132.000000, 33.000000
0.060000, -7598.000000, -7456.000000, 14152.000000, 14174.000000, -147.000000, 37.000000
0.080000, -7544.000000, -7562.000000, 14144.000000, 14158.000000, -145.000000, 31.000000
0.100000, -7606.000000, -7516.000000, 14186.000000, 14206.000000, -144.000000, 43.000000
0.120000, -7654.000000, -7430.000000, 14240.000000, 14112.000000, -123.000000, 35.000000
0.140000, -7604.000000, -7502.000000, 14158.000000, 14096.000000, -135.000000, 34.000000
0.160000, -7552.000000, -7486.000000, 14214.000000, 14106.000000, -136.000000, 32.000000
0.180000, -7604.000000, -7474.000000, 14202.000000, 14136.000000, -134.000000, 27.000000
0.200000, -7620.000000, -7496.000000, 14148.000000, 14108.000000, -135.000000, 27.000000
0.220000, -7570.000000, -7448.000000, 14174.000000, 14082.000000, -136.000000, 44.000000
0.240000, -7588.000000, -7544.000000, 14152.000000, 14104.000000, -138.000000, 26.000000
0.260000, -7688.000000, -7588.000000, 14162.000000, 14132.000000, -131.000000, 40.000000
0.280000, -7580.000000, -7468.000000, 14174.000000, 14142.000000, -136.000000, 39.000000
0.300000, -7614.000000, -7542.000000, 14100.000000, 14152.000000, -119.000000, 38.000000
0.320000, -7644.000000, -7514.000000, 14178.000000, 14076.000000, -136.000000, 24.000000
0.340000, -7630.000000, -7590.000000, 14174.000000, 14122.000000, -117.000000, 35.000000
0.360000, -7572.000000, -7406.000000, 14236.000000, 14216.000000, -136.000000, 37.000000
0.380000, -7700.000000, -7528.000000, 14180.000000, 14116.000000, -135.000000, 30.000000
0.400000, -7636.000000, -7562.000000, 14140.000000, 14120.000000, -133.000000, 20.000000
0.420000, -7582.000000, -7542.000000, 14218.000000, 14038.000000, -139.000000, 31.000000
0.440000, -7538.000000, -7508.000000, 14202.000000, 14208.000000, -141.000000, 34.000000
0.460000, -7620.000000, -7554.000000, 14196.000000, 14128.000000, -146.000000, 29.000000
0.480000, -7602.000000, -7588.000000, 14186.000000, 14204.000000, -129.000000, 31.000000
0.500000, -7624.000000, -7424.000000, 14276.000000, 14224.000000, -122.000000, 37.000000
0.520000, -7668.000000, -7512.000000, 14218.000000, 14132.000000, -131.000000, 30.000000
0.540000, -7534.000000, -7500.000000, 14142.000000, 14104.000000, -136.000000, 31.000000
0.560000, -7576.000000, -7478.000000, 14226.000000, 14158.000000, -124.000000, 21.000000
0.580000, -7568.000000, -7458.000000, 14120.000000, 14130.000000, -140.000000, 28.000000
0.600000, -7534.000000, -7516.000000, 14178.000000, 14038.000000, -146.000000, 23.000000
0.620000, -7700.000000, -7546.000000, 14178.000000, 14126.000000, -128.000000, 36.000000
0.640000, -7564.000000, -7548.000000, 14154.000000, 14140.000000, -143.000000, 26.000000
0.660000, -7506.000000, -7420.000000, 14222.000000, 14152.000000, -140.000000, 25.000000
0.680000, -7636.000000, -7446.000000, 14152.000000, 14132.000000, -143.000000, 35.000000
0.700000, -7582.000000, -7482.000000, 14148.000000, 14122.000000, -127.000000, 19.000000
0.720000, -7584.000000, -7506.000000, 14160.000000, 14154.000000, -121.000000, 26.000000
0.740000, -7634.000000, -7496.000000, 14212.000000, 14168.000000, -125.000000, 47.000000
0.760000, -7544.000000, -7432.000000, 14276.000000, 14092.000000, -134.000000, 25.000000
0.780000, -7566.000000, -7480.000000, 14152.000000, 14200.000000, -142.000000, 25.000000
0.800000, -7570.000000, -7432.000000, 14236.000000, 14192.000000, -126.000000, 47.000000
0.820000, -7660.000000, -7384.000000, 14180.000000, 14144.000000, -142.000000, 32.000000
0.840000, -7642.000000, -7358.000000, 14252.000000, 14218.000000, -141.000000, 17.000000
0.860000, -7546.000000, -7524.000000, 14198.000000, 14100.000000, -139.000000, 34.000000
0.880000, -7610.000000, -7490.000000, 14174.000000, 14058.000000, -134.000000, 40.000000
0.900000, -7660.000000, -7550.000000, 14210.000000, 14178.000000, -137.000000, 27.000000
0.920000, -7614.000000, -7458.000000, 14132.000000, 14176.000000, -135.000000, 35.000000
0.940000, -7618.000000, -7524.000000, 14124.000000, 14068.000000, -139.000000, 36.000000
0.960000, -7556.000000, -7526.000000, 14164.000000, 14242.000000, -126.000000, 57.000000
0.980000, -7582.000000, -7418.000000, 14146.000000, 14190.000000, -135.000000, 53.000000
1.000000, -7600.000000, -7518.000000, 14232.000000, 14168.000000, -130.000000, 27.000000
1.020000, -7632.000000, -7478.000000, 14214.000000, 14172.000000, -134.000000, 42.000000
1.040000, -7556.000000, -7656.000000, 14186.000000, 14140.000000, -126.000000, 25.000000
1.060000, -7586.000000, -7454.000000, 14102.000000, 14236.000000, -126.000000, 24.000000
1.080000, -7556.000000, -7408.000000, 14134.000000, 14154.000000, -133.000000, 38.000000
1.100000, -7600.000000, -7506.000000, 14184.000000, 14060.000000, -128.000000, 35.000000
1.120000, -7590.000000, -7368.000000, 14216.000000, 14202.000000, -127.000000, 32.000000
1.140000, -7552.000000, -7548.000000, 14230.000000, 14156.000000, -133.000000, 35.000000
1.159999, -7618.000000, -7554.000000, 14176.000000, 14162.000000, -134.000000, 29.000000
1.179999, -7544.000000, -7448.000000, 14166.000000, 14142.000000, -118.000000, 31.000000
1.199999, -7608.000000, -7408.000000, 14222.000000, 14232.000000, -127.000000, 31.000000
1.219999, -7568.000000, -7514.000000, 14246.000000, 14134.000000, -126.000000, 45.000000
1.239999, -7534.000000, -7454.000000, 14166.000000, 14112.000000, -141.000000, 47.000000
1.259999, -7554.000000, -7552.000000, 14206.000000, 14002.000000, -141.000000, 32.000000
1.279999, -7634.000000, -7580.000000, 14274.000000, 14112.000000, -131.000000, 19.000000
1.299999, -7600.000000, -7508.000000, 14220.000000, 14284.000000, -134.000000, 36.000000
1.319999, -7662.000000, -7458.000000, 14166.000000, 14176.000000, -131.000000, 32.000000
1.339999, -7660.000000, -7434.000000, 14188.000000, 14134.000000, -115.000000, 16.000000
1.359999, -7586.000000, -7534.000000, 14144.000000, 14136.000000, -144.000000, 31.000000
1.379999, -7668.000000, -7546.000000, 14112.000000, 14152.000000, -140.000000, 33.000000
1.399999, -7544.000000, -7508.000000, 14194.000000, 14192.000000, -119.000000, 35.000000
1.419999, -7626.000000, -7496.000000, 14146.000000, 14128.000000, -142.000000, 29.000000
1.439999, -7598.000000, -7454.000000, 14164.000000, 14124.000000, -134.000000, 22.000000
1.459999, -7538.000000, -7516.000000, 14160.000000, 14188.000000, -133.000000, 32.000000
1.479999, -7592.000000, -7558.000000, 14132.000000, 14146.000000, -133.000000, 55.000000
1.499999, -7590.000000, -7456.000000, 14184.000000, 14174.000000, -131.000000, 23.000000
1.519999, -7600.000000, -7504.000000, 14092.000000, 14136.000000, -130.000000, 32.000000
1.539999, -7528.000000, -7366.000000, 14202.000000, 14194.000000, -141.000000, 33.000000
1.559999, -7620.000000, -7446.000000, 14118.000000, 14172.000000, -127.000000, 20.000000
1.579999, -7584.000000, -7474.000000, 14120.000000, 14080.000000, -136.000000, 34.000000
1.599999, -7636.000000, -7416.000000, 14214.000000, 14174.000000, -139.000000, 31.000000
1.619999, -7640.000000, -7616.000000, 14152.000000, 14130.000000, -134.000000, 22.000000
1.639999, -7646.000000, -7536.000000, 14228.000000, 14166.000000, -134.000000, 37.000000
1.659999, -7548.000000, -7406.000000, 14176.000000, 14116.000000, -123.000000, 30.000000
1.679999, -7608.000000, -7572.000000, 14114.000000, 14110.000000, -131.000000, 41.000000
1.699999, -7600.000000, -7528.000000, 14238.000000, 14036.000000, -141.000000, 22.000000
1.719999, -7548.000000, -7486.000000, 14174.000000, 14120.000000, -137.000000, 37.000000
1.739999, -7548.000000, -7508.000000, 14146.000000, 14166.000000, -129.000000, 26.000000
1.759999, -7592.000000, -7336.000000, 14162.000000, 14280.000000, -144.000000, 37.000000
1.779999, -7544.000000, -7522.000000, 14114.000000, 14134.000000, -119.000000, 42.000000
1.799999, -7664.000000, -7494.000000, 14118.000000, 14138.000000, -137.000000, 39.000000
1.819999, -7570.000000, -7430.000000, 14142.000000, 14198.000000, -131.000000, 36.000000
1.839999, -7638.000000, -7424.000000, 14226.000000, 14148.000000, -132.000000, 33.000000
1.859999, -7584.000000, -7462.000000, 14172.000000, 14058.000000, -128.000000, 37.000000
1.879999, -7578.000000, -7508.000000, 14228.000000, 14092.000000, -122.000000, 24.000000
1.899999, -7634.000000, -7586.000000, 14184.000000, 14122.000000, -142.000000, 31.000000
1.919999, -7608.000000, -7534.000000, 14150.000000, 14116.000000, -143.000000, 35.000000
1.939999, -7590.000000, -7584.000000, 14070.000000, 14216.000000, -129.000000, 25.000000
1.959999, -7608.000000, -7374.000000, 14222.000000, 14156.000000, -131.000000, 28.000000
1.979999, -7646.000000, -7416.000000, 14164.000000, 14142.000000, -138.000000, 35.000000
1.999999, -7694.000000, -7534.000000, 14202.000000, 14186.000000, -140.000000, 33.000000
2.019999, -7626.000000, -7478.000000, 14262.000000, 14108.000000, -139.000000, 23.000000
2.039999, -7540.000000, -7490.000000, 14144.000000, 14194.000000, -147.000000, 35.000000
2.059999, -7578.000000, -7426.000000, 14154.000000, 14204.000000, -132.000000, 36.000000
2.079999, -7676.000000, -7436.000000, 14212.000000, 14108.000000, -133.000000, 46.000000
2.099999, -7596.000000, -7550.000000, 14194.000000, 14084.000000, -132.000000, 23.000000
2.119999, -7580.000000, -7438.000000, 14168.000000, 14198.000000, -126.000000, 29.000000
2.139999, -7616.000000, -7502.000000, 14194.000000, 14206.000000, -129.000000, 23.000000
2.159999, -7570.000000, -7500.000000, 14116.000000, 14126.000000, -136.000000, 35.000000
2.179999, -7614.000000, -7436.000000, 14276.000000, 14090.000000, -133.000000, 32.000000
2.199999, -7590.000000, -7514.000000, 14212.000000, 14120.000000, -133.000000, 31.000000
2.219999, -7592.000000, -7476.000000, 14156.000000, 14144.000000, -137.000000, 30.000000
2.239999, -7658.000000, -7516.000000, 14154.000000, 14208.000000, -140.000000, 37.000000
2.259999, -7628.000000, -7534.000000, 14212.000000, 14112.000000, -130.000000, 30.000000
2.279999, -7604.000000, -7420.000000, 14202.000000, 14202.000000, -113.000000, 34.000000
2.299999, -7646.000000, -7524.000000, 14194.000000, 14144.000000, -144.000000, 22.000000
2.319999, -7654.000000, -7510.000000, 14156.000000, 14124.000000, -138.000000, 27.000000
2.339998, -7540.000000, -7520.000000, 14178.000000, 14168.000000, -136.000000, 39.000000
2.359998, -7542.000000, -7530.000000, 14170.000000, 14178.000000, -128.000000, 34.000000
2.379998, -7584.000000, -7388.000000, 14248.000000, 14154.000000, -130.000000, 29.000000
2.399998, -7610.000000, -7520.000000, 14166.000000, 14134.000000, -146.000000, 40.000000
2.419998, -7620.000000, -7460.000000, 14074.000000, 14150.000000, -137.000000, 25.000000
2.439998, -7674.000000, -7538.000000, 14234.000000, 14100.000000, -148.000000, 26.000000
2.459998, -7570.000000, -7502.000000, 14152.000000, 14180.000000, -137.000000, 28.000000
2.479998, -7608.000000, -7448.000000, 14248.000000, 14218.000000, -133.000000, 25.000000
2.499998, -7564.000000, -7624.000000, 14210.000000, 14138.000000, -126.000000, 27.000000
2.519998, -7548.000000, -7472.000000, 14184.000000, 14120.000000, -141.000000, 39.000000
2.539998, -7652.000000, -7514.000000, 14144.000000, 14086.000000, -144.000000, 33.000000
2.559998, -7606.000000, -7590.000000, 14210.000000, 14122.000000, -130.000000, 39.000000
2.579998, -7626.000000, -7456.000000, 14146.000000, 14210.000000, -137.000000, 26.000000
2.599998, -7654.000000, -7426.000000, 14262.000000, 14184.000000, -146.000000, 35.000000
2.619998, -7582.000000, -7456.000000, 14244.000000, 14172.000000, -145.000000, 34.000000
2.639998, -7594.000000, -7548.000000, 14136.000000, 14140.000000, -126.000000, 25.000000
2.659998, -7550.000000, -7504.000000, 14150.000000, 14126.000000, -130.000000, 30.000000
2.679998, -7590.000000, -7444.000000, 14156.000000, 14190.000000, -128.000000, 30.000000
2.699998, -7658.000000, -7508.000000, 14192.000000, 14132.000000, -122.000000, 36.000000
2.719998, -7564.000000, -7522.000000, 14210.000000, 14142.000000, -120.000000, 29.000000
2.739998, -7676.000000, -7590.000000, 14186.000000, 14104.000000, -143.000000, 39.000000
2.759998, -7606.000000, -7622.000000, 14152.000000, 14156.000000, -137.000000, 27.000000
2.779998, -7618.000000, -7488.000000, 14066.000000, 14164.000000, -135.000000, 41.000000
2.799998, -7630.000000, -7610.000000, 14102.000000, 14144.000000, -138.000000, 29.000000
2.819998, -7624.000000, -7522.000000, 14144.000000, 14166.000000, -127.000000, 28.000000
2.839998, -7546.000000, -7580.000000, 14164.000000, 14118.000000, -146.000000, 37.000000
2.859998, -7560.000000, -7484.000000, 14222.000000, 14146.000000, -132.000000, 42.000000
2.879998, -7532.000000, -7354.000000, 14168.000000, 14184.000000, -141.000000, 35.000000
