t, x3_estimate, x3_phiobs
3.399997, 0.619774, 0.141170
3.419997, 0.620484, 0.144888
3.439997, 0.620550, 0.148574
3.459997, 0.109642, 0.152223
3.479997, 0.109420, 0.151575
3.499997, 0.109087, 0.150934
3.519997, 0.109886, 0.150296
3.539997, 0.109109, 0.149675
3.559997, 0.110019, 0.149051
3.579997, 0.620573, 0.148446
3.599997, 0.620905, 0.152100
3.619997, 0.109575, 0.155719
3.639997, 0.110241, 0.155037
3.659997, 0.109642, 0.154371
3.679997, 0.109664, 0.153705
3.699997, -0.401433, 0.153047
3.719997, 0.620706, 0.148137
3.739997, 0.109819, 0.151798
3.759997, 0.620772, 0.151162
3.779997, 0.109398, 0.154791
3.799997, 0.109908, 0.154118
3.819997, 0.620306, 0.153459
3.839997, -0.401478, 0.157058
3.859997, 0.620129, 0.152105
3.879997, 0.108843, 0.155717
3.899997, -0.401811, 0.155030
3.919997, 0.620373, 0.150095
3.939997, 0.109464, 0.153733
3.959997, 0.109819, 0.153075
3.979997, 0.621150, 0.152427
3.999997, 0.620306, 0.156049
4.019997, 0.620351, 0.159621
4.039997, 0.109531, 0.163156
4.059997, 0.620240, 0.162397
4.079997, 0.620728, 0.165902
4.099997, 0.109753, 0.169376
4.119997, 0.620351, 0.168555
4.139997, 0.620373, 0.171998
4.159997, -0.401123, 0.175405
4.179997, 0.109619, 0.170265
4.199997, 0.620839, 0.169437
4.219997, 0.109775, 0.172879
4.239997, 0.620439, 0.172025
4.259997, 0.109908, 0.175435
4.279997, 0.109398, 0.174556
4.299997, 0.109398, 0.173682
4.319997, 0.109131, 0.172817
4.339997, 0.109109, 0.171958
4.359997, 0.110108, 0.171109
4.379997, 0.109553, 0.170281
4.399997, -0.401589, 0.169455
4.419997, 0.109220, 0.164378
4.439997, 0.109531, 0.163611
4.459997, 0.109198, 0.162856
4.479997, 0.109952, 0.162104
4.499997, 0.109819, 0.161369
4.519997, 0.109642, 0.160640
4.539997, 0.109664, 0.159915
4.559997, 0.621061, 0.159198
4.579997, 0.109797, 0.162751
4.599997, 0.109486, 0.162004
4.619997, 0.109353, 0.161261
4.639997, 0.109686, 0.160524
4.659997, 0.109930, 0.159800
4.679996, 0.620617, 0.159086
4.699996, 0.620950, 0.162633
4.719996, 0.109553, 0.166146
4.739996, 0.110019, 0.165359
4.759996, 0.108998, 0.164586
4.779996, 0.620439, 0.163809
4.799996, -0.401833, 0.167305
4.819996, 0.620484, 0.162243
4.839996, 0.109686, 0.165757
4.859996, 0.109331, 0.164977
4.879996, 0.109575, 0.164201
4.899996, 0.109797, 0.163437
4.919996, 0.109797, 0.162683
4.939996, 0.620683, 0.161938
4.959996, 0.620905, 0.165457
4.979996, 0.109597, 0.168940
4.999996, 0.109730, 0.168125
5.019996, 0.620417, 0.167320
5.039996, 0.620528, 0.170779
5.059996, 0.620528, 0.174202
5.079996, 0.109220, 0.177589
5.099996, 0.109575, 0.176679
5.119996, -0.402055, 0.175783
5.139996, 0.110041, 0.170632
5.159996, 0.109619, 0.169808
5.179996, 0.620639, 0.168988
5.199996, 0.109353, 0.172435
5.219996, 0.109775, 0.171584
5.239996, -0.401500, 0.170746
5.259996, 0.109553, 0.165655
5.279996, 0.109264, 0.164879
5.299996, 0.620839, 0.164107
5.319996, 0.109242, 0.167608
5.339996, 0.619951, 0.166805
5.359996, 0.620617, 0.170266
5.379996, 0.109619, 0.173698
5.399996, 0.109775, 0.172834
5.419996, 1.131936, 0.171983
5.439996, 0.109708, 0.179659
5.459996, 0.109375, 0.178733
5.479996, 0.620417, 0.177814
5.499996, 0.620617, 0.181165
5.519996, 0.109553, 0.184482
5.539996, -0.401167, 0.183506
5.559996, 0.109287, 0.178285
5.579996, 0.109642, 0.177373
5.599996, 0.109642, 0.176476
5.619996, 0.109908, 0.175588
5.639996, 0.620484, 0.174712
5.659996, 0.109198, 0.178099
5.679996, 0.109353, 0.177188
5.699996, 0.110330, 0.176288
5.719995, 0.109065, 0.175410
5.739995, -0.401078, 0.174526
5.759995, 0.620528, 0.169403
5.779995, 0.109930, 0.172846
5.799995, 0.109553, 0.171999
5.819995, 0.109819, 0.171156
5.839995, 0.620284, 0.170325
5.859995, 0.109553, 0.173755
5.879995, 0.110174, 0.172892
5.899995, 0.109398, 0.172046
5.919995, 0.620484, 0.171200
5.939995, 0.620595, 0.174622
5.959995, 0.109464, 0.178008
5.979995, 0.620417, 0.177099
5.999995, 0.109375, 0.180458
6.019995, 0.109642, 0.179522
6.039995, 0.109686, 0.178600
6.059995, 0.109020, 0.177688
6.079995, 0.109420, 0.176779
6.099995, 0.109531, 0.175885
6.119995, 0.109753, 0.175002
6.139995, 0.109420, 0.174130
6.159995, 0.109442, 0.173264
6.179995, 0.109131, 0.172407
6.199995, 0.109642, 0.171556
6.219995, 0.109975, 0.170719
6.239995, 0.109819, 0.169895
6.259995, -0.912442, 0.169077
6.279995, 0.620972, 0.159748
6.299995, 0.109065, 0.163298
6.319995, 0.620639, 0.162541
6.339995, 0.620972, 0.166056
6.359995, 0.109464, 0.169536
6.379995, 0.109508, 0.168715
6.399995, 0.109442, 0.167903
6.419995, 0.109486, 0.167099
6.439995, 0.109952, 0.166305
6.459995, 0.109486, 0.165524
6.479995, -0.401256, 0.164746
6.499995, -0.401811, 0.159720
6.519995, 0.620639, 0.154742
6.539995, 0.620550, 0.158339
6.559995, 0.110041, 0.161895
6.579995, 0.620173, 0.161160
6.599995, 0.620728, 0.164681
6.619995, 0.109420, 0.168170
6.639995, 0.109508, 0.167360
6.659995, 0.109398, 0.166561
6.679995, 0.109153, 0.165769
6.699995, -0.401433, 0.164983
6.719995, 0.620506, 0.159952
6.739995, 0.108865, 0.163492
6.759995, 0.109131, 0.162727
6.779994, 0.109464, 0.161973
6.799994, 0.109420, 0.161232
6.819994, 0.109464, 0.160497
6.839994, 0.109442, 0.159771
6.859994, 0.108843, 0.159053
6.879994, 0.109220, 0.158334
6.899994, 0.109353, 0.157628
6.919994, 0.620928, 0.156930
6.939994, 0.109508, 0.160505
6.959994, 0.109198, 0.159778
6.979994, 0.109264, 0.159054
6.999994, 0.109597, 0.158340
7.019994, 0.109642, 0.157637
7.039994, 0.109597, 0.156941
7.059994, 0.109642, 0.156253
7.079994, 0.109331, 0.155572
7.099994, 0.109575, 0.154894
7.119994, 0.109841, 0.154226
7.139994, -0.912620, 0.153569
7.159994, 0.109109, 0.144395
7.179994, 0.109331, 0.143833
7.199994, 1.132114, 0.143280
7.219994, 0.109819, 0.151257
7.239994, 0.620661, 0.150627
7.259994, 1.131714, 0.154260
7.279994, 0.109864, 0.162114
7.299994, 0.620462, 0.161368
7.319994, 0.621083, 0.164885
7.339994, 0.109508, 0.168372
7.359994, 0.110108, 0.167557
7.379994, -0.401655, 0.166759
7.399994, -3.978249, 0.161703
7.419994, -0.401212, 0.126896
7.439994, 0.620661, 0.122275
7.459994, 0.109797, 0.126215
7.479994, 0.108909, 0.125853
7.499994, 0.109642, 0.125482
7.519994, -0.401034, 0.125123
7.539994, 0.621482, 0.120510
7.559994, 0.620994, 0.124469
7.579994, 0.109642, 0.128378
7.599994, 0.109819, 0.127981
7.619994, 0.620661, 0.127590
7.639994, 0.619929, 0.131459
7.659994, -0.401278, 0.135278
7.679994, 0.108576, 0.130549
7.699994, 0.621016, 0.130116
7.719994, 0.620861, 0.133964
7.739994, 0.109442, 0.137767
7.759994, 0.109775, 0.137267
7.779994, 0.620462, 0.136777
7.799994, 0.109841, 0.140548
7.819993, 0.620506, 0.140024
7.839993, 0.109420, 0.143761
7.859993, 0.620883, 0.143198
7.879993, 0.620550, 0.146907
7.899993, 0.110086, 0.150572
7.919993, 0.109398, 0.149946
7.939993, 0.109575, 0.149321
7.959993, 0.109797, 0.148704
7.979993, -0.400879, 0.148098
7.999993, -0.401811, 0.143243
8.019994, 0.109886, 0.138430
8.039994, 0.109619, 0.137936
8.059995, 0.621105, 0.137443
8.079995, -0.912509, 0.141218
8.099996, 0.620772, 0.132170
8.119996, 0.109886, 0.135998
8.139997, 0.110108, 0.135527
8.159997, -2.956121, 0.135063
8.179997, 0.109353, 0.109048
8.199998, 0.109619, 0.108859
8.219998, 0.109708, 0.108672
8.239999, 0.109220, 0.108486
8.259999, 0.108976, 0.108295
8.280000, 0.620462, 0.108101
8.300000, 0.109442, 0.112172
8.320001, 0.109597, 0.111940
8.340001, 0.109753, 0.111712
8.360002, 0.109442, 0.111487
8.380002, 0.109930, 0.111261
8.400002, 0.109398, 0.111042
8.420003, 0.620905, 0.110819
8.440003, 0.109952, 0.114863
8.460004, 0.109619, 0.114605
8.480004, -0.401789, 0.114345
8.500005, 0.620928, 0.109826
8.520005, 0.110086, 0.113880
8.540006, 0.620417, 0.113634
8.560006, 0.109131, 0.117641
8.580007, 0.109442, 0.117343
8.600007, 0.620883, 0.117053
8.620008, -0.401300, 0.121030
8.640008, 0.109242, 0.116446
8.660008, -0.912509, 0.116164
8.680009, 0.621039, 0.107371
8.700009, 0.620262, 0.111455
8.720010, 1.131803, 0.115484
8.740010, 0.109331, 0.123736
8.760011, 0.109553, 0.123376
8.780011, -0.401567, 0.123024
8.800012, 0.109597, 0.118416
8.820012, -0.401611, 0.118118
8.840013, 0.620328, 0.113563
8.860013, 0.109486, 0.117573
8.880013, -0.402144, 0.117284
8.900014, 0.109398, 0.112731
8.920014, 0.109309, 0.112493
8.940015, 0.109508, 0.112255
8.960015, 0.109220, 0.112022
8.980016, 0.109753, 0.111788
9.000016, -0.401988, 0.111563
9.020017, 0.109242, 0.107072
9.040017, 0.109730, 0.106890
9.060018, 0.109020, 0.106716
9.080018, -1.423095, 0.106534
9.100019, 0.109753, 0.093589
9.120019, 0.109619, 0.093556
9.140019, 0.109575, 0.093520
9.160020, -0.401678, 0.093483
9.180020, -0.401789, 0.089183
9.200021, 0.109708, 0.084928
9.220021, 0.620772, 0.084981
9.240022, -1.423295, 0.089292
9.260022, 0.109864, 0.076520
9.280023, 0.109042, 0.076662
9.300023, 0.620728, 0.076792
9.320024, 0.620817, 0.081185
9.340024, 0.620639, 0.085532
9.360024, 0.620817, 0.089828
9.380025, 0.108687, 0.094081
9.400025, -0.401789, 0.094017
9.420026, 0.620550, 0.089702
9.440026, -0.401234, 0.093955
9.460027, 0.109331, 0.089648
9.480027, 0.109464, 0.089641
9.500028, 0.621016, 0.089636
9.520028, 0.620328, 0.093896
9.540029, 0.109531, 0.098102
9.560029, 0.621394, 0.098007
9.580029, 0.109242, 0.102182
9.600030, 0.109975, 0.102041
9.620030, 0.620373, 0.101911
9.640031, 0.620883, 0.106034
9.660031, 0.109952, 0.110119
9.680032, 0.110330, 0.109904
9.700032, 0.109442, 0.109697
9.720033, -0.401855, 0.109482
9.740033, 0.109353, 0.105008
9.760034, 0.109642, 0.104845
9.780034, 0.109442, 0.104686
9.800035, 0.109198, 0.104527
9.820035, 0.109486, 0.104367
9.840035, 0.109553, 0.104212
9.860036, 0.109753, 0.104060
9.880036, 0.109420, 0.103911
9.900037, 0.109753, 0.103760
9.920037, 0.109420, 0.103615
9.940038, 0.109264, 0.103467
9.960038, 0.109131, 0.103318
9.980039, 0.109153, 0.103170
10.000039, 0.109109, 0.103024
10.020040, 0.620661, 0.102879
10.040040, 0.109531, 0.107000
10.060040, 0.620617, 0.106817
10.080041, -0.912375, 0.110896
10.100041, 0.109420, 0.102155
10.120042, 0.109575, 0.102024
10.140042, 0.109220, 0.101896
10.160043, 0.109020, 0.101764
10.180043, 0.109730, 0.101632
10.200044, 0.620928, 0.101509
10.220044, 0.109597, 0.105648
10.240045, 0.109619, 0.105480
10.260045, 0.110529, 0.105314
10.280046, 0.109464, 0.105160
10.300046, 0.109753, 0.104996
10.320046, 0.109686, 0.104836
10.340047, 0.108732, 0.104678
10.360047, 0.109131, 0.104510
10.380048, 0.620395, 0.104350
10.400048, -0.401212, 0.108452
10.420049, 0.109664, 0.103998
10.440049, 0.109597, 0.103850
10.460050, 0.109220, 0.103702
10.480050, 0.109997, 0.103551
10.500051, 0.620728, 0.103411
10.520051, 0.621505, 0.107527
10.540051, 0.110152, 0.111608
10.560052, 0.109597, 0.111382
10.580052, -0.401877, 0.111153
10.600053, 0.109930, 0.106663
10.620053, 0.109531, 0.106490
10.640054, 0.621194, 0.106313
10.660054, 0.620883, 0.110405
10.680055, 0.109686, 0.114449
10.700055, -0.401655, 0.114189
10.720056, 0.109508, 0.109670
10.740056, -0.401833, 0.109460
10.760056, 0.109220, 0.104991
10.780057, 0.620639, 0.104828
10.800057, 0.109309, 0.108931
10.820058, 0.620573, 0.108727
10.840058, 0.109908, 0.112786
10.860059, 0.109708, 0.112548
10.880059, 0.620972, 0.112310
10.900060, 0.109287, 0.116337
10.920060, 0.110063, 0.116053
10.940061, 0.108909, 0.115783
10.960061, 0.109353, 0.115502
10.980062, 0.109864, 0.115230
11.000062, 1.131781, 0.114968
11.020062, 0.109287, 0.123224
11.040063, 0.620728, 0.122869
11.060063, 0.620595, 0.126782
11.080064, 0.620173, 0.130652
11.100064, 0.110019, 0.134477
11.120065, 0.110063, 0.134014
11.140065, -0.400901, 0.133557
11.160066, 0.109531, 0.128848
11.180066, 0.620439, 0.128441
11.200067, 0.108998, 0.132297
11.220067, 0.620683, 0.131848
11.240067, 0.109619, 0.135671
11.260068, 0.109153, 0.135195
11.280068, 0.109553, 0.134718
11.300069, 0.110152, 0.134253
11.320069, -0.401855, 0.133799
11.340070, 0.620706, 0.129080
11.360070, 0.109841, 0.132935
11.380071, -0.401433, 0.132492
11.400071, 0.108843, 0.127792
11.420072, -0.401101, 0.127393
11.440072, -0.400990, 0.122751
11.460073, 0.620861, 0.118161
11.480073, 0.620706, 0.122133
11.500073, 0.109841, 0.126060
11.520074, 0.109331, 0.125688
11.540074, 0.621016, 0.125314
11.560075, 0.109797, 0.129210
11.580075, 0.109753, 0.128803
11.600076, -1.423717, 0.128400
11.620076, 0.109420, 0.115220
11.640077, 0.109109, 0.114959
11.660077, 0.109087, 0.114697
11.680078, 0.109531, 0.114437
11.700078, -0.401522, 0.114184
11.720078, 0.109353, 0.109673
11.740079, 0.109220, 0.109468
11.760079, 0.620240, 0.109263
11.780080, 0.110086, 0.113317
11.800080, 0.110174, 0.113079
11.820081, -0.401456, 0.112844
11.840081, 0.109753, 0.108345
11.860082, 0.620861, 0.108156
11.880082, 0.109597, 0.112227
11.900083, 0.108998, 0.111992
11.920083, 0.109486, 0.111754
11.940084, 0.620839, 0.111523
11.960084, 0.109775, 0.115558
11.980084, 1.642989, 0.115290
12.000085, 0.620328, 0.127803
12.020085, 0.109486, 0.131657
12.040086, 0.109442, 0.131214
12.060086, 0.620861, 0.130778
12.080087, 0.109864, 0.134610
12.100087, 0.109730, 0.134144
12.120088, 0.620817, 0.133682
12.140088, 0.621105, 0.137486
12.160089, 0.621083, 0.141253
12.180089, 0.109664, 0.144979
12.200089, 0.620550, 0.144404
12.220090, 0.109531, 0.148093
12.240090, -0.400990, 0.147485
12.260091, -0.401522, 0.142632
12.280091, 0.109864, 0.137826
12.300092, 0.620284, 0.137334
12.320092, 0.109997, 0.141100
12.340093, 0.109819, 0.140575
12.360093, 0.109886, 0.140053
12.380094, -0.401278, 0.139538
12.400094, 0.109708, 0.134768
12.420094, 0.109553, 0.134308
12.440095, 0.620417, 0.133850
12.460095, 0.109198, 0.137653
12.480096, 0.109331, 0.137155
12.500096, 0.109686, 0.136664
12.520097, 0.620195, 0.136182
12.540097, 0.110063, 0.139958
12.560098, 0.109442, 0.139445
12.580098, 0.109442, 0.138930
12.600099, 0.620395, 0.138421
12.620099, 0.109753, 0.142176
12.640100, 1.131204, 0.141636
12.660100, 0.620883, 0.149613
12.680100, 0.109575, 0.153254
12.700101, 0.619840, 0.152594
12.720101, 0.109242, 0.156193
12.740102, 0.109131, 0.155500
12.760102, 0.109464, 0.154815
12.780103, 0.620905, 0.154142
12.800103, 0.109531, 0.157741
12.820104, 0.109331, 0.157038
12.840104, 0.109708, 0.156341
12.860105, 0.109464, 0.155657
12.880105, 0.109398, 0.154977
12.900105, 0.109664, 0.154304
12.920106, 0.620883, 0.153642
12.940106, 0.620750, 0.157247
12.960107, 0.109575, 0.160812
12.980107, 0.620817, 0.160079
13.000108, 0.109642, 0.163615
13.020108, 0.109464, 0.162853
13.040109, 0.620151, 0.162098
13.060109, 0.109220, 0.165607
13.080110, -0.401500, 0.164820
13.100110, 0.109375, 0.159788
13.120111, 0.109508, 0.159067
13.140111, 0.109442, 0.158356
13.160111, 0.109508, 0.157651
13.180112, 0.109131, 0.156954
13.200112, 0.109753, 0.156260
13.220113, 0.109708, 0.155581
13.240113, 0.109087, 0.154908
13.260114, -0.401367, 0.154234
13.280114, -0.401367, 0.149316
13.300115, -0.401167, 0.144450
13.320115, 0.109353, 0.139637
13.340116, 0.109797, 0.139128
13.360116, 0.109398, 0.138629
13.380116, 0.109797, 0.138129
13.400117, 0.109486, 0.137638
13.420117, 0.620839, 0.137148
13.440118, 0.109619, 0.140925
13.460118, 0.620772, 0.140399
13.480119, 0.109864, 0.144139
13.500119, 0.109153, 0.143581
13.520120, 0.109531, 0.143021
13.540120, 0.109952, 0.142472
13.560121, 0.110063, 0.141934
13.580121, -0.401367, 0.141402
13.600121, 0.110441, 0.136612
13.620122, 0.109375, 0.136142
13.640122, 0.109176, 0.135664
13.660123, 0.109420, 0.135187
13.680123, 0.109597, 0.134719
13.700124, 0.109642, 0.134258
13.720124, -0.401101, 0.133801
13.740125, 0.109398, 0.129094
13.760125, -0.400990, 0.128689
13.780126, 0.109575, 0.124037
13.800126, 0.620373, 0.123687
13.820127, 0.620772, 0.127596
13.840127, -0.401633, 0.131467
13.860127, 0.109952, 0.126775
13.880128, 0.109930, 0.126399
13.900128, 0.109797, 0.126025
13.920129, -0.401345, 0.125654
13.940129, -0.401500, 0.121026
13.960130, 1.642479, 0.116446
13.980130, 0.620528, 0.128949
14.000131, 0.109375, 0.132799
14.020131, 0.109109, 0.132348
14.040132, -0.401633, 0.131900
14.060132, 0.110108, 0.127202
14.080132, 0.109819, 0.126822
14.100133, 0.109864, 0.126443
14.120133, -0.400879, 0.126067
14.140134, 0.620817, 0.121440
14.160134, 0.109264, 0.125376
14.180135, -0.401411, 0.125004
14.200135, 0.109575, 0.120381
14.220136, 1.131692, 0.120066
14.240136, 0.109841, 0.128273
14.260137, 0.109442, 0.127875
14.280137, 0.109553, 0.127478
14.300138, -0.401278, 0.127086
14.320138, -0.401700, 0.122442
14.340138, 0.109508, 0.117844
14.360139, 0.109597, 0.117555
14.380139, 0.620683, 0.117270
14.400140, 0.620661, 0.121247
14.420140, 0.109597, 0.125180
14.440141, 0.620217, 0.124812
14.460141, 0.620728, 0.128702
14.480142, -0.401811, 0.132557
14.500142, 0.109042, 0.127847
14.520143, 0.109287, 0.127446
14.540143, 0.620994, 0.127053
14.560143, 0.109131, 0.130930
14.580144, 0.620617, 0.130498
14.600144, 0.109309, 0.134334
14.620145, -0.401700, 0.133868
14.640145, 0.620573, 0.129149
14.660146, 0.620750, 0.133001
14.680146, -0.401145, 0.136813
14.700147, 0.109153, 0.132069
14.720147, 0.620595, 0.131628
14.740148, 0.109597, 0.135454
14.760148, 0.621039, 0.134981
14.780149, 0.109797, 0.138777
14.800149, 0.620839, 0.138271
14.820149, 0.110196, 0.142030
14.840150, 0.109975, 0.141495
14.860150, 0.620861, 0.140963
14.880151, 0.109508, 0.144694
14.900151, 0.109087, 0.144123
14.920152, 0.109597, 0.143555
14.940152, 0.620861, 0.142999
14.960153, 0.620595, 0.146711
14.980153, 0.109531, 0.150380
15.000154, 0.109331, 0.149751
15.020154, 0.109109, 0.149127
15.040154, 0.110108, 0.148509
15.060155, 0.109508, 0.147909
15.080155, 0.109486, 0.147309
15.100156, 0.109264, 0.146715
15.120156, 0.109575, 0.146125
15.140157, 0.109597, 0.145545
15.160157, 0.620506, 0.144972
15.180158, 0.620417, 0.148662
15.200158, 0.109398, 0.152311
15.220159, 0.620395, 0.151663
15.240159, -0.401833, 0.155280
15.260159, 0.621127, 0.150340
15.280160, 0.110485, 0.153982
15.300160, 0.109553, 0.153330
15.320161, 1.132003, 0.152674
15.340161, 0.620595, 0.160548
15.360162, 0.620861, 0.164074
15.380162, 0.621127, 0.167566
15.400163, 0.109464, 0.171024
15.420163, 0.109375, 0.170181
15.440164, 10.329424, 0.169347
15.460164, 0.109886, 0.253696
15.480165, -0.912198, 0.251972
15.500165, -0.401322, 0.241758
15.520165, 0.108954, 0.235917
15.540166, 0.108931, 0.234393
15.560166, 0.620861, 0.232890
15.580167, 0.109664, 0.235675
15.600167, 0.109952, 0.234172
15.620168, 0.109553, 0.232690
15.640168, 0.109753, 0.231221
15.660169, 0.109065, 0.229771
15.680169, 0.620661, 0.228329
15.700170, 0.109775, 0.231168
15.720170, 0.110130, 0.229721
15.740170, 0.620151, 0.228294
15.760171, 0.108887, 0.231128
15.780171, 0.109775, 0.229671
15.800172, -0.401744, 0.228241
15.820172, 0.109753, 0.222562
15.840173, 0.109375, 0.221208
15.860173, 0.109109, 0.219863
15.880174, 0.109686, 0.218530
15.900174, 0.109864, 0.217217
15.920175, 0.620084, 0.215919
15.940175, 0.620728, 0.218884
15.960176, 0.109464, 0.221823
15.980176, 0.109264, 0.220470
16.000175, 0.109531, 0.219129
16.020176, 0.620728, 0.217805
16.040176, 0.110041, 0.220756
16.060177, 0.109242, 0.219420
16.080177, 0.109642, 0.218089
16.100178, 0.620439, 0.216777
16.120178, 0.109708, 0.219734
16.140179, 0.620639, 0.218405
16.160179, 0.109908, 0.221347
16.180180, 1.131825, 0.220002
16.200180, 0.109730, 0.227188
16.220181, 0.109819, 0.225779
16.240181, 0.620706, 0.224386
16.260181, 0.109908, 0.227266
16.280182, 0.110086, 0.225859
16.300182, 0.109708, 0.224470
16.320183, 0.109708, 0.223091
16.340183, 0.109841, 0.221727
16.360184, 0.620950, 0.220379
16.380184, 0.620928, 0.223306
16.400185, 0.620817, 0.226200
16.420185, 1.131648, 0.229061
16.440186, 0.620306, 0.236149
