t, x2_estimate, x2_phiobs
16.440186, -0.005792, -0.005276
16.460186, -0.006103, -0.005167
16.480186, -0.004705, -0.006898
16.500187, -0.005415, -0.007832
16.520187, -0.005504, -0.008854
16.540188, -0.005815, -0.009728
16.560188, -0.005260, -0.010557
16.580189, -0.005482, -0.011039
16.600189, -0.005548, -0.009816
16.620190, -0.005615, -0.010527
16.640190, -0.005792, -0.011135
16.660191, -0.005437, -0.011695
16.680191, -0.005038, -0.010332
16.700191, -0.005548, -0.010761
16.720192, -0.004971, -0.009598
16.740192, -0.005437, -0.010131
16.760193, -0.005637, -0.010734
16.780193, -0.005016, -0.011300
16.800194, -0.005770, -0.011542
16.820194, -0.005282, -0.012005
16.840195, -0.005193, -0.012208
16.860195, -0.005637, -0.012338
16.880196, -0.005526, -0.012597
16.900196, -0.005526, -0.014460
16.920197, -0.005326, -0.012595
16.940197, -0.005326, -0.014373
16.960197, -0.005260, -0.014132
16.980198, -0.005193, -0.013902
17.000198, -0.004994, -0.013680
17.020199, -0.004994, -0.013418
17.040199, -0.005127, -0.011502
17.060200, -0.005415, -0.009971
17.080200, -0.005926, -0.010512
17.100201, -0.005238, -0.011143
17.120201, -0.004883, -0.009725
17.140202, -0.005415, -0.010129
17.160202, -0.005326, -0.008957
17.180202, -0.005171, -0.007967
17.200203, -0.004749, -0.008798
17.220203, -0.005016, 0.002520
17.240204, -0.005748, 0.001541
17.260204, -0.005282, 0.002137
17.280205, -0.005238, -0.000627
17.300205, -0.005726, -0.002905
17.320206, -0.005260, -0.004968
17.340206, -0.005304, -0.004812
17.360207, -0.005815, -0.004707
17.380207, -0.005571, -0.004812
17.400208, -0.005304, -0.004820
17.420208, -0.005903, -0.006434
17.440208, -0.005393, -0.007979
17.460209, -0.005326, -0.009068
17.480209, -0.005837, -0.009937
17.500210, -0.006037, -0.009134
17.520210, -0.005726, -0.011933
17.540211, -0.005282, -0.014118
17.560211, -0.006125, -0.014049
17.580212, -0.005393, -0.014280
17.600212, -0.005371, -0.014199
17.620213, -0.005393, -0.015805
17.640213, -0.005282, -0.015424
17.660213, -0.005681, -0.013364
17.680214, -0.005482, -0.013498
17.700214, -0.004816, -0.013532
17.720215, -0.005659, -0.011622
17.740215, -0.005415, -0.012041
17.760216, -0.005349, -0.012299
17.780216, -0.005437, -0.012484
17.800217, -0.005859, -0.012664
17.820217, -0.005460, -0.011265
17.840218, -0.005326, -0.011668
17.860218, -0.005149, -0.010256
17.880219, -0.005504, -0.010727
17.900219, -0.006303, -0.011242
17.920219, -0.005926, -0.011950
17.940220, -0.005526, -0.012400
17.960220, -0.005393, -0.012626
17.980221, -0.005571, -0.012759
18.000221, -0.005393, -0.014620
18.020222, -0.005415, -0.014384
18.040222, -0.005615, -0.014189
18.060223, -0.005637, -0.014091
18.080223, -0.005615, -0.015706
18.100224, -0.005859, -0.015322
18.120224, -0.005215, -0.015085
18.140224, -0.005415, -0.014652
18.160225, -0.005615, -0.012665
18.180225, -0.005171, -0.012793
18.200226, -0.005415, -0.012739
18.220226, -0.005393, -0.014471
18.240227, -0.005371, -0.012493
18.260227, -0.004927, -0.012550
18.280228, -0.005859, -0.012436
18.300228, -0.004927, -0.014364
18.320229, -0.005260, -0.013919
18.340229, -0.005349, -0.013662
18.360229, -0.005371, -0.013477
18.380230, -0.004949, -0.013328
18.400230, -0.005393, -0.013051
18.420231, -0.005504, -0.012975
18.440231, -0.005082, -0.014643
18.460232, -0.005681, -0.014164
18.480232, -0.005437, -0.013976
18.500233, -0.005371, -0.012035
18.520233, -0.004971, -0.010416
18.540234, -0.005060, 0.002910
18.560234, -0.005837, 0.001947
18.580235, -0.005371, -0.000852
18.600235, -0.004772, -0.001322
18.620235, -0.005238, -0.001516
18.640236, -0.005482, -0.003553
18.660236, -0.006125, -0.005329
18.680237, -0.005215, -0.005334
18.700237, -0.005215, -0.008412
18.720238, -0.005615, -0.007554
18.740238, -0.005304, -0.010380
18.760239, -0.005526, -0.010894
18.780239, -0.005304, -0.011389
18.800240, -0.005437, -0.013404
18.820240, -0.005659, -0.013403
18.840240, -0.005282, -0.013471
18.860241, -0.005593, -0.015076
18.880241, -0.005460, -0.014799
18.900242, -0.005393, -0.014512
18.920242, -0.005104, -0.014243
18.940243, -0.005393, -0.013908
18.960243, -0.005193, -0.015420
18.980244, -0.005193, -0.013193
19.000244, -0.005681, -0.013050
19.020245, -0.005593, -0.013101
19.040245, -0.005326, -0.013109
19.060246, -0.005304, -0.011324
19.080246, -0.005571, -0.011541
19.100246, -0.004994, -0.011815
19.120247, -0.005548, -0.011833
19.140247, -0.005482, -0.010350
19.160248, -0.005415, -0.010803
19.180248, -0.005726, -0.011154
19.200249, -0.005593, -0.009859
19.220249, -0.005193, -0.010446
19.240250, -0.005482, -0.010788
19.260250, -0.005859, -0.011171
19.280251, -0.005415, -0.011621
19.300251, -0.005526, -0.011832
19.320251, -0.005082, -0.012042
19.340252, -0.005681, -0.012053
19.360252, -0.005238, -0.013965
19.380253, -0.005149, -0.013678
19.400253, -0.005171, -0.013402
19.420254, -0.005415, -0.013175
19.440254, -0.004949, -0.014762
19.460255, -0.005748, -0.017585
19.480255, -0.005460, -0.018480
19.500256, -0.005038, -0.017403
19.520256, -0.005371, -0.014658
19.540257, -0.005903, -0.014204
19.560257, -0.005371, -0.014017
19.580257, -0.005349, -0.013671
19.600258, -0.005104, -0.013375
19.620258, -0.005437, -0.013041
19.640259, -0.005548, -0.012881
19.660259, -0.005038, -0.014481
19.680260, -0.004927, -0.012222
19.700260, -0.005526, -0.012015
19.720261, -0.005282, -0.012057
19.740261, -0.005948, -0.013699
19.760262, -0.005770, -0.011894
19.780262, -0.005038, -0.012043
19.800262, -0.005349, -0.011905
19.820263, -0.005371, -0.011900
19.840263, -0.005215, -0.011902
19.860264, -0.004927, -0.011847
19.880264, -0.005371, -0.011697
19.900265, -0.005127, -0.011729
19.920265, -0.005748, -0.011667
19.940266, -0.005415, -0.013529
19.960266, -0.005992, -0.014938
19.980267, -0.005215, -0.014601
20.000267, -0.005171, -0.014040
20.020267, -0.005437, -0.013554
20.040268, -0.005215, -0.011550
20.060268, -0.005437, -0.009823
20.080269, -0.005193, -0.010180
20.100269, -0.005504, -0.012084
20.120270, -0.005415, -0.010371
20.140270, -0.005326, -0.010627
20.160271, -0.005238, -0.010808
20.180271, -0.005082, -0.010926
20.200272, -0.005282, -0.010966
20.220272, -0.005038, -0.011070
20.240273, -0.005371, -0.011066
20.260273, -0.005548, -0.011181
20.280273, -0.005082, -0.009644
20.300274, -0.004883, -0.009912
20.320274, -0.005215, -0.011755
20.340275, -0.005326, -0.013384
20.360275, -0.005637, -0.013063
20.380276, -0.005171, -0.014598
20.400276, -0.005016, -0.013991
20.420277, -0.005593, -0.015121
20.440277, -0.006281, -0.014551
20.460278, -0.006192, -0.014322
20.480278, -0.005016, -0.014100
20.500278, -0.005504, -0.013494
20.520279, -0.005104, -0.013163
20.540279, -0.005815, -0.014438
20.560280, -0.005704, -0.014039
20.580280, -0.005371, -0.011974
20.600281, -0.005215, -0.013544
20.620281, -0.005659, -0.013083
20.640282, -0.005260, -0.012857
20.660282, -0.005016, -0.010833
20.680283, -0.005526, -0.010777
20.700283, -0.005748, -0.010914
20.720284, -0.005104, -0.011109
20.740284, -0.005460, -0.011042
20.760284, -0.005903, -0.011113
20.780285, -0.005571, -0.013025
20.800285, -0.005482, -0.012783
20.820286, -0.005082, -0.012548
20.840286, -0.005104, -0.010515
20.860287, -0.005726, -0.010545
20.880287, -0.005393, -0.010792
20.900288, -0.004927, -0.010880
20.920288, -0.005215, -0.010785
20.940289, -0.005615, -0.010809
20.960289, -0.005215, -0.010971
20.980289, -0.005260, -0.007575
21.000290, -0.005149, -0.009888
21.020290, -0.005526, -0.011752
21.040291, -0.005282, -0.011722
21.060291, -0.004905, -0.011608
21.080292, -0.005437, -0.011377
21.100292, -0.005593, -0.011373
21.120293, -0.005526, -0.011424
21.140293, -0.005415, -0.013136
21.160294, -0.004971, -0.011111
21.180294, -0.005104, -0.010981
21.200294, -0.005482, -0.010919
21.220295, -0.005815, -0.011002
21.240295, -0.005104, -0.011190
21.260296, -0.005282, -0.011092
21.280296, -0.005415, -0.012767
21.300297, -0.005615, -0.014187
21.320297, -0.005304, -0.013724
21.340298, -0.005016, -0.013226
21.360298, -0.004993, -0.012707
21.380299, -0.004838, -0.012267
21.400299, -0.005326, -0.011845
21.420300, -0.005304, -0.011668
21.440300, -0.005681, -0.011515
21.460300, -0.005238, -0.011524
21.480301, -0.005127, -0.011374
21.500301, -0.005171, -0.012903
21.520302, -0.005482, -0.012478
21.540302, -0.005748, -0.012235
21.560303, -0.005681, -0.012129
21.580303, -0.005704, -0.012018
21.600304, -0.005659, -0.013629
21.620304, -0.005482, -0.013239
21.640305, -0.005548, -0.012852
21.660305, -0.005437, -0.012553
21.680305, -0.005415, -0.010572
21.700306, -0.005970, -0.012325
21.720306, -0.005903, -0.012269
21.740307, -0.005371, -0.012201
21.760307, -0.005482, -0.013647
21.780308, -0.005082, -0.013176
21.800308, -0.005215, -0.012642
21.820309, -0.005770, -0.012244
21.840309, -0.005437, -0.012113
21.860310, -0.005104, -0.013580
21.880310, -0.005082, -0.012968
21.900311, -0.004705, -0.012452
21.920311, -0.004749, -0.010194
21.940311, -0.005238, -0.008352
21.960312, -0.005460, -0.008712
21.980312, -0.005526, -0.009095
22.000313, -0.005415, -0.011133
22.020313, -0.005238, -0.011077
22.040314, -0.005504, -0.010967
22.060314, -0.005970, -0.012664
22.080315, -0.005637, -0.014223
22.100315, -0.005593, -0.011993
22.120316, -0.005460, -0.011836
22.140316, -0.005659, -0.011658
22.160316, -0.005637, -0.013275
22.180317, -0.005659, -0.012900
22.200317, -0.005526, -0.012596
22.220318, -0.005859, -0.012296
22.240318, -0.005504, -0.012166
22.260319, -0.004949, -0.010239
22.280319, -0.005304, -0.010152
22.300320, -0.005437, -0.010208
22.320320, -0.005282, -0.010304
22.340321, -0.005415, -0.010330
22.360321, -0.005171, -0.010400
22.380322, -0.005548, -0.008678
22.400322, -0.005149, -0.009096
22.420322, -0.005881, -0.007608
22.440323, -0.005726, -0.008347
22.460323, -0.005193, -0.010602
22.480324, -0.005615, -0.010574
22.500324, -0.005326, -0.010699
22.520325, -0.005326, -0.010699
22.540325, -0.004860, -0.014085
22.560326, -0.005349, -0.014999
22.580326, -0.005526, -0.012523
22.600327, -0.005615, -0.010545
22.620327, -0.005593, -0.008953
22.640327, -0.006037, -0.011030
22.660328, -0.004993, -0.011205
22.680328, -0.005215, -0.010978
22.700329, -0.005482, -0.012561
22.720329, -0.005881, -0.013953
22.740330, -0.005460, -0.013540
22.760330, -0.004971, -0.011351
22.780331, -0.005104, -0.011070
22.800331, -0.005548, -0.010884
22.820332, -0.005526, -0.009196
22.840332, -0.005837, -0.011193
22.860332, -0.005548, -0.011254
22.880333, -0.005038, -0.009509
22.900333, -0.005393, -0.009590
