t_uk, uk1, uk2, uk3
0.000000, -0.001635, -0.000008, -0.002033
0.020000, -0.001568, 0.000328, -0.000655
0.040000, -0.000721, -0.001396, -0.001247
0.060000, -0.001865, -0.001042, -0.001609
0.080000, -0.001356, -0.000513, -0.001903
0.100000, -0.001155, -0.001110, -0.002429
0.120000, -0.001480, -0.000325, -0.000981
0.140000, -0.001372, 0.000330, -0.001038
0.160000, -0.001478, -0.000423, -0.002752
0.180000, -0.000826, -0.000145, -0.002511
0.200000, -0.001099, 0.000256, -0.001731
0.220000, -0.001676, 0.000710, -0.001593
0.240000, -0.001437, -0.000081, -0.002009
0.260000, -0.001017, -0.001309, -0.001688
0.280000, -0.001506, -0.001593, -0.000438
0.300000, -0.000712, 0.000989, -0.002560
0.320000, -0.002062, -0.000284, -0.001502
0.340000, -0.001740, -0.000459, -0.001774
0.360000, -0.001534, -0.000040, -0.000811
0.380000, -0.001606, 0.000422, -0.001400
0.400000, -0.000932, 0.000675, -0.001242
0.420000, -0.001285, -0.000637, -0.002014
0.440000, -0.002230, 0.000037, -0.001685
0.460000, -0.000939, -0.000686, -0.001535
0.480000, -0.000471, 0.000134, -0.001955
0.500000, -0.002228, -0.000564, -0.001635
0.520000, -0.001561, -0.000400, -0.000850
0.540000, -0.001397, -0.000343, -0.001896
0.560000, -0.001652, -0.000119, -0.002265
0.580000, -0.001284, -0.000647, -0.001003
0.600000, -0.001275, -0.000370, -0.001044
0.620000, -0.000875, 0.000006, -0.001481
0.640000, -0.002183, 0.000199, -0.001781
0.660000, -0.001764, 0.000027, -0.002577
0.680000, -0.002197, 0.000176, -0.002149
0.700000, -0.001578, 0.001253, -0.001505
0.720000, -0.001557, -0.000284, -0.001372
0.740000, -0.002196, 0.001841, -0.000054
0.760000, -0.001189, 0.000722, -0.001519
0.780000, -0.000817, 0.001397, -0.001977
0.800000, -0.001499, -0.001769, -0.002064
0.820000, -0.002312, -0.000194, -0.001335
0.840000, -0.002720, 0.000363, -0.001919
0.860000, -0.002552, -0.001075, -0.001340
0.880000, -0.001463, -0.000492, -0.001205
0.900000, -0.002262, -0.000115, -0.000722
0.920000, -0.002041, -0.000140, -0.001308
0.940000, -0.002152, -0.000558, -0.001389
0.960000, -0.002061, 0.000495, -0.002136
0.980000, -0.001168, 0.000783, -0.002179
1.000000, -0.001297, -0.000788, -0.001846
1.020000, -0.001403, -0.000586, -0.001374
1.040000, -0.001722, -0.001062, -0.002045
1.060000, -0.001741, -0.000321, -0.001492
1.080000, -0.001209, -0.000807, -0.000971
1.100000, -0.002503, 0.000006, -0.002060
1.120000, -0.001151, 0.000770, -0.001298
1.140000, -0.002221, -0.000127, -0.002169
1.159999, -0.002007, -0.000143, -0.001149
1.179999, -0.001724, -0.000464, -0.001161
1.199999, -0.001862, -0.000852, -0.002277
1.219999, -0.001486, 0.000529, -0.001844
1.239999, -0.002270, 0.000388, -0.001397
1.259999, -0.001347, -0.000400, -0.001108
1.279999, -0.001397, -0.000499, -0.002398
1.299999, -0.001816, 0.000446, -0.001298
1.319999, -0.001766, -0.000048, -0.002520
1.339999, -0.000922, -0.000038, -0.001380
1.359999, -0.001107, 0.000275, -0.002110
1.379999, -0.001514, -0.000865, -0.001049
1.399999, -0.000373, -0.000822, -0.001612
1.419999, -0.000668, -0.000914, -0.001047
1.439999, -0.001952, -0.000673, -0.001626
1.459999, -0.002095, -0.001216, -0.001685
1.479999, -0.001194, 0.000214, -0.000938
1.499999, -0.000179, 0.000294, -0.001198
1.519999, -0.001277, -0.000178, -0.001411
1.539999, 0.000098, 0.000784, -0.001017
1.559999, 0.001174, -0.000107, -0.001646
1.579999, 0.000077, -0.000472, -0.003183
1.599999, -0.000776, -0.001518, -0.001369
1.619999, -0.002570, -0.001370, -0.000398
1.639999, -0.004449, 0.000112, -0.002030
1.659999, -0.003831, -0.001974, -0.001720
1.679999, -0.003267, -0.001340, -0.000944
1.699999, -0.002720, -0.000494, -0.002249
1.719999, -0.002635, -0.000585, -0.001855
1.739999, -0.001102, -0.001638, -0.001757
1.759999, -0.000702, -0.000651, -0.002235
1.779999, -0.000751, 0.000006, -0.000364
1.799999, 0.000393, 0.000279, -0.000630
1.819999, 0.000207, -0.001548, -0.000171
1.839999, -0.002104, -0.000255, -0.001519
1.859999, -0.002500, -0.000531, -0.001940
1.879999, -0.002474, -0.001092, -0.002518
1.899999, -0.003069, 0.000832, -0.002058
1.919999, -0.003546, -0.000364, -0.001121
1.939999, -0.002159, 0.000069, -0.001114
1.959999, -0.002071, -0.000705, -0.001766
1.979999, -0.001530, -0.001669, -0.002426
1.999999, -0.001952, 0.000542, -0.001387
2.019999, -0.001438, 0.001018, -0.001870
2.039999, -0.001050, -0.000262, -0.001692
2.059999, -0.002326, 0.000827, -0.000623
2.079999, -0.001814, -0.000629, -0.001682
2.099999, -0.001672, -0.000109, -0.001126
2.119999, -0.001875, -0.000556, -0.001313
2.139999, -0.000139, -0.000207, -0.001332
2.159999, -0.000946, -0.000247, -0.001046
2.179999, -0.001772, 0.002141, -0.002042
2.199999, -0.003172, 0.003353, 0.004424
