t, phi2, phi3
16.420185, -0.013188, -0.002642
16.440186, -0.012665, -0.005178
16.460186, -0.012492, -0.007046
16.480186, -0.011858, -0.009816
16.500187, -0.011747, -0.011666
16.520187, -0.011546, -0.014012
16.540188, -0.011104, -0.017179
16.560188, -0.011319, -0.019039
16.580189, -0.010795, -0.022110
16.600189, -0.010732, -0.024135
16.620190, -0.010216, -0.027102
16.640190, -0.009694, -0.029605
16.660191, -0.009373, -0.031557
16.680191, -0.008914, -0.033214
16.700191, -0.008612, -0.033828
16.720192, -0.008505, -0.033887
16.740192, -0.007692, -0.034762
16.760193, -0.006925, -0.035694
16.780193, -0.006115, -0.036084
16.800194, -0.005697, -0.034657
16.820194, -0.005106, -0.032982
16.840195, -0.004764, -0.030886
16.860195, -0.004614, -0.027974
16.880196, -0.003803, -0.025851
16.900196, -0.003653, -0.021375
16.920197, -0.003038, -0.017586
16.940197, -0.002784, -0.013271
16.960197, -0.002539, -0.009392
16.980198, -0.002453, -0.005384
17.000198, -0.002857, -0.000771
17.020199, -0.003437, 0.003842
17.040199, -0.004232, 0.008266
17.060200, -0.004844, 0.012036
17.080200, -0.005554, 0.015452
17.100201, -0.006680, 0.019209
17.120201, -0.007526, 0.021981
17.140202, -0.008623, 0.024989
17.160202, -0.008730, 0.025524
17.180202, -0.009258, 0.026217
17.200203, -0.010058, 0.026531
17.220203, -0.010538, 0.026676
17.240204, -0.010757, 0.026057
17.260204, -0.011181, 0.025896
17.280205, -0.011613, 0.025944
17.300205, -0.011185, 0.024426
17.320206, -0.010791, 0.023012
17.340206, -0.010534, 0.021571
17.360207, -0.010801, 0.020751
17.380207, -0.009896, 0.017063
17.400208, -0.009656, 0.014455
17.420208, -0.009477, 0.011547
17.440208, -0.008960, 0.007902
17.460209, -0.008585, 0.004940
17.480209, -0.008162, 0.001526
17.500210, -0.007982, -0.002026
17.520210, -0.008152, -0.005281
17.540211, -0.008392, -0.008579
17.560211, -0.009031, -0.010803
17.580212, -0.008953, -0.014159
17.600212, -0.008880, -0.016832
17.620213, -0.009240, -0.018225
17.640213, -0.008909, -0.021175
17.660213, -0.008457, -0.024044
17.680214, -0.008141, -0.026010
17.700214, -0.007753, -0.027438
17.720215, -0.007136, -0.029689
17.740215, -0.006715, -0.031446
17.760216, -0.006421, -0.032568
17.780216, -0.006069, -0.034039
17.800217, -0.005533, -0.034972
17.820217, -0.005080, -0.035670
17.840218, -0.004786, -0.035194
17.860218, -0.004436, -0.034210
17.880219, -0.003803, -0.033422
17.900219, -0.004182, -0.030065
17.920219, -0.004268, -0.027427
17.940220, -0.003795, -0.023121
17.960220, -0.002693, -0.020409
17.980221, -0.003302, -0.016516
18.000221, -0.003567, -0.012729
18.020222, -0.003585, -0.008718
18.040222, -0.003308, -0.004843
18.060223, -0.003495, -0.000532
18.080223, -0.003807, 0.003256
18.100224, -0.004325, 0.006881
18.120224, -0.004920, 0.010061
18.140224, -0.006021, 0.013392
18.160225, -0.007265, 0.016695
18.180225, -0.008019, 0.018555
18.200226, -0.008499, 0.020164
18.220226, -0.009131, 0.022137
18.240227, -0.010081, 0.024072
18.260227, -0.010816, 0.024724
18.280228, -0.011541, 0.025193
18.300228, -0.013043, 0.027013
18.320229, -0.013395, 0.026835
18.340229, -0.013136, 0.025134
18.360229, -0.013985, 0.026417
18.380230, -0.013752, 0.025726
18.400230, -0.013678, 0.025685
18.420231, -0.012984, 0.024330
18.440231, -0.012674, 0.023772
18.460232, -0.012264, 0.022813
18.480232, -0.011576, 0.020775
18.500233, -0.010619, 0.017961
18.520233, -0.010590, 0.016615
18.540234, -0.010427, 0.014639
18.560234, -0.010149, 0.011883
18.580235, -0.009813, 0.008811
18.600235, -0.009347, 0.005314
18.620235, -0.008813, 0.001231
18.640236, -0.009058, -0.001215
18.660236, -0.008560, -0.005474
18.680237, -0.008820, -0.007904
18.700237, -0.008640, -0.011182
18.720238, -0.008536, -0.014347
18.740238, -0.008654, -0.016773
18.760239, -0.008458, -0.019787
18.780239, -0.007983, -0.023172
18.800240, -0.008336, -0.024570
18.820240, -0.008018, -0.027064
18.840240, -0.007905, -0.028555
18.860241, -0.007252, -0.030928
18.880241, -0.006658, -0.032411
18.900242, -0.006629, -0.032474
18.920242, -0.006476, -0.032685
18.940243, -0.006172, -0.032847
18.960243, -0.006064, -0.031993
18.980244, -0.005803, -0.030762
19.000244, -0.005175, -0.030995
19.020245, -0.004280, -0.030794
19.040245, -0.004320, -0.027444
19.060246, -0.003596, -0.025416
19.080246, -0.003185, -0.022388
19.100246, -0.002785, -0.018358
19.120247, -0.002260, -0.014883
19.140247, -0.003070, -0.009533
19.160248, -0.003651, -0.004487
19.180248, -0.004262, 0.000080
19.200249, -0.004869, 0.005154
19.220249, -0.005653, 0.010395
19.240250, -0.005938, 0.014379
19.260250, -0.006647, 0.018602
19.280251, -0.007475, 0.022370
19.300251, -0.008165, 0.025194
19.320251, -0.009220, 0.027407
19.340252, -0.010195, 0.029243
19.360252, -0.010987, 0.030097
19.380253, -0.012238, 0.031553
19.400253, -0.013027, 0.031661
19.420254, -0.013893, 0.031838
19.440254, -0.014143, 0.031074
19.460255, -0.014321, 0.030634
19.480255, -0.013912, 0.029340
19.500256, -0.013081, 0.026874
19.520256, -0.012725, 0.025024
19.540257, -0.012534, 0.022921
19.560257, -0.012220, 0.020243
19.580257, -0.011850, 0.017090
19.600258, -0.010983, 0.012930
19.620258, -0.010486, 0.010008
19.640259, -0.009744, 0.006049
19.660259, -0.009424, 0.002502
19.680260, -0.009346, -0.000864
19.700260, -0.009126, -0.005219
19.720261, -0.009101, -0.009030
19.740261, -0.009755, -0.011234
19.760262, -0.009401, -0.015338
19.780262, -0.009616, -0.017438
19.800262, -0.009574, -0.019771
19.820263, -0.009114, -0.022887
19.840263, -0.008637, -0.025575
19.860264, -0.008179, -0.028166
19.880264, -0.008102, -0.029827
19.900265, -0.008202, -0.030865
19.920265, -0.007967, -0.032583
19.940266, -0.007288, -0.034392
19.960266, -0.006444, -0.035820
19.980267, -0.006254, -0.034821
20.000267, -0.004956, -0.036766
20.020267, -0.003614, -0.036788
20.040268, -0.003385, -0.033928
20.060268, -0.002905, -0.031263
20.080269, -0.002829, -0.027317
20.100269, -0.003321, -0.025042
20.120270, -0.004033, -0.017862
20.140270, -0.003363, -0.014687
20.160271, -0.004057, -0.010194
20.180271, -0.005242, -0.005243
20.200272, -0.005402, -0.002040
20.220272, -0.005884, 0.002430
20.240273, -0.006779, 0.007535
20.260273, -0.007806, 0.012906
20.280273, -0.008382, 0.017626
20.300274, -0.009025, 0.022329
20.320274, -0.009835, 0.026769
20.340275, -0.011203, 0.030770
20.360275, -0.013132, 0.034626
20.380276, -0.014173, 0.036508
20.400276, -0.015052, 0.038824
20.420277, -0.015744, 0.040325
20.440277, -0.015652, 0.040449
20.460278, -0.016179, 0.041521
20.480278, -0.016165, 0.040955
20.500278, -0.016306, 0.039760
20.520279, -0.016702, 0.038502
20.540279, -0.016250, 0.036949
20.560280, -0.015212, 0.034733
20.580280, -0.014069, 0.032072
20.600281, -0.013892, 0.029771
20.620281, -0.013190, 0.026889
20.640282, -0.011502, 0.021657
20.660282, -0.010800, 0.018239
20.680283, -0.010245, 0.013441
20.700283, -0.010075, 0.008528
20.720284, -0.009236, 0.001399
20.740284, -0.009179, -0.004627
20.760284, -0.009591, -0.009969
20.780285, -0.010232, -0.015067
20.800285, -0.011012, -0.019870
20.820286, -0.011567, -0.025049
20.840286, -0.011409, -0.031271
20.860287, -0.011892, -0.034713
20.880287, -0.011741, -0.038563
20.900288, -0.012242, -0.040540
20.920288, -0.012499, -0.042423
20.940289, -0.012448, -0.043417
20.960289, -0.012262, -0.044066
20.980289, -0.012139, -0.043163
21.000290, -0.011635, -0.042765
21.020290, -0.011598, -0.039864
21.040291, -0.011532, -0.036362
21.060291, -0.010667, -0.033974
21.080292, -0.009638, -0.031517
21.100292, -0.008781, -0.028243
21.120293, -0.007969, -0.024558
21.140293, -0.007663, -0.019930
21.160294, -0.007708, -0.015632
21.180294, -0.007703, -0.011657
21.200294, -0.007636, -0.008231
21.220295, -0.007943, -0.003865
21.240295, -0.007930, -0.000344
21.260296, -0.008876, 0.004222
21.280296, -0.009286, 0.006831
21.300297, -0.010732, 0.009855
21.320297, -0.012873, 0.013244
21.340298, -0.014161, 0.015147
21.360298, -0.015086, 0.015899
21.380299, -0.016835, 0.017533
21.400299, -0.017733, 0.017143
21.420300, -0.018594, 0.016955
21.440300, -0.018525, 0.015435
21.460300, -0.018567, 0.014839
21.480301, -0.018880, 0.015181
21.500301, -0.018621, 0.014832
21.520302, -0.018788, 0.015442
21.540302, -0.018623, 0.015620
21.560303, -0.018572, 0.016240
21.580303, -0.017757, 0.015577
21.600304, -0.017159, 0.015463
21.620304, -0.016583, 0.015471
21.640305, -0.016111, 0.015419
21.660305, -0.015623, 0.015169
21.680305, -0.015208, 0.014686
21.700306, -0.015080, 0.014479
21.720306, -0.015124, 0.014830
21.740307, -0.015138, 0.014650
21.760307, -0.015273, 0.014163
21.780308, -0.014758, 0.012075
21.800308, -0.014219, 0.009814
21.820309, -0.013615, 0.007706
21.840309, -0.013358, 0.005962
21.860310, -0.013023, 0.003783
21.880310, -0.012543, 0.000840
21.900311, -0.012359, -0.001537
21.920311, -0.012280, -0.003678
21.940311, -0.012181, -0.005897
21.960312, -0.011629, -0.009058
21.980312, -0.011486, -0.011318
22.000313, -0.011247, -0.013971
22.020313, -0.010999, -0.016455
22.040314, -0.010958, -0.018312
22.060314, -0.011025, -0.020072
22.080315, -0.010833, -0.021999
22.100315, -0.010244, -0.024624
22.120316, -0.009996, -0.026221
22.140316, -0.009507, -0.028422
22.160316, -0.008938, -0.030558
22.180317, -0.008598, -0.031890
22.200317, -0.008279, -0.032397
22.220318, -0.007835, -0.032511
22.240318, -0.007539, -0.031927
22.260319, -0.007037, -0.030972
22.280319, -0.006684, -0.028829
22.300320, -0.006296, -0.026943
22.320320, -0.006807, -0.022485
22.340321, -0.006921, -0.018766
22.360321, -0.006859, -0.014702
22.380322, -0.007345, -0.009181
22.400322, -0.007464, -0.003464
22.420322, -0.007002, 0.001101
22.440323, -0.007274, 0.006600
22.460323, -0.007356, 0.011236
22.480324, -0.007608, 0.015572
22.500324, -0.007661, 0.019073
22.520325, -0.008092, 0.022441
22.540325, -0.008377, 0.024535
22.560326, -0.008074, 0.024519
22.580326, -0.009234, 0.026705
22.600327, -0.009478, 0.026360
22.620327, -0.009881, 0.025433
22.640327, -0.010466, 0.024744
22.660328, -0.010651, 0.022355
22.680328, -0.011271, 0.020782
22.700329, -0.011434, 0.018260
22.720329, -0.011580, 0.015628
22.740330, -0.011581, 0.012667
22.760330, -0.011490, 0.009744
22.780331, -0.011071, 0.006706
22.800331, -0.011072, 0.004822
22.820332, -0.010823, 0.002774
22.840332, -0.010749, 0.001469
22.860332, -0.010368, -0.000179
22.880333, -0.009886, -0.001741
22.900333, -0.009693, -0.002534
22.920334, -0.009601, -0.002931
22.940334, -0.009322, -0.004075
22.960335, -0.009112, -0.004967
22.980335, -0.008917, -0.005372
23.000336, -0.008484, -0.006482
23.020336, -0.008069, -0.007386
23.040337, -0.008136, -0.007610
23.060337, -0.007785, -0.008662
23.080338, -0.007576, -0.009645
23.100338, -0.007264, -0.010884
23.120338, -0.007275, -0.011501
23.140339, -0.007063, -0.012712
23.160339, -0.006811, -0.013842
23.180340, -0.006736, -0.014631
23.200340, -0.006624, -0.015288
23.220341, -0.006405, -0.016008
23.240341, -0.006356, -0.016660
23.260342, -0.006121, -0.017691
23.280342, -0.006076, -0.017574
23.300343, -0.006037, -0.017175
23.320343, -0.006102, -0.016383
23.340343, -0.006073, -0.015254
23.360344, -0.005810, -0.014199
23.380344, -0.005545, -0.012992
23.400345, -0.005251, -0.011314
23.420345, -0.004536, -0.010220
23.440346, -0.004636, -0.007281
23.460346, -0.004612, -0.004404
23.480347, -0.004631, -0.001805
23.500347, -0.004909, 0.001328
23.520348, -0.005072, 0.003937
23.540348, -0.005275, 0.006480
23.560349, -0.005275, 0.008223
23.580349, -0.005571, 0.010360
23.600349, -0.006106, 0.012954
23.620350, -0.006324, 0.014642
23.640350, -0.006449, 0.015773
23.660351, -0.006213, 0.016790
23.680351, -0.006164, 0.018035
23.700352, -0.006044, 0.018658
23.720352, -0.005903, 0.019193
23.740353, -0.006150, 0.020172
23.760353, -0.006107, 0.019919
23.780354, -0.006214, 0.019839
23.800354, -0.006228, 0.019531
23.820354, -0.006240, 0.018865
23.840355, -0.006116, 0.017804
23.860355, -0.006311, 0.017331
23.880356, -0.006304, 0.016062
23.900356, -0.006702, 0.015312
23.920357, -0.006516, 0.013123
23.940357, -0.006000, 0.010368
23.960358, -0.006153, 0.008530
23.980358, -0.006396, 0.006233
24.000359, -0.006569, 0.003780
24.020359, -0.006134, 0.000163
24.040359, -0.006407, -0.001967
24.060360, -0.006265, -0.004991
24.080360, -0.006676, -0.006535
24.100361, -0.007059, -0.008061
24.120361, -0.007058, -0.009945
24.140362, -0.007151, -0.011287
24.160362, -0.006750, -0.013371
24.180363, -0.006321, -0.015248
24.200363, -0.005877, -0.017255
24.220364, -0.005456, -0.019162
24.240364, -0.005035, -0.021044
24.260365, -0.004455, -0.023059
24.280365, -0.003884, -0.024901
24.300365, -0.003161, -0.026560
24.320366, -0.002433, -0.028019
24.340366, -0.002096, -0.028834
24.360367, -0.001351, -0.029645
24.380367, -0.000599, -0.030279
24.400368, 0.000087, -0.030473
24.420368, -0.000578, -0.028543
24.440369, -0.000432, -0.026405
24.460369, 0.000217, -0.023525
24.480370, 0.001060, -0.017973
24.500370, 0.001412, -0.011845
24.520370, 0.001215, -0.004057
24.540371, 0.001701, 0.001582
24.560371, 0.001905, 0.007737
24.580372, 0.002101, 0.013080
24.600372, 0.002023, 0.017961
24.620373, 0.001448, 0.022448
24.640373, 0.001026, 0.025331
24.660374, -0.000134, 0.028110
24.680374, -0.002129, 0.029257
24.700375, -0.004068, 0.029688
24.720375, -0.006172, 0.030488
24.740376, -0.008287, 0.031447
24.760376, -0.010352, 0.032524
24.780376, -0.011305, 0.032090
24.800377, -0.012300, 0.032334
24.820377, -0.012915, 0.032222
24.840378, -0.012993, 0.031149
24.860378, -0.013449, 0.031180
24.880379, -0.013628, 0.030889
24.900379, -0.013542, 0.030070
24.920380, -0.013830, 0.029974
24.940380, -0.012978, 0.027688
24.960381, -0.012470, 0.026982
24.980381, -0.011506, 0.025271
25.000381, -0.011080, 0.023037
25.020382, -0.011226, 0.021458
25.040382, -0.010780, 0.018415
25.060383, -0.010999, 0.017189
25.080383, -0.009652, 0.011597
25.100384, -0.010000, 0.009825
25.120384, -0.010942, 0.008440
25.140385, -0.011242, 0.005591
25.160385, -0.011214, 0.002131
25.180386, -0.011128, -0.001215
25.200386, -0.010574, -0.005372
25.220387, -0.009978, -0.009449
25.240387, -0.008835, -0.014978
25.260387, -0.008134, -0.019941
25.280388, -0.007869, -0.024123
25.300388, -0.006784, -0.030421
25.320389, -0.006276, -0.034942
25.340389, -0.005999, -0.038622
25.360390, -0.005905, -0.041530
25.380390, -0.005488, -0.044975
25.400391, -0.004794, -0.047957
25.420391, -0.004271, -0.049091
25.440392, -0.004037, -0.049241
25.460392, -0.003906, -0.048277
25.480392, -0.003092, -0.047356
25.500393, -0.003016, -0.045038
25.520393, -0.004284, -0.039811
25.540394, -0.004189, -0.037027
25.560394, -0.004250, -0.031857
25.580395, -0.004607, -0.025274
25.600395, -0.004720, -0.018012
25.620396, -0.004881, -0.010576
25.640396, -0.004707, -0.003766
25.660397, -0.004510, 0.002368
25.680397, -0.004366, 0.009313
25.700397, -0.004328, 0.016417
25.720398, -0.003970, 0.022049
25.740398, -0.004807, 0.026679
25.760399, -0.005257, 0.031630
25.780399, -0.004083, 0.034302
25.800400, -0.003756, 0.036994
25.820400, -0.006609, 0.041446
25.840401, -0.009677, 0.044665
25.860401, -0.011329, 0.042309
25.880402, -0.013286, 0.041765
25.900402, -0.013072, 0.038675
25.920403, -0.012925, 0.036999
25.940403, -0.011981, 0.034038
25.960403, -0.011401, 0.031039
25.980404, -0.011944, 0.028827
26.000404, -0.013521, 0.025504
26.020405, -0.015212, 0.022887
26.040405, -0.016311, 0.019458
26.060406, -0.016786, 0.016150
26.080406, -0.016690, 0.013125
26.100407, -0.015644, 0.009302
26.120407, -0.014881, 0.006071
26.140408, -0.014138, 0.002603
26.160408, -0.013938, -0.000533
26.180408, -0.013475, -0.004058
26.200409, -0.013240, -0.006862
26.220409, -0.012661, -0.010332
26.240410, -0.012807, -0.011879
26.260410, -0.012910, -0.013682
26.280411, -0.012564, -0.016383
26.300411, -0.012737, -0.018283
26.320412, -0.013116, -0.019725
26.340412, -0.013583, -0.020694
26.360413, -0.013485, -0.022922
26.380413, -0.013486, -0.024462
26.400414, -0.013275, -0.026722
26.420414, -0.013764, -0.027291
26.440414, -0.013832, -0.028286
26.460415, -0.013890, -0.028849
26.480415, -0.013248, -0.030746
26.500416, -0.013153, -0.030881
26.520416, -0.012334, -0.032363
26.540417, -0.011775, -0.033173
26.560417, -0.011201, -0.033714
26.580418, -0.010467, -0.034016
26.600418, -0.010007, -0.033662
26.620419, -0.009679, -0.032544
26.640419, -0.008700, -0.031985
26.660419, -0.008577, -0.029355
26.680420, -0.008280, -0.026833
26.700420, -0.007138, -0.025599
26.720421, -0.006898, -0.022084
26.740421, -0.006810, -0.018214
26.760422, -0.006235, -0.015336
26.780422, -0.006034, -0.011466
26.800423, -0.005573, -0.008810
26.820423, -0.005275, -0.005812
26.840424, -0.005386, -0.002571
26.860424, -0.005595, 0.000467
26.880424, -0.006252, 0.003787
26.900425, -0.007371, 0.007318
26.920425, -0.008147, 0.009819
26.940426, -0.008791, 0.011551
26.960426, -0.009345, 0.012844
26.980427, -0.010101, 0.014548
27.000427, -0.010946, 0.016015
27.020428, -0.012192, 0.018327
27.040428, -0.013238, 0.019669
27.060429, -0.014282, 0.021135
27.080429, -0.014293, 0.020840
27.100430, -0.013946, 0.019740
27.120430, -0.014202, 0.019946
27.140430, -0.014209, 0.020060
27.160431, -0.014033, 0.019333
27.180431, -0.013815, 0.018587
27.200432, -0.013432, 0.017390
27.220432, -0.013005, 0.015916
27.240433, -0.012801, 0.014494
27.260433, -0.012151, 0.012362
27.280434, -0.011592, 0.010122
27.300434, -0.010878, 0.007464
27.320435, -0.010521, 0.005540
27.340435, -0.010052, 0.003352
27.360435, -0.010001, 0.001587
27.380436, -0.009585, -0.001013
27.400436, -0.009479, -0.003434
27.420437, -0.009482, -0.005437
27.440437, -0.009398, -0.007458
27.460438, -0.009268, -0.009460
27.480438, -0.009110, -0.011469
27.500439, -0.008697, -0.013606
27.520439, -0.008252, -0.015843
27.540440, -0.008349, -0.016954
27.560440, -0.008694, -0.017592
27.580441, -0.008724, -0.018412
27.600441, -0.008623, -0.019415
27.620441, -0.008191, -0.021168
27.640442, -0.008259, -0.021843
27.660442, -0.008023, -0.022993
27.680443, -0.007795, -0.024654
27.700443, -0.007467, -0.025837
27.720444, -0.006979, -0.027172
27.740444, -0.006566, -0.028059
27.760445, -0.006173, -0.028679
27.780445, -0.005624, -0.029283
27.800446, -0.004971, -0.029440
27.820446, -0.004345, -0.029328
27.840446, -0.003584, -0.028790
27.860447, -0.002994, -0.027815
27.880447, -0.002821, -0.026300
27.900448, -0.002866, -0.024523
27.920448, -0.002476, -0.022968
27.940449, -0.002650, -0.019788
27.960449, -0.001964, -0.018257
27.980450, -0.001598, -0.016888
28.000450, -0.001873, -0.013262
28.020451, -0.002069, -0.010088
28.040451, -0.002719, -0.005812
28.060452, -0.003116, -0.002106
28.080452, -0.003571, 0.001761
28.100452, -0.004408, 0.006406
28.120453, -0.004906, 0.010349
28.140453, -0.005710, 0.015051
28.160454, -0.006656, 0.019656
28.180454, -0.007179, 0.023326
28.200455, -0.006870, 0.025418
28.220455, -0.006810, 0.028022
28.240456, -0.006367, 0.030304
28.260456, -0.005640, 0.031535
28.280457, -0.005408, 0.033159
28.300457, -0.005757, 0.034621
28.320457, -0.006517, 0.034713
28.340458, -0.007377, 0.034053
28.360458, -0.008873, 0.032701
28.380459, -0.008782, 0.029219
28.400459, -0.008140, 0.025183
28.420460, -0.008004, 0.021948
28.440460, -0.007197, 0.016874
28.460461, -0.006923, 0.011651
28.480461, -0.006405, 0.006180
28.500462, -0.006353, 0.001411
28.520462, -0.006017, -0.004196
28.540462, -0.005945, -0.009206
28.560463, -0.005985, -0.013679
28.580463, -0.005948, -0.018685
28.600464, -0.006323, -0.022778
28.620464, -0.006382, -0.027102
28.640465, -0.006445, -0.030815
28.660465, -0.007057, -0.032809
28.680466, -0.007110, -0.035497
28.700466, -0.006975, -0.038446
28.720467, -0.006795, -0.040917
28.740467, -0.006902, -0.041760
28.760468, -0.006796, -0.042406
28.780468, -0.006468, -0.043110
28.800468, -0.006099, -0.042668
28.820469, -0.005691, -0.041430
28.840469, -0.004958, -0.040185
28.860470, -0.004383, -0.038688
28.880470, -0.003292, -0.037286
28.900471, -0.002563, -0.034767
28.920471, -0.001472, -0.032419
28.940472, -0.001384, -0.027837
28.960472, -0.000969, -0.025348
28.980473, -0.000823, -0.019931
29.000473, -0.000313, -0.014642
29.020473, -0.000218, -0.011194
29.040474, -0.000916, -0.006123
29.060474, -0.001485, -0.001437
29.080475, -0.002130, 0.003773
29.100475, -0.003347, 0.010317
29.120476, -0.004249, 0.015665
29.140476, -0.004999, 0.020691
29.160477, -0.006035, 0.025551
29.180477, -0.007607, 0.030715
29.200478, -0.008443, 0.034304
29.220478, -0.010013, 0.037097
29.240479, -0.013219, 0.040322
29.260479, -0.016125, 0.041052
29.280479, -0.018906, 0.040010
29.300480, -0.021057, 0.039386
29.320480, -0.021159, 0.037244
29.340481, -0.019980, 0.034471
29.360481, -0.018118, 0.032656
29.380482, -0.016337, 0.031783
29.400482, -0.014577, 0.029287
29.420483, -0.012854, 0.026725
29.440483, -0.010659, 0.022962
29.460484, -0.010253, 0.020839
29.480484, -0.010041, 0.018782
29.500484, -0.009770, 0.015972
29.520485, -0.009713, 0.013430
29.540485, -0.010780, 0.012119
29.560486, -0.010665, 0.007688
29.580486, -0.010599, 0.004059
29.600487, -0.010018, -0.000282
29.620487, -0.010100, -0.003898
29.640488, -0.010214, -0.007884
29.660488, -0.011007, -0.011954
29.680489, -0.011766, -0.016345
29.700489, -0.012836, -0.020940
29.720490, -0.013831, -0.025241
29.740490, -0.014050, -0.030632
29.760490, -0.014312, -0.034773
29.780491, -0.014122, -0.039091
29.800491, -0.013840, -0.042424
29.820492, -0.013351, -0.045426
29.840492, -0.013069, -0.046940
29.860493, -0.013121, -0.047047
29.880493, -0.012357, -0.048651
29.900494, -0.011611, -0.049415
29.920494, -0.011109, -0.049411
29.940495, -0.010562, -0.049224
29.960495, -0.009956, -0.048521
29.980495, -0.008882, -0.047533
30.000496, -0.008016, -0.045341
30.020496, -0.006712, -0.043373
30.040497, -0.006085, -0.039996
30.060497, -0.005617, -0.035653
30.080498, -0.005068, -0.032518
30.100498, -0.005384, -0.028425
30.120499, -0.005889, -0.024527
30.140499, -0.006564, -0.019587
30.160500, -0.007167, -0.014548
30.180500, -0.007408, -0.009360
30.200500, -0.008381, -0.002834
30.220501, -0.008421, 0.001968
30.240501, -0.008238, 0.005947
30.260502, -0.009021, 0.010747
30.280502, -0.008900, 0.013628
30.300503, -0.010362, 0.018331
30.320503, -0.012527, 0.021721
30.340504, -0.014648, 0.023178
30.360504, -0.016971, 0.024203
30.380505, -0.018549, 0.023760
30.400505, -0.019745, 0.022942
30.420506, -0.020828, 0.022574
30.440506, -0.021273, 0.021631
30.460506, -0.021471, 0.020765
30.480507, -0.021502, 0.020096
30.500507, -0.021125, 0.018597
30.520508, -0.020388, 0.016498
30.540508, -0.020242, 0.015660
30.560509, -0.019226, 0.013248
30.580509, -0.018827, 0.012132
30.600510, -0.018494, 0.010920
30.620510, -0.017890, 0.009148
30.640511, -0.017181, 0.007451
30.660511, -0.016527, 0.006150
30.680511, -0.016060, 0.005351
30.700512, -0.015803, 0.005086
30.720512, -0.015429, 0.004584
30.740513, -0.015195, 0.004444
30.760513, -0.014701, 0.003709
30.780514, -0.014375, 0.002965
30.800514, -0.014721, 0.003309
30.820515, -0.015302, 0.004023
30.840515, -0.015063, 0.003030
30.860516, -0.015133, 0.002605
30.880516, -0.015083, 0.002084
30.900517, -0.014976, 0.001318
30.920517, -0.014640, -0.000029
30.940517, -0.014638, -0.000825
30.960518, -0.014628, -0.002005
30.980518, -0.014586, -0.003336
31.000519, -0.014470, -0.005103
31.020519, -0.014035, -0.007694
31.040520, -0.013379, -0.010650
31.060520, -0.013245, -0.012548
31.080521, -0.012913, -0.015029
31.100521, -0.012714, -0.017242
31.120522, -0.012477, -0.019782
31.140522, -0.012168, -0.022586
31.160522, -0.012322, -0.024277
31.180523, -0.011345, -0.028025
31.200523, -0.010624, -0.030813
31.220524, -0.010166, -0.032218
31.240524, -0.009769, -0.033764
31.260525, -0.008971, -0.034993
31.280525, -0.008636, -0.034675
31.300526, -0.008267, -0.033527
31.320526, -0.008626, -0.031498
31.340527, -0.008933, -0.027874
31.360527, -0.008470, -0.025113
31.380527, -0.008155, -0.022043
31.400528, -0.007671, -0.018084
31.420528, -0.007410, -0.013658
31.440529, -0.007002, -0.009607
31.460529, -0.007122, -0.004562
31.480530, -0.006736, -0.000441
31.500530, -0.006331, 0.003559
31.520531, -0.005978, 0.007044
31.540531, -0.005774, 0.010192
31.560532, -0.005993, 0.013517
31.580532, -0.006006, 0.015653
31.600533, -0.006441, 0.018142
31.620533, -0.007489, 0.020717
31.640533, -0.008580, 0.022966
31.660534, -0.009694, 0.024700
31.680534, -0.010414, 0.025452
31.700535, -0.011042, 0.026134
31.720535, -0.012285, 0.027882
31.740536, -0.012967, 0.028525
31.760536, -0.013236, 0.028260
31.780537, -0.013000, 0.027423
31.800537, -0.012744, 0.026630
31.820538, -0.012676, 0.025741
31.840538, -0.012893, 0.025199
31.860538, -0.012317, 0.022710
31.880539, -0.012290, 0.020796
31.900539, -0.012036, 0.018397
31.920540, -0.011889, 0.016365
31.940540, -0.011181, 0.012895
31.960541, -0.010892, 0.009552
31.980541, -0.010897, 0.006624
32.000542, -0.010225, 0.002312
32.020542, -0.010038, -0.001034
32.040543, -0.009900, -0.004329
32.060543, -0.009691, -0.007704
32.080544, -0.009689, -0.010719
32.100544, -0.009364, -0.013961
32.120544, -0.009036, -0.016526
32.140545, -0.009398, -0.017473
32.160545, -0.009493, -0.018628
32.180546, -0.009219, -0.020545
32.200546, -0.008624, -0.022707
32.220547, -0.008153, -0.024846
32.240547, -0.008481, -0.025198
32.260548, -0.008212, -0.026743
32.280548, -0.007858, -0.028127
32.300549, -0.007451, -0.028541
32.320549, -0.007056, -0.028884
32.340549, -0.006715, -0.028747
32.360550, -0.005977, -0.028521
32.380550, -0.006001, -0.027193
32.400551, -0.005571, -0.026308
32.420551, -0.004672, -0.024934
32.440552, -0.004456, -0.022330
32.460552, -0.003998, -0.019708
32.480553, -0.003446, -0.016859
32.500553, -0.003413, -0.013794
32.520554, -0.003281, -0.010507
32.540554, -0.003240, -0.006476
32.560555, -0.003307, -0.002738
32.580555, -0.003457, 0.000517
32.600555, -0.004142, 0.004741
32.620556, -0.004871, 0.008996
32.640556, -0.005918, 0.013253
32.660557, -0.006855, 0.016366
32.680557, -0.008238, 0.019672
32.700558, -0.010275, 0.023951
32.720558, -0.011712, 0.026838
32.740559, -0.013615, 0.030411
32.760559, -0.014875, 0.033004
32.780560, -0.016282, 0.035165
32.800560, -0.017094, 0.036361
32.820560, -0.017501, 0.036806
32.840561, -0.017513, 0.036953
