t, phi2, phi3
16.420185, -0.003501, -0.000774
16.440186, -0.005770, 0.005364
16.460186, -0.007682, 0.010579
16.480186, -0.010277, 0.017412
16.500187, -0.012164, 0.023428
16.520187, -0.014809, 0.030808
16.540188, -0.016558, 0.036223
16.560188, -0.017810, 0.040681
16.580189, -0.018709, 0.044340
16.600189, -0.018973, 0.047034
16.620190, -0.019198, 0.048113
16.640190, -0.020912, 0.048991
16.660191, -0.021505, 0.046742
16.680191, -0.022240, 0.045994
16.700191, -0.021486, 0.042475
16.720192, -0.021137, 0.040001
16.740192, -0.018838, 0.034763
16.760193, -0.016614, 0.029576
16.780193, -0.015812, 0.025504
16.800194, -0.014507, 0.018141
16.820194, -0.013777, 0.012150
16.840195, -0.012505, 0.003536
16.860195, -0.014071, -0.002185
16.880196, -0.014407, -0.010969
16.900196, -0.015712, -0.018522
16.920197, -0.016582, -0.027009
16.940197, -0.017450, -0.034143
16.960197, -0.017289, -0.040860
16.980198, -0.017350, -0.044906
17.000198, -0.017143, -0.048575
17.020199, -0.017119, -0.051455
17.040199, -0.016539, -0.054627
17.060200, -0.016026, -0.056410
17.080200, -0.015284, -0.057608
17.100201, -0.015343, -0.054597
17.120201, -0.013902, -0.053896
17.140202, -0.012613, -0.052374
17.160202, -0.010639, -0.049038
17.180202, -0.007732, -0.046821
17.200203, -0.006239, -0.041810
17.220203, -0.004067, -0.038554
17.240204, -0.003649, -0.032924
17.260204, -0.003148, -0.028868
17.280205, -0.003203, -0.024962
17.300205, -0.004093, -0.018573
17.320206, -0.004780, -0.011838
17.340206, -0.005728, -0.004236
17.360207, -0.006101, 0.002313
17.380207, -0.007176, 0.008833
17.400208, -0.008187, 0.013885
17.420208, -0.009664, 0.019809
17.440208, -0.011942, 0.025792
17.460209, -0.014478, 0.030241
17.480209, -0.017592, 0.033422
17.500210, -0.020547, 0.035201
17.520210, -0.022538, 0.035251
17.540211, -0.024378, 0.034413
17.560211, -0.025611, 0.032476
17.580212, -0.026177, 0.030363
17.600212, -0.026377, 0.028393
17.620213, -0.026129, 0.025475
17.640213, -0.026145, 0.023157
17.660213, -0.025752, 0.019729
17.680214, -0.025540, 0.016556
17.700214, -0.025125, 0.012936
17.720215, -0.024180, 0.007928
17.740215, -0.024226, 0.005024
17.760216, -0.023249, 0.000450
17.780216, -0.022498, -0.003610
17.800217, -0.022019, -0.006635
17.820217, -0.021723, -0.008828
17.840218, -0.021018, -0.011949
17.860218, -0.021087, -0.013359
17.880219, -0.020516, -0.016060
17.900219, -0.020106, -0.017796
17.920219, -0.020327, -0.017768
17.940220, -0.020353, -0.017715
17.960220, -0.020193, -0.018298
17.980221, -0.019952, -0.018839
18.000221, -0.019384, -0.019894
18.020222, -0.019367, -0.019226
18.040222, -0.019314, -0.018073
18.060223, -0.018929, -0.017481
18.080223, -0.018503, -0.016970
18.100224, -0.018043, -0.016425
18.120224, -0.017448, -0.016346
18.140224, -0.017109, -0.015615
18.160225, -0.016883, -0.014363
18.180225, -0.016867, -0.012758
18.200226, -0.016663, -0.011300
18.220226, -0.016520, -0.010080
18.240227, -0.016749, -0.008402
18.260227, -0.016566, -0.007844
18.280228, -0.016254, -0.007815
18.300228, -0.016750, -0.005774
18.320229, -0.016626, -0.004917
18.340229, -0.016524, -0.003904
18.360229, -0.016574, -0.002310
18.380230, -0.016281, -0.001115
18.400230, -0.015902, 0.000088
18.420231, -0.015554, 0.001330
18.440231, -0.015219, 0.002363
18.460232, -0.015097, 0.003720
18.480232, -0.014978, 0.004988
18.500233, -0.014769, 0.005563
18.520233, -0.014731, 0.006626
18.540234, -0.014926, 0.008173
18.560234, -0.015228, 0.009552
18.580235, -0.015329, 0.010436
18.600235, -0.015402, 0.010732
18.620235, -0.015785, 0.011892
18.640236, -0.016102, 0.013035
18.660236, -0.015976, 0.013199
18.680237, -0.016027, 0.013453
18.700237, -0.015493, 0.012520
18.720238, -0.015388, 0.012604
18.740238, -0.015092, 0.012378
18.760239, -0.014571, 0.011214
18.780239, -0.014584, 0.011440
18.800240, -0.014253, 0.010416
18.820240, -0.013902, 0.009340
18.840240, -0.013397, 0.007681
18.860241, -0.013216, 0.006583
18.880241, -0.013278, 0.005511
18.900242, -0.012691, 0.002742
18.920242, -0.012154, -0.000156
18.940243, -0.012205, -0.001774
18.960243, -0.011682, -0.004641
18.980244, -0.011726, -0.006878
19.000244, -0.011290, -0.009830
19.020245, -0.010959, -0.012652
19.040245, -0.010652, -0.015066
19.060246, -0.010467, -0.017159
19.080246, -0.010057, -0.019544
19.100246, -0.009418, -0.021835
19.120247, -0.009055, -0.023134
19.140247, -0.008365, -0.025121
19.160248, -0.007317, -0.027684
19.180248, -0.007021, -0.027522
19.200249, -0.006735, -0.026876
19.220249, -0.006665, -0.025301
19.240250, -0.005558, -0.026943
19.260250, -0.005296, -0.025111
19.280251, -0.004971, -0.022717
19.300251, -0.005199, -0.018996
19.320251, -0.005687, -0.015219
19.340252, -0.005996, -0.011144
19.360252, -0.006978, -0.004841
19.380253, -0.007510, 0.000460
19.400253, -0.008460, 0.006717
19.420254, -0.008697, 0.011583
19.440254, -0.009227, 0.016872
19.460255, -0.009490, 0.021670
19.480255, -0.009662, 0.026390
19.500256, -0.009691, 0.030677
19.520256, -0.010191, 0.035340
19.540257, -0.010234, 0.038718
19.560257, -0.011017, 0.042734
19.580257, -0.011600, 0.044359
19.600258, -0.011934, 0.045910
19.620258, -0.011662, 0.046480
19.640259, -0.011117, 0.046599
19.660259, -0.008976, 0.044215
19.680260, -0.007707, 0.042808
19.700260, -0.006105, 0.037845
19.720261, -0.005011, 0.032683
19.740261, -0.004474, 0.026666
19.760262, -0.004857, 0.019186
19.780262, -0.007604, 0.012652
19.800262, -0.010553, 0.003022
19.820263, -0.013339, -0.007017
19.840263, -0.015025, -0.016698
19.860264, -0.016360, -0.025025
19.880264, -0.016718, -0.032471
19.900265, -0.016163, -0.039736
19.920265, -0.015998, -0.044412
19.940266, -0.013413, -0.053131
19.960266, -0.012219, -0.055555
19.980267, -0.010972, -0.058210
20.000267, -0.009134, -0.061540
20.020267, -0.007683, -0.062053
20.040268, -0.005908, -0.062514
20.060268, -0.004572, -0.060506
20.080269, -0.003341, -0.057707
20.100269, -0.001707, -0.053754
20.120270, 0.000486, -0.050831
20.140270, 0.001112, -0.043497
20.160271, 0.002719, -0.038107
20.180271, 0.004363, -0.031259
20.200272, 0.005908, -0.024984
20.220272, 0.006500, -0.017463
20.240273, 0.007041, -0.011049
20.260273, 0.006633, -0.002409
20.280273, 0.005938, 0.006130
20.300274, 0.003866, 0.014487
20.320274, 0.001794, 0.021808
20.340275, -0.001095, 0.029133
20.360275, -0.002320, 0.032630
20.380276, -0.006613, 0.039038
20.400276, -0.009576, 0.041566
20.420277, -0.013663, 0.042696
20.440277, -0.018280, 0.042563
20.460278, -0.022629, 0.041422
20.480278, -0.025972, 0.039912
20.500278, -0.027915, 0.036630
20.520279, -0.029109, 0.033417
20.540279, -0.029652, 0.030260
20.560280, -0.029767, 0.027714
20.580280, -0.029041, 0.024577
20.600281, -0.028231, 0.021990
20.620281, -0.027359, 0.019226
20.640282, -0.027034, 0.017703
20.660282, -0.026691, 0.016532
20.680283, -0.026116, 0.015402
20.700283, -0.025247, 0.014246
20.720284, -0.024398, 0.014050
20.740284, -0.023975, 0.014233
20.760284, -0.023278, 0.013853
20.780285, -0.022917, 0.013757
20.800285, -0.022931, 0.014173
20.820286, -0.022738, 0.014587
20.840286, -0.022627, 0.015162
20.860287, -0.022712, 0.015401
20.880287, -0.022374, 0.014334
20.900288, -0.022269, 0.013410
20.920288, -0.021637, 0.011170
20.940289, -0.020931, 0.007666
20.960289, -0.021149, 0.006517
20.980289, -0.021444, 0.004741
21.000290, -0.021023, 0.000884
21.020290, -0.020986, -0.002706
21.040291, -0.020579, -0.007540
21.060291, -0.020224, -0.012392
21.080292, -0.019747, -0.017563
21.100292, -0.019042, -0.023374
21.120293, -0.018887, -0.029214
21.140293, -0.018515, -0.034975
21.160294, -0.018689, -0.038612
21.180294, -0.018374, -0.042411
21.200294, -0.018537, -0.045066
21.220295, -0.017780, -0.049640
21.240295, -0.016636, -0.051981
21.260296, -0.016375, -0.051330
21.280296, -0.015406, -0.050945
21.300297, -0.014738, -0.048431
21.320297, -0.013263, -0.046781
21.340298, -0.012714, -0.040507
21.360298, -0.011492, -0.032887
21.380299, -0.010427, -0.022624
21.400299, -0.009212, -0.012246
21.420300, -0.009597, -0.002300
21.440300, -0.009121, 0.005666
21.460300, -0.008574, 0.014387
21.480301, -0.009815, 0.025364
21.500301, -0.011270, 0.034211
21.520302, -0.012327, 0.040477
21.540302, -0.015642, 0.047202
21.560303, -0.018505, 0.051130
21.580303, -0.021365, 0.052882
21.600304, -0.024711, 0.053652
21.620304, -0.026901, 0.051631
21.640305, -0.028384, 0.048771
21.660305, -0.029973, 0.045106
21.680305, -0.031026, 0.041057
21.700306, -0.030906, 0.035290
21.720306, -0.030332, 0.029381
21.740307, -0.029103, 0.022715
21.760307, -0.027755, 0.015446
21.780308, -0.027120, 0.009966
21.800308, -0.025735, 0.003250
21.820309, -0.024652, -0.002419
21.840309, -0.023484, -0.008049
21.860310, -0.021980, -0.014074
21.880310, -0.021287, -0.018685
21.900311, -0.020859, -0.022192
21.920311, -0.020503, -0.024794
21.940311, -0.020580, -0.025915
21.960312, -0.020545, -0.026599
21.980312, -0.020333, -0.027186
22.000313, -0.019954, -0.027208
22.020313, -0.019388, -0.026575
22.040314, -0.018318, -0.026396
22.060314, -0.018124, -0.024515
22.080315, -0.017440, -0.022783
22.100315, -0.016311, -0.020799
22.120316, -0.016217, -0.016262
22.140316, -0.015656, -0.013153
22.160316, -0.015429, -0.009475
22.180317, -0.015565, -0.004634
22.200317, -0.015573, 0.000311
22.220318, -0.015723, 0.005285
22.240318, -0.015475, 0.008289
22.260319, -0.016168, 0.012880
22.280319, -0.017259, 0.017368
22.300320, -0.018582, 0.021779
22.320320, -0.020762, 0.026293
22.340321, -0.021957, 0.027956
22.360321, -0.023473, 0.029571
22.380322, -0.024292, 0.030396
22.400322, -0.024913, 0.031568
22.420322, -0.024852, 0.031446
22.440323, -0.025037, 0.031116
22.460323, -0.025157, 0.029980
22.480324, -0.024468, 0.027858
22.500324, -0.023764, 0.025840
22.520325, -0.023006, 0.023652
22.540325, -0.022447, 0.021638
22.560326, -0.022249, 0.019575
22.580326, -0.022392, 0.017639
22.600327, -0.021579, 0.012800
22.620327, -0.021262, 0.009244
22.640327, -0.021048, 0.006264
22.660328, -0.020214, 0.001855
22.680328, -0.019393, -0.002585
22.700329, -0.018959, -0.006010
22.720329, -0.018511, -0.009295
22.740330, -0.017629, -0.013898
22.760330, -0.017602, -0.015834
22.780331, -0.017216, -0.018134
22.800331, -0.016986, -0.019951
22.820332, -0.016599, -0.021737
22.840332, -0.016376, -0.023043
22.860332, -0.015407, -0.025408
22.880333, -0.015060, -0.026132
22.900333, -0.014024, -0.027642
22.920334, -0.013630, -0.027008
22.940334, -0.012446, -0.027379
22.960335, -0.011564, -0.025989
22.980335, -0.011040, -0.023121
23.000336, -0.009858, -0.021429
23.020336, -0.009464, -0.017330
23.040337, -0.009570, -0.011867
23.060337, -0.009929, -0.006053
23.080338, -0.010417, -0.001039
23.100338, -0.010818, 0.004772
23.120338, -0.011194, 0.009998
23.140339, -0.012194, 0.015874
23.160339, -0.012581, 0.019996
23.180340, -0.013475, 0.024709
23.200340, -0.014380, 0.029191
23.220341, -0.015005, 0.032046
23.240341, -0.016948, 0.034829
23.260342, -0.019582, 0.037732
23.280342, -0.021563, 0.039602
23.300343, -0.022420, 0.039657
23.320343, -0.022746, 0.039204
23.340343, -0.022306, 0.038160
23.360344, -0.020945, 0.035548
23.380344, -0.020387, 0.034715
23.400345, -0.019189, 0.032265
23.420345, -0.018401, 0.030434
23.440346, -0.017322, 0.026610
23.460346, -0.016373, 0.022301
23.480347, -0.015638, 0.018086
23.500347, -0.014495, 0.012391
23.520348, -0.014037, 0.007212
23.540348, -0.014060, 0.002416
23.560349, -0.014135, -0.002012
23.580349, -0.014766, -0.006262
23.600349, -0.014947, -0.011425
23.620350, -0.015049, -0.015750
23.640350, -0.014972, -0.019563
23.660351, -0.015224, -0.022277
23.680351, -0.015301, -0.024904
23.700352, -0.014811, -0.028076
23.720352, -0.014434, -0.031127
23.740353, -0.014888, -0.031638
23.760353, -0.013519, -0.035297
23.780354, -0.013611, -0.034938
23.800354, -0.012410, -0.037071
23.820354, -0.011977, -0.036842
23.840355, -0.011002, -0.036429
23.860355, -0.009826, -0.035864
23.880356, -0.008358, -0.033571
23.900356, -0.007020, -0.032760
23.920357, -0.006782, -0.029727
23.940357, -0.006583, -0.026645
23.960358, -0.006773, -0.020479
23.980358, -0.006341, -0.015503
24.000359, -0.005686, -0.011289
24.020359, -0.007352, -0.005047
24.040359, -0.008143, 0.000697
24.060360, -0.008601, 0.006708
24.080360, -0.009435, 0.012866
24.100361, -0.010470, 0.018820
24.120361, -0.012708, 0.024330
24.140362, -0.014787, 0.027584
24.160362, -0.016926, 0.031024
24.180363, -0.018557, 0.033978
24.200363, -0.020250, 0.037415
24.220364, -0.021311, 0.039557
24.240364, -0.021938, 0.040127
24.260365, -0.022123, 0.040677
24.280365, -0.022703, 0.042003
24.300365, -0.022513, 0.042059
24.320366, -0.021860, 0.040588
24.340366, -0.021386, 0.038934
24.360367, -0.020967, 0.036760
24.380367, -0.020446, 0.033918
24.400368, -0.019875, 0.030303
24.420368, -0.019121, 0.025958
24.440369, -0.017949, 0.020803
24.460369, -0.017687, 0.016386
24.480370, -0.017111, 0.011007
24.500370, -0.017074, 0.006627
24.520370, -0.016468, 0.001363
24.540371, -0.016519, -0.002639
24.560371, -0.015846, -0.008173
24.580372, -0.015642, -0.012456
24.600372, -0.015929, -0.015992
24.620373, -0.015850, -0.020398
24.640373, -0.015848, -0.024320
24.660374, -0.015898, -0.027381
24.680374, -0.016337, -0.028784
24.700375, -0.016054, -0.030781
24.720375, -0.015567, -0.033085
24.740376, -0.015084, -0.034438
24.760376, -0.014563, -0.034977
24.780376, -0.014063, -0.035423
24.800377, -0.013803, -0.034632
24.820377, -0.013347, -0.033343
24.840378, -0.013563, -0.030745
24.860378, -0.013396, -0.028440
24.880379, -0.012987, -0.024525
24.900379, -0.011970, -0.020999
24.920380, -0.011645, -0.015549
24.940380, -0.012034, -0.010228
24.960381, -0.013149, -0.005176
24.980381, -0.013583, -0.000544
25.000381, -0.013583, 0.003718
25.020382, -0.013638, 0.008092
25.040382, -0.014917, 0.014147
25.060383, -0.015155, 0.017171
25.080383, -0.016457, 0.022034
25.100384, -0.017828, 0.025075
25.120384, -0.018320, 0.026640
25.140385, -0.019553, 0.029505
25.160385, -0.020084, 0.030699
25.180386, -0.020714, 0.031744
25.200386, -0.021141, 0.031972
25.220387, -0.021372, 0.031700
25.240387, -0.021535, 0.031272
25.260387, -0.021904, 0.030509
25.280388, -0.021961, 0.029189
25.300388, -0.021464, 0.026602
25.320389, -0.021061, 0.024050
25.340389, -0.020799, 0.021898
25.360390, -0.020560, 0.019944
25.380390, -0.020020, 0.016382
25.400391, -0.019852, 0.013366
25.420391, -0.019772, 0.010667
25.440392, -0.020066, 0.008707
25.460392, -0.019593, 0.005585
25.480392, -0.018834, 0.001633
25.500393, -0.018788, -0.000243
25.520393, -0.018214, -0.003244
25.540394, -0.018010, -0.005528
25.560394, -0.017147, -0.008580
25.580395, -0.016868, -0.010255
25.600395, -0.016005, -0.012859
25.620396, -0.015345, -0.015486
25.640396, -0.015682, -0.015673
25.660397, -0.015473, -0.017247
25.680397, -0.015074, -0.019190
25.700397, -0.015191, -0.019637
25.720398, -0.015215, -0.020078
25.740398, -0.014622, -0.021245
25.760399, -0.014399, -0.021239
25.780399, -0.013727, -0.021701
25.800400, -0.013153, -0.021888
25.820400, -0.013109, -0.020217
25.840401, -0.012484, -0.019321
25.860401, -0.012160, -0.017556
25.880402, -0.011798, -0.015609
25.900402, -0.011475, -0.013386
25.920403, -0.011478, -0.010121
25.940403, -0.011720, -0.006174
25.960403, -0.011422, -0.003109
25.980404, -0.011123, 0.000139
26.000404, -0.010865, 0.003436
26.020405, -0.010884, 0.006246
26.040405, -0.011270, 0.009388
26.060406, -0.011666, 0.012385
26.080406, -0.012330, 0.015947
26.100407, -0.013273, 0.019519
26.120407, -0.013963, 0.022102
26.140408, -0.014829, 0.024651
26.160408, -0.015434, 0.026275
26.180408, -0.016634, 0.029442
26.200409, -0.016663, 0.030253
26.220409, -0.016856, 0.030859
26.240410, -0.016853, 0.031149
26.260410, -0.016775, 0.030678
26.280411, -0.016887, 0.029974
26.300411, -0.016688, 0.028140
26.320412, -0.017554, 0.028057
26.340412, -0.017596, 0.026735
26.360413, -0.017037, 0.024023
26.380413, -0.017137, 0.022562
26.400414, -0.016332, 0.019487
26.420414, -0.015698, 0.016317
26.440414, -0.015163, 0.012786
26.460415, -0.014777, 0.009302
26.480415, -0.014572, 0.005885
26.500416, -0.014340, 0.002191
26.520416, -0.013635, -0.002683
26.540417, -0.012954, -0.007762
26.560417, -0.012598, -0.012125
26.580418, -0.012231, -0.016511
26.600418, -0.012099, -0.020274
26.620419, -0.011272, -0.025907
26.640419, -0.011177, -0.029466
26.660419, -0.011487, -0.031422
26.680420, -0.010926, -0.034592
26.700420, -0.010939, -0.035377
26.720421, -0.010986, -0.035000
26.740421, -0.010505, -0.035345
26.760422, -0.010759, -0.034320
26.780422, -0.010688, -0.033182
26.800423, -0.010456, -0.031500
26.820423, -0.010040, -0.028613
26.840424, -0.009381, -0.024913
26.860424, -0.009105, -0.020719
26.880424, -0.009116, -0.016814
26.900425, -0.010334, -0.010509
26.920425, -0.010132, -0.004488
26.940426, -0.009303, 0.001680
26.960426, -0.008737, 0.007502
26.980427, -0.009001, 0.013880
27.000427, -0.009397, 0.020238
27.020428, -0.009532, 0.025226
27.040428, -0.010007, 0.030483
27.060429, -0.010611, 0.034870
27.080429, -0.011543, 0.038373
27.100430, -0.012065, 0.040643
27.120430, -0.013053, 0.042902
27.140430, -0.014163, 0.045271
27.160431, -0.015626, 0.047191
27.180431, -0.016837, 0.046933
27.200432, -0.017097, 0.044494
27.220432, -0.018459, 0.044361
27.240433, -0.019904, 0.044016
27.260433, -0.019227, 0.039037
27.280434, -0.019391, 0.035032
27.300434, -0.019008, 0.030096
27.320435, -0.019732, 0.025743
27.340435, -0.019918, 0.019844
27.360435, -0.019349, 0.013518
27.380436, -0.019469, 0.008820
27.400436, -0.018779, 0.003549
27.420437, -0.018005, -0.001557
27.440437, -0.016951, -0.006535
27.460438, -0.016077, -0.010694
27.480438, -0.015735, -0.013472
27.500439, -0.014414, -0.017839
27.520439, -0.013241, -0.021380
27.540440, -0.012323, -0.024170
27.560440, -0.011851, -0.026112
27.580441, -0.011732, -0.027012
27.600441, -0.011237, -0.028320
27.620441, -0.010352, -0.030481
27.640442, -0.010534, -0.030262
27.660442, -0.010040, -0.031219
27.680443, -0.010174, -0.030715
27.700443, -0.009931, -0.030890
27.720444, -0.009305, -0.030417
27.740444, -0.008811, -0.029093
27.760445, -0.008922, -0.026820
27.780445, -0.009003, -0.024720
27.800446, -0.009576, -0.021255
27.820446, -0.010458, -0.016932
27.840446, -0.010893, -0.012411
27.860447, -0.011005, -0.007585
27.880447, -0.010625, -0.003319
27.900448, -0.010825, 0.002075
27.920448, -0.010622, 0.006361
27.940449, -0.011141, 0.011227
27.960449, -0.011403, 0.015130
27.980450, -0.011584, 0.018313
28.000450, -0.012062, 0.021306
28.020451, -0.012458, 0.023174
28.040451, -0.013520, 0.025863
28.060452, -0.014966, 0.028242
28.080452, -0.015412, 0.028265
28.100452, -0.015973, 0.028147
28.120453, -0.016726, 0.028608
28.140453, -0.017274, 0.028294
28.160454, -0.017682, 0.027942
28.180454, -0.017498, 0.025990
28.200455, -0.017156, 0.023750
28.220455, -0.016417, 0.019998
28.240456, -0.015856, 0.016539
28.260456, -0.015561, 0.013287
28.280457, -0.015687, 0.010305
28.300457, -0.015508, 0.006964
28.320457, -0.014611, 0.002702
28.340458, -0.014242, -0.000482
28.360458, -0.013340, -0.004666
28.380459, -0.012327, -0.009148
28.400459, -0.011657, -0.013038
28.420460, -0.011001, -0.016732
28.440460, -0.010795, -0.019605
28.460461, -0.010353, -0.022842
28.480461, -0.010051, -0.025851
28.500462, -0.009776, -0.028423
28.520462, -0.009351, -0.031097
28.540462, -0.009088, -0.033045
28.560463, -0.009199, -0.033287
28.580463, -0.008492, -0.035304
28.600464, -0.009181, -0.034268
28.620464, -0.008876, -0.034815
28.640465, -0.008801, -0.033357
28.660465, -0.008704, -0.030119
28.680466, -0.009339, -0.025180
28.700466, -0.008613, -0.021389
28.720467, -0.008318, -0.015989
28.740467, -0.008688, -0.009562
28.760468, -0.008190, -0.005259
28.780468, -0.008557, 0.000875
28.800468, -0.008778, 0.006379
28.820469, -0.008885, 0.011161
28.840469, -0.009338, 0.015654
28.860470, -0.009493, 0.018812
28.880470, -0.010015, 0.021840
28.900471, -0.010147, 0.023904
28.920471, -0.010455, 0.026063
28.940472, -0.010924, 0.027658
28.960472, -0.011340, 0.028452
28.980473, -0.012154, 0.028460
29.000473, -0.013191, 0.028901
29.020473, -0.013995, 0.028558
29.040474, -0.013968, 0.026880
29.060474, -0.014620, 0.026940
29.080475, -0.014489, 0.025019
29.100475, -0.014786, 0.023537
29.120476, -0.014671, 0.021528
29.140476, -0.014506, 0.019378
29.160477, -0.014186, 0.016813
29.180477, -0.014062, 0.014290
29.200478, -0.013855, 0.011003
29.220478, -0.013534, 0.007657
29.240479, -0.013456, 0.004973
29.260479, -0.013496, 0.002159
29.280479, -0.013471, -0.000737
29.300480, -0.013201, -0.003762
29.320480, -0.012775, -0.006914
29.340481, -0.012609, -0.009393
29.360481, -0.012319, -0.011988
29.380482, -0.011925, -0.014763
29.400482, -0.011694, -0.017333
29.420483, -0.011473, -0.019657
29.440483, -0.011806, -0.020846
29.460484, -0.012119, -0.022041
29.480484, -0.011653, -0.024152
29.500484, -0.011226, -0.025858
29.520485, -0.010553, -0.028201
29.540485, -0.010554, -0.028858
29.560486, -0.009797, -0.030696
29.580486, -0.009163, -0.031666
29.600487, -0.008975, -0.031278
29.620487, -0.007897, -0.031907
29.640488, -0.007281, -0.032116
29.660488, -0.006882, -0.030396
29.680489, -0.006044, -0.028260
29.700489, -0.004317, -0.026615
29.720490, -0.003896, -0.021900
29.740490, -0.002411, -0.018464
29.760490, -0.001376, -0.015095
29.780491, -0.000519, -0.010166
29.800491, 0.000683, -0.006434
29.820492, 0.000115, -0.001319
29.840492, -0.002053, 0.005623
29.860493, -0.004014, 0.012949
29.880493, -0.006020, 0.019595
29.900494, -0.007881, 0.025634
29.920494, -0.010080, 0.032100
29.940495, -0.011488, 0.036644
29.960495, -0.013267, 0.041660
29.980495, -0.014982, 0.045982
30.000496, -0.015876, 0.047823
30.020496, -0.016530, 0.048508
30.040497, -0.017938, 0.050665
30.060497, -0.018965, 0.051991
30.080498, -0.018454, 0.050485
30.100498, -0.019298, 0.050925
30.120499, -0.018607, 0.048617
30.140499, -0.017977, 0.046301
30.160500, -0.018006, 0.044549
30.180500, -0.018161, 0.042381
30.200500, -0.016204, 0.036585
30.220501, -0.014565, 0.031285
30.240501, -0.012009, 0.023725
30.260502, -0.010727, 0.015732
30.280502, -0.011697, 0.009592
30.300503, -0.012784, 0.001023
30.320503, -0.016291, -0.005077
30.340504, -0.018688, -0.013122
30.360504, -0.020265, -0.021726
30.380505, -0.021714, -0.027738
30.400505, -0.021701, -0.034698
30.420506, -0.021211, -0.040663
30.440506, -0.020250, -0.046173
30.460506, -0.019637, -0.049712
30.480507, -0.018782, -0.052244
30.500507, -0.017540, -0.054993
30.520508, -0.016634, -0.055923
30.540508, -0.014993, -0.056058
30.560509, -0.013591, -0.054511
30.580509, -0.012569, -0.051750
30.600510, -0.012681, -0.046348
30.620510, -0.012783, -0.040335
30.640511, -0.011747, -0.035707
30.660511, -0.010411, -0.032964
30.680511, -0.010105, -0.026237
30.700512, -0.008933, -0.021173
30.720512, -0.007120, -0.017964
30.740513, -0.006751, -0.011872
30.760513, -0.007488, -0.004659
30.780514, -0.006431, -0.003524
30.800514, -0.006745, -0.000275
30.820515, -0.008073, 0.003577
30.840515, -0.010340, 0.008586
30.860516, -0.012593, 0.012812
30.880516, -0.015504, 0.017703
30.900517, -0.018841, 0.021324
30.920517, -0.022278, 0.024986
30.940517, -0.025171, 0.027803
30.960518, -0.027956, 0.030555
30.980518, -0.031033, 0.033920
31.000519, -0.032793, 0.034668
31.020519, -0.034308, 0.035941
31.040520, -0.034939, 0.036644
31.060520, -0.034814, 0.035426
31.080521, -0.035091, 0.035460
31.100521, -0.034682, 0.034047
31.120522, -0.033696, 0.031816
31.140522, -0.032438, 0.029218
31.160522, -0.031072, 0.025414
31.180523, -0.030252, 0.022293
31.200523, -0.029181, 0.018623
31.220524, -0.027942, 0.014228
31.240524, -0.026903, 0.008802
31.260525, -0.027159, 0.004882
31.280525, -0.027130, 0.000349
31.300526, -0.026725, -0.004287
31.320526, -0.026285, -0.008569
31.340527, -0.026236, -0.011988
31.360527, -0.025949, -0.016007
31.380527, -0.025472, -0.020064
31.400528, -0.025801, -0.021618
31.420528, -0.025286, -0.024719
31.440529, -0.025223, -0.026143
31.460529, -0.024855, -0.027559
31.480530, -0.023987, -0.029211
31.500530, -0.023304, -0.029969
31.520531, -0.022656, -0.030809
31.540531, -0.022042, -0.031626
31.560532, -0.021912, -0.031166
31.580532, -0.021539, -0.030971
31.600533, -0.021149, -0.030429
31.620533, -0.020792, -0.029587
31.640533, -0.019996, -0.028535
31.660534, -0.019026, -0.027023
31.680534, -0.018131, -0.024969
31.700535, -0.017255, -0.022448
31.720535, -0.016983, -0.019310
31.740536, -0.017188, -0.015605
31.760536, -0.017349, -0.012236
31.780537, -0.017056, -0.009732
31.800537, -0.017616, -0.005444
31.820538, -0.018121, -0.001762
31.840538, -0.018873, 0.002289
31.860538, -0.019352, 0.005979
31.880539, -0.019833, 0.009484
31.900539, -0.020341, 0.013067
31.920540, -0.020869, 0.016182
31.940540, -0.021201, 0.018615
31.960541, -0.020998, 0.019845
31.980541, -0.020731, 0.020528
32.000542, -0.020588, 0.021118
32.020542, -0.020672, 0.021931
32.040543, -0.020379, 0.021547
32.060543, -0.020185, 0.020932
32.080544, -0.019992, 0.019488
32.100544, -0.020232, 0.018424
32.120544, -0.021429, 0.019286
32.140545, -0.021203, 0.016935
32.160545, -0.021292, 0.015695
32.180546, -0.020386, 0.012064
32.200546, -0.020175, 0.009601
32.220547, -0.020307, 0.007089
32.240547, -0.019891, 0.003717
32.260548, -0.019425, 0.000290
32.280548, -0.018831, -0.003305
32.300549, -0.017921, -0.007550
32.320549, -0.017128, -0.011676
32.340549, -0.016598, -0.015142
32.360550, -0.015493, -0.019817
32.380550, -0.015506, -0.021602
32.400551, -0.014770, -0.024763
32.420551, -0.014266, -0.027159
32.440552, -0.013860, -0.028990
32.460552, -0.013590, -0.030265
32.480553, -0.012890, -0.032024
32.500553, -0.012978, -0.031864
32.520554, -0.012537, -0.032477
32.540554, -0.012677, -0.031261
32.560555, -0.011619, -0.032159
32.580555, -0.011532, -0.030003
32.600555, -0.010790, -0.028537
32.620556, -0.010686, -0.025591
32.640556, -0.011000, -0.021442
32.660557, -0.011561, -0.016280
32.680557, -0.011720, -0.011923
32.700558, -0.011685, -0.007235
32.720558, -0.011496, -0.001869
32.740559, -0.010837, 0.002783
32.760559, -0.010525, 0.007613
32.780560, -0.010375, 0.012122
32.800560, -0.010345, 0.015958
32.820560, -0.010023, 0.018138
32.840561, -0.011235, 0.020972
