t, tm1, tm2, tm3
0.000000, 0.874608, -3.757614, 1.761968
0.020000, 0.873308, -3.758056, 1.762574
0.040000, 0.873630, -3.755672, 1.762622
0.060000, 0.873508, -3.758203, 1.761774
0.080000, 0.873359, -3.757746, 1.764342
0.100000, 0.872673, -3.757954, 1.762903
0.120000, 0.872548, -3.757874, 1.762931
0.140000, 0.871301, -3.759304, 1.762109
0.160000, 0.872485, -3.758669, 1.764216
0.180000, 0.872531, -3.759263, 1.761796
0.200000, 0.872819, -3.757684, 1.763882
0.220000, 0.872256, -3.758309, 1.763379
0.240000, 0.873205, -3.757035, 1.764479
0.260000, 0.873346, -3.756180, 1.765103
0.280000, 0.872983, -3.757925, 1.763164
0.300000, 0.873053, -3.757834, 1.765820
0.320000, 0.872671, -3.757142, 1.764875
0.340000, 0.870383, -3.757976, 1.762342
0.360000, 0.870804, -3.759136, 1.763548
0.380000, 0.871151, -3.758216, 1.764002
0.400000, 0.871459, -3.757462, 1.764588
0.420000, 0.873014, -3.759096, 1.764620
0.440000, 0.872933, -3.757478, 1.764157
0.460000, 0.873232, -3.756612, 1.764674
0.480000, 0.873361, -3.756948, 1.764799
0.500000, 0.870797, -3.758447, 1.764366
0.520000, 0.872301, -3.756578, 1.765994
0.540000, 0.871035, -3.757803, 1.765058
0.560000, 0.870988, -3.759201, 1.765465
0.580000, 0.871263, -3.757038, 1.765683
0.600000, 0.870794, -3.757741, 1.765168
0.620000, 0.871649, -3.758023, 1.766804
0.640000, 0.868865, -3.757988, 1.763287
0.660000, 0.871862, -3.756681, 1.766328
0.680000, 0.870721, -3.758388, 1.766370
0.700000, 0.869818, -3.757829, 1.763834
0.720000, 0.870907, -3.758666, 1.766424
0.740000, 0.870351, -3.757803, 1.765481
0.760000, 0.871294, -3.758231, 1.764397
0.780000, 0.871954, -3.757683, 1.764886
0.800000, 0.871181, -3.758391, 1.764564
0.820000, 0.869544, -3.758503, 1.765175
0.840000, 0.871021, -3.757785, 1.767047
0.860000, 0.870716, -3.757980, 1.764600
0.880000, 0.869286, -3.759589, 1.764765
0.900000, 0.870215, -3.758939, 1.764262
0.920000, 0.869139, -3.758414, 1.765369
0.940000, 0.870285, -3.757031, 1.766283
0.960000, 0.870287, -3.758838, 1.766910
0.980000, 0.871168, -3.756735, 1.766792
1.000000, 0.870099, -3.757235, 1.766523
1.020000, 0.868640, -3.759509, 1.765119
1.040000, 0.870456, -3.758460, 1.765055
1.060000, 0.870272, -3.757493, 1.766574
1.080000, 0.870181, -3.757559, 1.766670
1.100000, 0.869086, -3.759229, 1.766660
1.120000, 0.869738, -3.757257, 1.766757
1.140000, 0.868737, -3.758718, 1.765806
1.159999, 0.870091, -3.757439, 1.766654
1.179999, 0.869724, -3.757310, 1.766801
1.199999, 0.869166, -3.758324, 1.767289
1.219999, 0.870377, -3.757538, 1.765773
1.239999, 0.869256, -3.758932, 1.764852
1.259999, 0.867978, -3.757628, 1.764849
1.279999, 0.869425, -3.757101, 1.766859
1.299999, 0.870072, -3.756707, 1.767451
1.319999, 0.869912, -3.758274, 1.768031
1.339999, 0.870397, -3.758176, 1.766908
1.359999, 0.869715, -3.756578, 1.767592
1.379999, 0.868776, -3.757761, 1.766428
1.399999, 0.868498, -3.757691, 1.766559
1.419999, 0.869083, -3.756885, 1.766937
1.439999, 0.870214, -3.756557, 1.766507
1.459999, 0.868089, -3.758879, 1.767062
1.479999, 0.867791, -3.758119, 1.766023
1.499999, 0.869560, -3.756184, 1.767447
1.519999, 0.867925, -3.757284, 1.766662
1.539999, 0.868735, -3.756979, 1.767208
1.559999, 0.867665, -3.758352, 1.766243
1.579999, 0.868203, -3.756466, 1.766465
1.599999, 0.868079, -3.756732, 1.765478
1.619999, 0.868050, -3.755444, 1.768683
1.639999, 0.868616, -3.757182, 1.767410
1.659999, 0.869154, -3.755897, 1.767523
1.679999, 0.868709, -3.757278, 1.767408
1.699999, 0.867503, -3.757552, 1.767087
1.719999, 0.868888, -3.757608, 1.768259
1.739999, 0.869156, -3.755126, 1.767523
1.759999, 0.869135, -3.757054, 1.768999
1.779999, 0.867921, -3.758192, 1.767977
1.799999, 0.868694, -3.758111, 1.765934
1.819999, 0.867234, -3.759281, 1.767830
1.839999, 0.866340, -3.758791, 1.766101
1.859999, 0.867345, -3.757733, 1.767295
1.879999, 0.867451, -3.757638, 1.767173
1.899999, 0.867753, -3.758505, 1.768274
1.919999, 0.866778, -3.757201, 1.764566
1.939999, 0.867660, -3.756625, 1.766131
1.959999, 0.867491, -3.757854, 1.766518
1.979999, 0.866677, -3.758698, 1.767825
1.999999, 0.866696, -3.758426, 1.766120
2.019999, 0.867926, -3.756618, 1.768721
2.039999, 0.867026, -3.758979, 1.767026
2.059999, 0.866314, -3.755374, 1.765728
2.079999, 0.865588, -3.755185, 1.764830
2.099999, 0.861636, -3.752617, 1.767673
2.119999, 0.867856, -3.766119, 1.771665
2.139999, 0.863899, -3.756217, 1.768008
2.159999, 0.863725, -3.758422, 1.766736
2.179999, 0.866359, -3.757313, 1.768887
2.199999, 0.864888, -3.750211, 1.764208
2.219999, 0.864682, -3.739671, 1.762314
2.239999, 0.865049, -3.751258, 1.764735
2.259999, 0.866057, -3.758620, 1.769868
2.279999, 0.866224, -3.763525, 1.769556
2.299999, 0.865138, -3.760341, 1.769025
2.319999, 0.866293, -3.754435, 1.767628
2.339998, 0.863875, -3.755951, 1.765592
2.359998, 0.861636, -3.751793, 1.764708
2.379998, 0.860962, -3.741250, 1.761130
2.399998, 0.856577, -3.717262, 1.749605
2.419998, 0.837587, -3.647166, 1.718351
2.439998, 0.805116, -3.542690, 1.673870
2.459998, 0.782951, -3.479195, 1.647206
2.479998, 0.741612, -3.391870, 1.619711
2.499998, 0.712510, -3.307775, 1.581224
2.519998, 0.712617, -3.212896, 1.529687
2.539998, 0.704103, -3.090021, 1.459430
2.559998, 0.686005, -2.932987, 1.373327
2.579998, 0.664399, -2.755499, 1.282535
2.599998, 0.641655, -2.594549, 1.196157
2.619998, 0.617482, -2.358090, 1.067046
2.639998, 0.604839, -2.184892, 0.967976
2.659998, 0.615790, -2.027596, 0.863433
2.679998, 0.606576, -1.844977, 0.762504
2.699998, 0.557998, -1.645358, 0.664981
2.719998, 0.521317, -1.448797, 0.569188
2.739998, 0.498598, -1.265748, 0.471026
2.759998, 0.468321, -1.083649, 0.376855
2.779998, 0.429687, -0.907839, 0.293371
2.799998, 0.382726, -0.740363, 0.221630
2.819998, 0.328016, -0.582919, 0.155295
2.839998, 0.269785, -0.439053, 0.106439
2.859998, 0.200482, -0.301487, 0.061056
2.879998, 0.125932, -0.168153, 0.026416
2.899998, 0.049684, -0.042338, -0.002563
2.919998, -0.007994, 0.056552, -0.027755
2.939998, -0.050105, 0.138776, -0.053558
2.959998, -0.058779, 0.199304, -0.085470
2.979998, -0.034151, 0.223812, -0.115906
2.999998, -0.005591, 0.231301, -0.138375
3.019998, -0.007525, 0.251017, -0.147031
3.039998, -0.042303, 0.277520, -0.142497
3.059998, -0.087906, 0.305782, -0.130622
3.079998, -0.125904, 0.326302, -0.117438
3.099998, -0.147226, 0.331027, -0.111786
3.119998, -0.136426, 0.311621, -0.107206
3.139998, -0.111670, 0.286883, -0.108256
3.159998, -0.090860, 0.269115, -0.109127
3.179998, -0.078801, 0.254630, -0.106590
3.199998, -0.075547, 0.239406, -0.101379
3.219998, -0.073198, 0.221954, -0.091474
3.239998, -0.066954, 0.200028, -0.081191
3.259998, -0.051748, 0.173487, -0.075120
3.279998, -0.036269, 0.151177, -0.069516
3.299998, -0.023439, 0.139526, -0.069354
3.319998, -0.009043, 0.121558, -0.070193
3.339998, 0.008248, 0.106855, -0.072632
3.359998, 0.021066, 0.098261, -0.072055
3.379997, 0.027951, 0.094537, -0.073529
3.399997, 0.031452, 0.088490, -0.076407
3.419997, 0.037956, 0.081551, -0.075360
3.439997, 0.043644, 0.071612, -0.075196
3.459997, 0.051355, 0.063747, -0.072621
3.479997, 0.054803, 0.062924, -0.073724
3.499997, 0.054897, 0.063617, -0.073405
3.519997, 0.051199, 0.064469, -0.072834
3.539997, 0.045886, 0.066615, -0.067604
3.559997, 0.036915, 0.068436, -0.065121
3.579997, 0.029365, 0.070657, -0.061288
3.599997, 0.022122, 0.069034, -0.058725
3.619997, 0.016610, 0.071119, -0.054091
3.639997, 0.010837, 0.070594, -0.048205
3.659997, 0.001736, 0.074538, -0.045764
3.679997, -0.007271, 0.079407, -0.042435
3.699997, -0.014530, 0.080200, -0.039699
3.719997, -0.020109, 0.080929, -0.037482
3.739997, -0.026123, 0.083567, -0.034154
3.759997, -0.031619, 0.084830, -0.032786
3.779997, -0.039791, 0.089535, -0.029866
3.799997, -0.046946, 0.096494, -0.029994
3.819997, -0.053785, 0.098828, -0.028148
3.839997, -0.060069, 0.104962, -0.025546
3.859997, -0.069050, 0.108854, -0.024354
