t, uk1, uk2, uk3)
11.440072, -0.148185, -0.109679, -0.187378
11.460073, -0.151936, -0.115649, -0.180165
11.480073, -0.147386, -0.121708, -0.160547
11.500073, -0.139529, -0.129476, -0.123084
11.520074, -0.138065, -0.149272, -0.082226
11.540074, -0.135002, -0.151669, -0.058968
11.560075, -0.133049, -0.130985, -0.039082
11.580075, -0.141150, -0.121597, -0.025123
11.600076, -0.150160, -0.125925, -0.022637
11.620076, -0.150227, -0.128167, -0.013649
11.640077, -0.142947, -0.121642, 0.003950
11.660077, -0.138154, -0.107505, 0.021505
11.680078, -0.116937, -0.091991, 0.051289
11.700078, -0.089040, -0.078054, 0.082160
11.720078, -0.061720, -0.059567, 0.101046
11.740079, -0.040458, -0.047227, 0.106195
11.760079, -0.009210, -0.037773, 0.121464
11.780080, 0.028319, -0.017799, 0.147430
11.800080, 0.058213, 0.010165, 0.166162
11.820081, 0.095786, 0.046961, 0.191861
11.840081, 0.135069, 0.090438, 0.217384
11.860082, 0.171266, 0.124904, 0.235249
11.880082, 0.194436, 0.138975, 0.243860
11.900083, 0.202803, 0.141172, 0.237313
11.920083, 0.204867, 0.144345, 0.226683
11.940084, 0.207441, 0.152735, 0.218449
11.960084, 0.211769, 0.167515, 0.203158
11.980084, 0.210171, 0.180121, 0.184205
12.000085, 0.206198, 0.188444, 0.156463
12.020085, 0.194369, 0.189531, 0.130275
12.040086, 0.188266, 0.196078, 0.112587
12.060086, 0.177769, 0.196589, 0.079852
12.080087, 0.167537, 0.190596, 0.051378
